year,recipient_iso3,pmm_fh,pmm_polity,gdp,pop,unemp,disaster,civilwar,dist,distw,distwces,trade,atopally
2012,MNG,5,8,9471480158,2824698,3.91,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,1847123456,1
2013,MNG,5,8,10574804943,2881783,4.23,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,1723118848,1
2014,MNG,5.5,8,11408652157,2940111,4.8,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,1481098752,1
2000,MOZ,4.5,6,5131979555,17711925,2.85,832.0000315,0,11347.111328125,10668.881508901977,10602.692703675963,94335280,0
2001,MOZ,4.5,6,5752275478,18221884,2.88,78.99999904,0,11347.111328125,10668.881508901977,10602.692703675963,15098118,0
2002,MOZ,4.5,6,6286722378,18764147,2.95,2.999999999,0,11347.111328125,10668.881508901977,10602.692703675963,11046077,0
2003,MOZ,4.5,6,6719156643,19331097,3,48.99999986,0,11347.111328125,10668.881508901977,10602.692703675963,24888412,0
2004,MOZ,4.5,6,7251072486,19910549,3.01,0,0,11347.111328125,10668.881508901977,10602.692703675963,22016516,0
2005,MOZ,4.5,6,7732972113,20493927,3.01,7.999999982,0,11347.111328125,10668.881508901977,10602.692703675963,34218676,0
2006,MOZ,4.5,6,8482635358,21080108,2.97,12,0,11347.111328125,10668.881508901977,10602.692703675963,41588712,0
2007,MOZ,5,6,9138321546,21673319,2.94,53.99999937,0,11347.111328125,10668.881508901977,10602.692703675963,53536576,0
2008,MOZ,5,6,9807041557,22276596,2.95,31.50000013,0,11347.111328125,10668.881508901977,10602.692703675963,84909832,0
2009,MOZ,4.5,6,10426669785,22894718,3.17,12.50000002,0,11347.111328125,10668.881508901977,10602.692703675963,111129656,0
2010,MOZ,3.5,0,11104648673,23531567,3.25,5.000000004,0,11347.111328125,10668.881508901977,10602.692703675963,84160456,0
2011,MOZ,4.5,6,11928323142,24187500,3.3,23.00000006,0,11347.111328125,10668.881508901977,10602.692703675963,479533120,0
2012,MOZ,4,6,12794133231,24862673,3.35,32.99999987,0,11347.111328125,10668.881508901977,10602.692703675963,655805056,0
2013,MOZ,4,5,13685066406,25560752,3.41,127.500001,1,11347.111328125,10668.881508901977,10602.692703675963,842356800,0
2014,MOZ,4.5,5,14697557795,26286192,3.41,13.5,0,11347.111328125,10668.881508901977,10602.692703675963,1316883968,0
2000,MUS,6.5,10,6721484096,1186873,9.24,0,0,9054.787109375,8840.745537609862,8786.624215691925,77019440,0
2001,MUS,6.5,10,6946488513,1196287,9.14,0,0,9054.787109375,8840.745537609862,8786.624215691925,99046688,0
2002,MUS,6.5,10,7058668651,1204621,8.21,3.000000006,0,9054.787109375,8840.745537609862,8786.624215691925,121882952,0
2003,MUS,6.5,10,7476926214,1213370,8.3,0,0,9054.787109375,8840.745537609862,8786.624215691925,122270232,0
2004,MUS,7,10,7800678605,1221003,8.34,0,0,9054.787109375,8840.745537609862,8786.624215691925,140384640,0
2005,MUS,7,10,7939339024,1228254,9.52,0,0,9054.787109375,8840.745537609862,8786.624215691925,170914064,0
2006,MUS,6.5,10,8325631105,1233996,9.04,0,0,9054.787109375,8840.745537609862,8786.624215691925,171190256,0
2007,MUS,6.5,10,8802441342,1239630,8.48,2.000000002,0,9054.787109375,8840.745537609862,8786.624215691925,219813728,0
2008,MUS,6.5,10,9276625562,1244121,7.17,0,0,9054.787109375,8840.745537609862,8786.624215691925,292281088,0
2009,MUS,6,10,9584152842,1247429,7.26,0,0,9054.787109375,8840.745537609862,8786.624215691925,299429536,0
2010,MUS,6.5,9,10003670690,1250400,7.65,0,0,9054.787109375,8840.745537609862,8786.624215691925,379547840,0
2011,MUS,6.5,10,10411574172,1252404,7.45,0,0,9054.787109375,8840.745537609862,8786.624215691925,452306240,0
2012,MUS,6.5,9,10775575125,1255882,7.47,0,0,9054.787109375,8840.745537609862,8786.624215691925,542958080,0
2013,MUS,6,9,11137678209,1258653,7.32,20.99999941,0,9054.787109375,8840.745537609862,8786.624215691925,487095456,0
2014,MUS,6.5,10,11554737009,1260934,7.47,0,0,9054.787109375,8840.745537609862,8786.624215691925,530628512,0
2000,NAM,5.5,6,7295092342,1794583,20.3,0,0,12372.9521484375,12272.31611920166,12237.66388329798,17650500,0
2001,NAM,5.5,6,7381024791,1823667,20.72,0,0,12372.9521484375,12272.31611920166,12237.66388329798,14737801,0
2002,NAM,5.5,6,7734477065,1851519,21.25,0,0,12372.9521484375,12272.31611920166,12237.66388329798,13465227,0
2003,NAM,5.5,6,8062402982,1879113,21.71,2.000000005,0,12372.9521484375,12272.31611920166,12237.66388329798,23043646,0
2004,NAM,5.5,6,9051623394,1907737,22.09,0,0,12372.9521484375,12272.31611920166,12237.66388329798,28637310,0
2005,NAM,6,6,9280562719,1938316,21.98,0,0,12372.9521484375,12272.31611920166,12237.66388329798,33195128,0
2006,NAM,6,6,9936993189,1971318,21.76,4.999999986,0,12372.9521484375,12272.31611920166,12237.66388329798,72371272,0
2007,NAM,6,6,10471011593,2006516,21.56,7.000000017,0,12372.9521484375,12272.31611920166,12237.66388329798,122740008,0
2008,NAM,6,6,10748473716,2043382,21.48,42.00000023,0,12372.9521484375,12272.31611920166,12237.66388329798,129520480,0
2009,NAM,5.5,7,10780286075,2081039,21.99,91.99999902,0,12372.9521484375,12272.31611920166,12237.66388329798,169603360,0
2010,NAM,5.5,7,11431334447,2118877,22.1,8.000000045,0,12372.9521484375,12272.31611920166,12237.66388329798,146537504,0
2011,NAM,5.5,7,12013342334,2156698,19.33,107.9999999,0,12372.9521484375,12272.31611920166,12237.66388329798,174974176,0
2012,NAM,5,8,12621419531,2194777,16.77,0,0,12372.9521484375,12272.31611920166,12237.66388329798,277972192,0
2013,NAM,6,8,13330076850,2233506,19.03,0,0,12372.9521484375,12272.31611920166,12237.66388329798,307813856,0
2014,NAM,6,8,14142214333,2273426,18.52,0,0,12372.9521484375,12272.31611920166,12237.66388329798,330983136,0
2000,NIC,5,8,6560849205,5069310,7.58,8.999999999,0,13785.5673828125,14135.460799157714,14099.552799202838,38199912,0
2001,NIC,5,8,6755105685,5145367,7.55,15.99999999,0,13785.5673828125,14135.460799157714,14099.552799202838,23962818,0
2002,NIC,5,8,6806035054,5219324,7.6,2.999999971,0,13785.5673828125,14135.460799157714,14099.552799202838,32802016,0
2003,NIC,5,8,6977597019,5292115,7.6,0.999999983,0,13785.5673828125,14135.460799157714,14099.552799202838,50970596,0
2004,NIC,5,8,7348258871,5364930,6.41,0.999999953,0,13785.5673828125,14135.460799157714,14099.552799202838,62290192,0
2005,NIC,5,8,7662940585,5438692,5.37,7.000000021,0,13785.5673828125,14135.460799157714,14099.552799202838,82514000,0
2006,NIC,5,8,7981130644,5513757,5.31,0,0,13785.5673828125,14135.460799157714,14099.552799202838,115491528,0
2007,NIC,5,9,8386238270,5590066,4.89,135.9999815,0,13785.5673828125,14135.460799157714,14099.552799202838,140340976,0
2008,NIC,4.5,9,8674353607,5667436,6.2,30.0000001,0,13785.5673828125,14135.460799157714,14099.552799202838,182622976,0
2009,NIC,5,9,8388790341,5745538,8.16,0.999999993,0,13785.5673828125,14135.460799157714,14099.552799202838,167385520,0
2010,NIC,5,9,8758639096,5824058,7.83,77.00000047,0,13785.5673828125,14135.460799157714,14099.552799202838,251569472,0
2011,NIC,5,9,9311968296,5903035,6.45,18.00000003,0,13785.5673828125,14135.460799157714,14099.552799202838,290448992,0
2012,NIC,5,9,9916943344,5982530,5.21,8.999999992,0,13785.5673828125,14135.460799157714,14099.552799202838,366142336,0
2013,NIC,5,9,10405530542,6062462,5.28,31.99999982,0,13785.5673828125,14135.460799157714,14099.552799202838,403435488,0
2014,NIC,5,9,10903452946,6142734,4.52,14.99999989,0,13785.5673828125,14135.460799157714,14099.552799202838,379827008,0
2000,NPL,4.5,6,10899840167,23941099,1.8,144.000001,1,3160.92529296875,3222.0012503686903,3097.1507711513254,64855736,1
2001,NPL,4.5,6,11423020739,24347113,1.75,144.0000006,1,3160.92529296875,3222.0012503686903,3097.1507711513254,59045676,1
2002,NPL,4,-6,11436744719,24725625,1.73,471.9999932,1,3160.92529296875,3222.0012503686903,3097.1507711513254,37431208,1
2003,NPL,3.5,-6,11887928617,25080880,1.69,238.9999977,1,3160.92529296875,3222.0012503686903,3097.1507711513254,37483288,1
2004,NPL,3,-6,12444593149,25419337,1.63,185.0000005,1,3160.92529296875,3222.0012503686903,3097.1507711513254,40198848,1
2005,NPL,2.5,-6,12877563075,25744500,1.56,69.00000019,1,3160.92529296875,3222.0012503686903,3097.1507711513254,63029768,1
2006,NPL,3.5,6,13310843466,26066687,1.47,156.999999,1,3160.92529296875,3222.0012503686903,3097.1507711513254,49866020,1
2007,NPL,3.5,6,13764950914,26382586,1.38,214.0000012,0,3160.92529296875,3222.0012503686903,3097.1507711513254,122209248,1
2008,NPL,4,6,14605251496,26666581,1.33,114.9999992,0,3160.92529296875,3222.0012503686903,3097.1507711513254,200957360,1
2009,NPL,4,4,15267319043,26883531,1.64,126.9999999,0,3160.92529296875,3222.0012503686903,3097.1507711513254,288700512,1
2010,NPL,2.5,-2,16002656434,27013207,1.88,149.9999992,0,3160.92529296875,3222.0012503686903,3097.1507711513254,521303328,1
2011,NPL,3,0,16550239852,27041220,2.11,140.0000003,0,3160.92529296875,3222.0012503686903,3097.1507711513254,810759168,1
2012,NPL,3.5,-5,17284821172,26989160,2.36,83.00000005,0,3160.92529296875,3222.0012503686903,3097.1507711513254,1370654336,1
2013,NPL,4.5,5,17894137594,26916795,2.63,194.9999988,0,3160.92529296875,3222.0012503686903,3097.1507711513254,1554913664,1
2014,NPL,5,6,18969840605,26905982,2.85,196.0000003,0,3160.92529296875,3222.0012503686903,3097.1507711513254,1526095104,1
2000,PAK,2.5,-6,116754000000,142343583,0.63,0,0,3882.87744140625,4420.175707151794,4314.124945420856,1560659200,0
2001,PAK,2.5,-6,120904000000,145978408,0.63,241.0000001,0,3882.87744140625,4420.175707151794,4314.124945420856,336879200,0
2002,PAK,2.5,-5,123936000000,149549695,0.64,76,0,3882.87744140625,4420.175707151794,4314.124945420856,466819904,0
2003,PAK,2.5,-5,131096000000,153093371,0.64,328.9999998,0,3882.87744140625,4420.175707151794,4314.124945420856,586509312,0
2004,PAK,2.5,-5,140990000000,156664698,0.63,29,1,3882.87744140625,4420.175707151794,4314.124945420856,818822144,1
2005,PAK,2.5,-5,150181000000,160304007,0.61,74055.99885,0,3882.87744140625,4420.175707151794,4314.124945420856,1291802368,1
2006,PAK,2.5,-5,159040000000,164022626,0.58,408.9999991,1,3882.87744140625,4420.175707151794,4314.124945420856,2535263744,1
2007,PAK,2.5,2,166726000000,167808106,0.4,669.0000011,1,3882.87744140625,4420.175707151794,4314.124945420856,3180254208,1
2008,PAK,3.5,5,169563000000,171648984,0.42,248.9999999,1,3882.87744140625,4420.175707151794,4314.124945420856,3585035008,1
2009,PAK,3,-1,174364000000,175525610,0.54,102,1,3882.87744140625,4420.175707151794,4314.124945420856,2422711552,1
2010,PAK,3.5,2,177166000000,179424643,0.65,2186.000015,1,3882.87744140625,4420.175707151794,4314.124945420856,4937496576,1
2011,PAK,3,4,182035000000,183340168,0.8,510.9999997,1,3882.87744140625,4420.175707151794,4314.124945420856,5793183232,1
2012,PAK,3.5,3,188419000000,187280125,1.7,670.9999999,1,3882.87744140625,4420.175707151794,4314.124945420856,6461447168,1
2013,PAK,5,7,196703000000,191260799,2.95,729.9999995,1,3882.87744140625,4420.175707151794,4314.124945420856,7750900224,1
2014,PAK,4.5,5,205898000000,195305012,1.83,271.0000005,1,3882.87744140625,4420.175707151794,4314.124945420856,8856631296,1
2000,PHL,5.5,8,130146000000,77991757,3.71,364.9999974,1,2850.31884765625,2613.129409036255,2431.2413557567834,1288057088,1
2001,PHL,5.5,8,134115000000,79672869,3.7,318.0000045,1,2850.31884765625,2613.129409036255,2431.2413557567834,677302528,1
2002,PHL,5.5,8,139099000000,81365260,3.63,77.99999963,1,2850.31884765625,2613.129409036255,2431.2413557567834,835183040,1
2003,PHL,5.5,8,146174000000,83051970,3.53,200.9999978,1,2850.31884765625,2613.129409036255,2431.2413557567834,1100918400,1
2004,PHL,5.5,8,155777000000,84710544,3.55,227.499998,1,2850.31884765625,2613.129409036255,2431.2413557567834,1452494720,1
2005,PHL,5,8,163476000000,86326251,3.8,22.99999998,1,2850.31884765625,2613.129409036255,2431.2413557567834,1634918528,1
2006,PHL,5,8,172167000000,87888675,4.05,1735.000063,1,2850.31884765625,2613.129409036255,2431.2413557567834,1995749504,1
2007,PHL,4.5,8,183391000000,89405482,3.43,81.99999996,1,2850.31884765625,2613.129409036255,2431.2413557567834,1999702784,1
2008,PHL,4.5,8,191359000000,90901967,3.72,323.9999974,1,2850.31884765625,2613.129409036255,2431.2413557567834,2481077760,1
2009,PHL,4,6,194130000000,92414161,3.86,1144.999974,1,2850.31884765625,2613.129409036255,2431.2413557567834,2606441472,1
2010,PHL,4,6,208369000000,93966784,3.61,41.00000008,1,2850.31884765625,2613.129409036255,2431.2413557567834,3281016320,1
2011,PHL,4,6,216408000000,95570049,3.59,666.0000039,1,2850.31884765625,2613.129409036255,2431.2413557567834,4160005632,1
2012,PHL,4.5,7,231334000000,97212639,3.5,449.0000113,1,2850.31884765625,2613.129409036255,2431.2413557567834,4639898624,1
2013,PHL,3,3,246950000000,98871558,3.5,6437.000377,1,2850.31884765625,2613.129409036255,2431.2413557567834,5652377088,1
2014,PHL,5,8,262626000000,100513137,3.6,64.9999997,1,2850.31884765625,2613.129409036255,2431.2413557567834,6479434240,1
2000,PNG,5.5,4,9608075735,5847590,2.92,2,0,6343.97412109375,5799.643192217254,5749.54247557981,140384640,1
2001,PNG,5.5,4,9596422233,5974627,2.81,0,0,6343.97412109375,5799.643192217254,5749.54247557981,14648190,1
2002,PNG,5.5,4,9581173467,6098621,2.75,41.00000002,0,6343.97412109375,5799.643192217254,5749.54247557981,20002210,1
2003,PNG,5,4,9788519882,6223378,2.66,13,0,6343.97412109375,5799.643192217254,5749.54247557981,41046344,1
2004,PNG,5,4,10054882711,6354247,2.54,0,0,6343.97412109375,5799.643192217254,5749.54247557981,31550634,1
2005,PNG,5,4,10692844499,6494902,2.41,2,0,6343.97412109375,5799.643192217254,5749.54247557981,40226304,1
2006,PNG,5,4,11271321408,6646891,2.25,15.00000001,0,6343.97412109375,5799.643192217254,5749.54247557981,75567520,1
2007,PNG,5,4,12152196505,6808503,2.11,171.9999994,0,6343.97412109375,5799.643192217254,5749.54247557981,117042608,1
2008,PNG,4.5,4,12116170365,6976200,2,10,0,6343.97412109375,5799.643192217254,5749.54247557981,205694208,1
2009,PNG,2.5,-6,12940121017,7144774,2.06,19,0,6343.97412109375,5799.643192217254,5749.54247557981,366976736,1
2010,PNG,4,4,14250755231,7310512,2,0,0,6343.97412109375,5799.643192217254,5749.54247557981,251062096,1
2011,PNG,4,-4,14408588562,7472196,2.62,0,0,6343.97412109375,5799.643192217254,5749.54247557981,310899616,1
2012,PNG,2.5,-4,15079613764,7631003,2.63,65,0,6343.97412109375,5799.643192217254,5749.54247557981,445534656,1
2013,PNG,5,5,15656400897,7788388,2.63,0,0,6343.97412109375,5799.643192217254,5749.54247557981,389224128,1
2014,PNG,3.5,-2,17776867922,7946733,2.59,0,0,6343.97412109375,5799.643192217254,5749.54247557981,425634016,1
2000,PRK,1,-9,198234000000,22929078,2.97,45.99999975,0,809.5382080078125,1123.9359151529789,839.8914007969321,1467497856,1
2001,PRK,1,-9,176489000000,23132982,2.96,124.0000002,0,809.5382080078125,1123.9359151529789,839.8914007969321,436053696,1
2002,PRK,1,-9,217712000000,23339453,2.99,3,0,809.5382080078125,1123.9359151529789,839.8914007969321,342979296,1
2003,PRK,1,-9,200856000000,23542434,2.99,0,0,809.5382080078125,1123.9359151529789,839.8914007969321,423090752,1
2004,PRK,1,-9,239809000000,23732740,2.95,23.99999994,0,809.5382080078125,1123.9359151529789,839.8914007969321,477348768,1
2005,PRK,1,-9,172167000000,23904167,2.9,192.9999965,0,809.5382080078125,1123.9359151529789,839.8914007969321,656252096,1
2006,PRK,1,-9,172758000000,24054866,2.8,278.0000011,0,809.5382080078125,1123.9359151529789,839.8914007969321,736441216,1
2007,PRK,1,-9,191359000000,24188330,2.72,609.9999787,0,809.5382080078125,1123.9359151529789,839.8914007969321,765500800,1
2008,PRK,1,-9,188419000000,24310143,2.69,0,0,809.5382080078125,1123.9359151529789,839.8914007969321,1216612480,1
2009,PRK,1,-9,48073493773,24428340,2.87,0,0,809.5382080078125,1123.9359151529789,839.8914007969321,1335056768,1
2010,PRK,1,-9,192716000000,24548840,2.9,0,0,809.5382080078125,1123.9359151529789,839.8914007969321,1621571712,1
2011,PRK,1,-9,200856000000,24673392,2.9,74.00000026,0,809.5382080078125,1123.9359151529789,839.8914007969321,2172953088,1
2012,PRK,1,-9,205899000000,24800638,2.9,147.0000001,0,809.5382080078125,1123.9359151529789,839.8914007969321,2399520256,1
2013,PRK,1.5,-9,261310000000,24929500,2.91,50.99999947,0,809.5382080078125,1123.9359151529789,839.8914007969321,2556213248,1
2014,PRK,1,-9,231334000000,25057793,2.86,0,0,809.5382080078125,1123.9359151529789,839.8914007969321,2354813696,1
2000,PSE,5,7,6218556724,2922153,10.63,0,0,6925.00615234375,7107.073057964045,7023.035592570982,67305456,0
2001,PSE,4,5,5639569408,2997784,21.49,0,0,6925.00615234375,7107.073057964045,7023.035592570982,23962818,0
2002,PSE,3.5,0,4935232770,3075373,27.47,0,0,6925.00615234375,7107.073057964045,7023.035592570982,192948208,0
2003,PSE,4.5,5,5626948357,3154969,23,0,0,6925.00615234375,7107.073057964045,7023.035592570982,16377537,0
2004,PSE,4,5,6860670261,3236626,23.22,0,0,6925.00615234375,7107.073057964045,7023.035592570982,83378520,0
2005,PSE,3,-3,7635284609,3320396,20.02,0,0,6925.00615234375,7107.073057964045,7023.035592570982,347221888,0
2006,PSE,4,5,7559194714,3406334,19.01,0,0,6925.00615234375,7107.073057964045,7023.035592570982,51274688,0
2007,PSE,4,5,7845558291,3494496,18.28,0,0,6925.00615234375,7107.073057964045,7023.035592570982,522408928,0
2008,PSE,3,-2,8428419115,3591977,22.91,0,0,6925.00615234375,7107.073057964045,7023.035592570982,346805632,0
2009,PSE,4,5,9152714543,3689099,20.45,0,0,6925.00615234375,7107.073057964045,7023.035592570982,656252096,0
2010,PSE,5,6,9681500000,3786161,21.42,0,0,6925.00615234375,7107.073057964045,7023.035592570982,257336528,0
2011,PSE,3.5,-1,10611002274,3882986,17.6,0,0,6925.00615234375,7107.073057964045,7023.035592570982,294741440,0
2012,PSE,3.5,4,11257897418,3979998,19.2,0,0,6925.00615234375,7107.073057964045,7023.035592570982,431681504,0
2013,PSE,4,5,11786857594,4076708,19.89,6.000000028,0,6925.00615234375,7107.073057964045,7023.035592570982,445534656,0
2014,PSE,2,-1,11768250077,4173398,20.53,0,0,6925.00615234375,7107.073057964045,7023.035592570982,138677600,0
2000,ROU,6,8,109952000000,22442971,6.97,15.99999999,0,13360.786458333334,13644.990223207447,13743.586373276436,326285664,0
2001,ROU,6,8,115690000000,22131970,6.56,11.00000002,0,13360.786458333334,13644.990223207447,13743.586373276436,499631936,0
2002,ROU,6,8,122287000000,21730496,8.11,14,0,13360.786458333334,13644.990223207447,13743.586373276436,423776384,0
2003,ROU,6,8,125150000000,21574326,6.95,5.000000008,0,13360.786458333334,13644.990223207447,13743.586373276436,811132672,0
2004,ROU,5.5,9,138201000000,21451748,7.72,14.00000001,0,13360.786458333334,13644.990223207447,13743.586373276436,880501440,0
2005,ROU,6,9,144652000000,21319685,7.17,8.000000004,0,13360.786458333334,13644.990223207447,13743.586373276436,840578432,0
2006,ROU,6,9,156266000000,21193760,7.27,9.000000034,0,13360.786458333334,13644.990223207447,13743.586373276436,1284938880,0
2007,ROU,6,9,167570000000,20882982,6.41,13.00000001,0,13360.786458333334,13644.990223207447,13743.586373276436,1046185344,0
2008,ROU,6,9,183167000000,20537875,5.79,5.999999998,0,13360.786458333334,13644.990223207447,13743.586373276436,2212282368,0
2009,ROU,6,9,173061000000,20367487,6.86,11,0,13360.786458333334,13644.990223207447,13743.586373276436,477348768,0
2010,ROU,4,6,166309000000,20246871,6.96,2.999999987,0,13360.786458333334,13644.990223207447,13743.586373276436,2292497152,0
2011,ROU,5,7,169479000000,20147528,7.18,0,0,13360.786458333334,13644.990223207447,13743.586373276436,1737407488,0
2012,ROU,4,5,172938000000,20058035,6.79,0,0,13360.786458333334,13644.990223207447,13743.586373276436,1707223168,0
2013,ROU,6,9,179459000000,19983693,7.1,4.999999967,0,13360.786458333334,13644.990223207447,13743.586373276436,2423632896,0
2014,ROU,6,9,185935000000,19908979,6.8,5.000000002,0,13360.786458333334,13644.990223207447,13743.586373276436,2474392576,0
2000,RWA,1.5,-4,2784680700,7933688,0.77,0,1,9845.181640625,9884.308272903441,9852.68484289601,13985186,0
2001,RWA,1.5,-4,3020948720,8231150,0.82,12.00000003,1,9845.181640625,9884.308272903441,9852.68484289601,2209072.25,0
2002,RWA,2,-4,3419474470,8427061,0.89,113.9999996,1,9845.181640625,9884.308272903441,9852.68484289601,2834496.75,0
2003,RWA,2.5,-3,3494783797,8557160,0.92,0,0,9845.181640625,9884.308272903441,9852.68484289601,2453011.5,0
2004,RWA,2.5,-3,3755064100,8680516,0.93,0,0,9845.181640625,9884.308272903441,9852.68484289601,3082306.75,0
2005,RWA,2.5,-3,4107210234,8840220,0.93,0,0,9845.181640625,9884.308272903441,9852.68484289601,7449337.5,0
2006,RWA,2.5,-3,4486185721,9043342,0.9,24.00000008,0,9845.181640625,9884.308272903441,9852.68484289601,7416750,0
2007,RWA,2.5,-3,4828628893,9273759,0.88,29.99999997,0,9845.181640625,9884.308272903441,9852.68484289601,19128524,0
2008,RWA,2.5,-3,5367563908,9524532,0.88,35.99999993,0,9845.181640625,9884.308272903441,9852.68484289601,52153552,0
2009,RWA,2.5,-5,5702943253,9782770,1.02,0,1,9845.181640625,9884.308272903441,9852.68484289601,40931132,0
2010,RWA,2.5,-3,6121234529,10039338,1.07,21.00000006,1,9845.181640625,9884.308272903441,9852.68484289601,35867568,0
2011,RWA,2,0,6608387228,10293333,1.1,14.00000002,1,9845.181640625,9884.308272903441,9852.68484289601,45084508,0
2012,RWA,2.5,-3,7179451021,10549668,1.14,5.000000003,1,9845.181640625,9884.308272903441,9852.68484289601,62459392,0
2013,RWA,2.5,-2,7518310642,10811538,1.18,0,0,9845.181640625,9884.308272903441,9852.68484289601,94335280,0
2014,RWA,2.5,0,7981977392,11083629,1.17,0,0,9845.181640625,9884.308272903441,9852.68484289601,77019440,0
2000,SDN,1,-7,34053062528,27275019,15.45,0,1,8402.046875,8611.825976777649,8568.908733861224,136820112,0
2001,SDN,1,-7,36266634327,27971077,15.41,3,1,8402.046875,8611.825976777649,8568.908733861224,173183744,0
2002,SDN,1,-6,38597590250,28704786,15.48,33.00000005,1,8402.046875,8611.825976777649,8568.908733861224,287925408,0
2003,SDN,1,-6,41582956268,29460517,15.48,19.99999996,1,8402.046875,8611.825976777649,8568.908733861224,236418480,0
2004,SDN,1,-6,43197750241,30214189,15.4,0,1,8402.046875,8611.825976777649,8568.908733861224,289248736,0
2005,SDN,1,-4,46433148617,30949514,15.28,5.000000001,1,8402.046875,8611.825976777649,8568.908733861224,760641664,0
2006,SDN,1,-4,51106323709,31661824,15.07,26.99999991,1,8402.046875,8611.825976777649,8568.908733861224,912748416,0
2007,SDN,1,-4,56994748348,32360619,14.88,149.9999996,1,8402.046875,8611.825976777649,8568.908733861224,1217549568,0
2008,SDN,1,-4,61441457716,33060844,14.8,0,1,8402.046875,8611.825976777649,8568.908733861224,1006707008,0
2009,SDN,1.5,-4,63433296122,33783779,13,20.00000004,1,8402.046875,8611.825976777649,8568.908733861224,1094677248,0
2010,SDN,1,-4,65633998265,34545014,15.17,36.00000002,1,8402.046875,8611.825976777649,8568.908733861224,1265448576,0
2011,SDN,1.5,-3,65622965329,35349676,17.44,19.99999998,1,8402.046875,8611.825976777649,8568.908733861224,1242302720,0
2012,SDN,1.5,-3,66074572472,36193781,17.45,35.00000009,1,8402.046875,8611.825976777649,8568.908733861224,1380099456,0
2013,SDN,1.5,-3,70565577554,37072555,17.47,75.99999959,1,8402.046875,8611.825976777649,8568.908733861224,1532864384,0
2014,SDN,1,-4,75535597230,37977657,17.36,38.99999977,1,8402.046875,8611.825976777649,8568.908733861224,1172080256,0
2000,SGP,3,-2,136347000000,4027887,3.7,0,0,4484.6572265625,4097.428653458023,3971.182457854183,5917627392,0
2001,SGP,3,-2,134889000000,4138012,3.76,0,0,4484.6572265625,4097.428653458023,3971.182457854183,4998285824,0
2002,SGP,3.5,-2,140170000000,4175950,5.65,0,0,4484.6572265625,4097.428653458023,3971.182457854183,5917627392,0
2003,SGP,3.5,-2,146528000000,4114826,5.93,0,0,4484.6572265625,4097.428653458023,3971.182457854183,6781657600,1
2004,SGP,3.5,-2,160916000000,4166664,5.84,0,0,4484.6572265625,4097.428653458023,3971.182457854183,8854014976,1
2005,SGP,3.5,-2,172758000000,4265762,5.59,0,0,4484.6572265625,4097.428653458023,3971.182457854183,11289259008,1
2006,SGP,3.5,-2,188315000000,4401365,4.48,0,0,4484.6572265625,4097.428653458023,3971.182457854183,14806107136,1
2007,SGP,3.5,-2,205305000000,4588599,3.9,0,0,4484.6572265625,4097.428653458023,3971.182457854183,15937580032,1
2008,SGP,3.5,-2,209141000000,4839396,3.96,0,0,4484.6572265625,4097.428653458023,3971.182457854183,18337691648,1
2009,SGP,3.5,-3,209394000000,4987573,5.86,0,0,4484.6572265625,4097.428653458023,3971.182457854183,16666978304,1
2010,SGP,3.5,-1,239809000000,5076732,4.12,0,0,4484.6572265625,4097.428653458023,3971.182457854183,21787734016,1
2011,SGP,3.5,-2,255008000000,5183688,3.89,0,0,4484.6572265625,4097.428653458023,3971.182457854183,23729840128,1
2012,SGP,3.5,5,266386000000,5312437,3.72,0,0,4484.6572265625,4097.428653458023,3971.182457854183,24810186752,1
2013,SGP,3.5,-3,279272000000,5399162,3.86,0,0,4484.6572265625,4097.428653458023,3971.182457854183,27943847936,1
2014,SGP,2,-5,290269000000,5469724,3.74,0,0,4484.6572265625,4097.428653458023,3971.182457854183,26967349248,1
2000,SLE,3.5,0,1385751986,4584570,3.44,0,1,12570.8037109375,12798.737337236023,12784.731547878475,27005592,0
2001,SLE,3.5,2,1297819716,4754069,3.43,0,1,12570.8037109375,12798.737337236023,12784.731547878475,9164097,0
2002,SLE,4,5,1640668859,4965770,3.45,0,0,12570.8037109375,12798.737337236023,12784.731547878475,10576151,0
2003,SLE,4.5,5,1793466334,5201074,3.45,0,0,12570.8037109375,12798.737337236023,12784.731547878475,11187107,0
2004,SLE,4.5,5,1911798254,5433995,3.42,10.00000001,0,12570.8037109375,12798.737337236023,12784.731547878475,16965662,0
2005,SLE,4.5,5,1997926595,5645629,3.5,19.99999996,0,12570.8037109375,12798.737337236023,12784.731547878475,18610942,0
2006,SLE,4.5,5,2082317301,5829240,3.54,0,0,12570.8037109375,12798.737337236023,12784.731547878475,23303038,0
2007,SLE,5,7,2250113452,5989641,3.58,0,0,12570.8037109375,12798.737337236023,12784.731547878475,32146586,0
2008,SLE,5,7,2371580994,6133599,3.67,0,0,12570.8037109375,12798.737337236023,12784.731547878475,46946928,0
2009,SLE,5,6,2447188210,6272735,3.99,102.9999996,0,12570.8037109375,12798.737337236023,12784.731547878475,38800796,0
2010,SLE,4.5,6,2578026297,6415636,4.16,15.99999994,0,12570.8037109375,12798.737337236023,12784.731547878475,69939992,0
2011,SLE,4.5,5,2740829819,6563238,4.29,21.00000003,0,12570.8037109375,12798.737337236023,12784.731547878475,155341824,0
