year,recipient_iso3,pmm_fh,pmm_polity,gdp,pop,unemp,disaster,civilwar,dist,distw,distwces,trade,atopally
2011,VEN,4.5,4,409614000000,28887873,6.9,29.00000003,0,14402.4990234375,14879.164062194825,14849.35000909382,2844229120,0
2012,VEN,4.5,6,432658000000,29360827,6.6,21.99999948,0,14402.4990234375,14879.164062194825,14849.35000909382,4829256192,0
2013,VEN,4,6,438469000000,29781046,7.54,12.00000007,0,14402.4990234375,14879.164062194825,14849.35000909382,5373594112,0
2014,VEN,5,7,421394000000,30042973,7.48,0,0,14402.4990234375,14879.164062194825,14849.35000909382,4188560128,0
2000,WSM,6,6,498174444.5,174454,4.64,0,0,8268.3193359375,9289.921178269195,9270.261573282758,217010.2188,1
2001,WSM,6,6,532746564.3,175394,4.96,0,0,8268.3193359375,9289.921178269195,9270.261573282758,1661198,1
2002,WSM,6,7,555889054.3,176410,5.07,0,0,8268.3193359375,9289.921178269195,9270.261573282758,2048441.25,1
2003,WSM,6,6,580990127,177481,5.15,0,0,8268.3193359375,9289.921178269195,9270.261573282758,1908646.5,1
2004,WSM,6,6,607860924.9,178597,5.19,1,0,8268.3193359375,9289.921178269195,9270.261573282758,3535166.5,1
2005,WSM,6,7,633126600.6,179722,5.2,8.999999877,0,8268.3193359375,9289.921178269195,9270.261573282758,16257665,1
2006,WSM,6,6,645591649.9,180874,5.17,0,0,8268.3193359375,9289.921178269195,9270.261573282758,7743766,1
2007,WSM,6,7,686410116.9,182045,5.15,0,0,8268.3193359375,9289.921178269195,9270.261573282758,6351802.5,1
2008,WSM,6,6,693336597.3,183270,5.18,0,0,8268.3193359375,9289.921178269195,9270.261573282758,17650500,1
2009,WSM,6,6,659999075,184553,5.48,147.9999836,0,8268.3193359375,9289.921178269195,9270.261573282758,26292746,1
2010,WSM,6,7,663161517.9,185944,5.6,0,0,8268.3193359375,9289.921178269195,9270.261573282758,49869672,1
2011,WSM,6,6,690837857.3,187469,5.68,0,0,8268.3193359375,9289.921178269195,9270.261573282758,25967636,1
2012,WSM,6,6,662591405.6,189089,8.75,11.99999994,0,8268.3193359375,9289.921178269195,9270.261573282758,49960260,1
2013,WSM,6,7,659816178.6,190712,8.79,0,0,8268.3193359375,9289.921178269195,9270.261573282758,38309744,1
2014,WSM,6,7,660332454,192220,8.72,0,0,8268.3193359375,9289.921178269195,9270.261573282758,37346952,1
2000,BRA,5,8,1538710000000,174790339,9.9,87.0000237,0,17614.3046875,17235.77801039276,17182.305139501525,1696603520,0
2001,BRA,5,8,1560090000000,177196051,9.61,125.9999976,0,17614.3046875,17235.77801039276,17182.305139501525,1014821440,0
2002,BRA,5.5,8,1607730000000,179537523,9.37,106.9999946,0,17614.3046875,17235.77801039276,17182.305139501525,1140617728,0
2003,BRA,5.5,8,1626070000000,181809244,9.99,258.4999984,0,17614.3046875,17235.77801039276,17182.305139501525,1446903808,0
2004,BRA,5.5,8,1719730000000,184006479,9.11,172.6525584,0,17614.3046875,17235.77801039276,17182.305139501525,2228900608,0
2005,BRA,6,8,1774800000000,186127108,9.57,89.99999963,0,17614.3046875,17235.77801039276,17182.305139501525,3238712576,0
2006,BRA,6,8,1845120000000,188167353,8.64,89.99999993,0,17614.3046875,17235.77801039276,17182.305139501525,4776163840,0
2007,BRA,6,8,1957110000000,190130445,8.33,139.9999994,0,17614.3046875,17235.77801039276,17182.305139501525,6936585728,0
2008,BRA,6,8,2056810000000,192030362,7.34,352.0000245,0,17614.3046875,17235.77801039276,17182.305139501525,11990751232,0
2009,BRA,6,9,2054220000000,193886505,8.52,167.0000007,0,17614.3046875,17235.77801039276,17182.305139501525,11217341440,0
2010,BRA,6,9,2208870000000,195713637,7.73,709.0000149,0,17614.3046875,17235.77801039276,17182.305139501525,18215565312,0
2011,BRA,6,9,2296660000000,197514541,6.92,3631.997548,0,17614.3046875,17235.77801039276,17182.305139501525,22509893632,0
2012,BRA,6,9,2340780000000,199287292,7.19,77.50000123,0,17614.3046875,17235.77801039276,17182.305139501525,23847321600,0
2013,BRA,6,9,2411120000000,201035904,6.98,182.829142,0,17614.3046875,17235.77801039276,17182.305139501525,26246400000,0
2014,BRA,6,9,2423270000000,202763744,6.66,107.0000007,0,17614.3046875,17235.77801039276,17182.305139501525,24962326528,0
2000,COL,4,7,192716000000,39629965,20.52,212.0000011,1,14937.4755859375,15206.8340045166,15170.71614199722,646759040,0
2001,COL,4,7,195949000000,40255956,15.04,96.99999979,1,14937.4755859375,15206.8340045166,15170.71614199722,330243168,0
2002,COL,4,7,200856000000,40875363,15.63,133.9999992,1,14937.4755859375,15206.8340045166,15170.71614199722,344189664,0
2003,COL,4,7,208726000000,41483872,14.19,154.9999976,1,14937.4755859375,15206.8340045166,15170.71614199722,413041312,0
2004,COL,4,7,219857000000,42075953,13.72,61.00000001,1,14937.4755859375,15206.8340045166,15170.71614199722,574838080,0
2005,COL,5,7,230474000000,42647731,11.87,135.0000015,1,14937.4755859375,15206.8340045166,15170.71614199722,886415232,0
2006,COL,5,7,245954000000,43200901,11.53,262.0000048,1,14937.4755859375,15206.8340045166,15170.71614199722,1173078656,0
2007,COL,5,7,262527000000,43737512,11.2,312.0000016,1,14937.4755859375,15206.8340045166,15170.71614199722,1634129536,0
2008,COL,4.5,7,271147000000,44254972,11.27,147,1,14937.4755859375,15206.8340045166,15170.71614199722,2474392576,0
2009,COL,5.5,9,274237000000,44750054,12.07,139.0000002,1,14937.4755859375,15206.8340045166,15170.71614199722,2384838400,0
2010,COL,5,7,286563000000,45222699,10.98,354.0000032,1,14937.4755859375,15206.8340045166,15170.71614199722,3544884224,0
2011,COL,4.5,7,306473000000,45662747,10.11,692.0000096,1,14937.4755859375,15206.8340045166,15170.71614199722,5103250944,0
2012,COL,3,6,318464000000,46075721,9.74,173,1,14937.4755859375,15206.8340045166,15170.71614199722,6054898688,0
2013,COL,5,7,334814000000,46495492,9.05,102.0000018,1,14937.4755859375,15206.8340045166,15170.71614199722,6628679168,0
2014,COL,5,7,349878000000,46967706,8.57,122.9999975,1,14937.4755859375,15206.8340045166,15170.71614199722,7165379072,0
2000,GRD,6.5,7,646274551.8,102837,12.71,0,0,14245.0439453125,14672.460163952635,14645.668781205562,133849.0625,0
2001,GRD,6.5,6,633194600.9,103242,12.94,0,0,14245.0439453125,14672.460163952635,14645.668781205562,192558.3594,0
2002,GRD,6.5,6,654959547.9,103636,13.04,0,0,14245.0439453125,14672.460163952635,14645.668781205562,224587.25,0
2003,GRD,6.5,8,716944745.5,104003,12.94,0,0,14245.0439453125,14672.460163952635,14645.668781205562,260729.3281,0
2004,GRD,6.5,7,712302884.5,104346,12.93,17.99991585,0,14245.0439453125,14672.460163952635,14645.668781205562,471346.25,0
2005,GRD,6.5,8,806869556.9,104658,11.49,0.999997404,0,14245.0439453125,14672.460163952635,14645.668781205562,1648619,0
2006,GRD,6.5,8,774632469.6,104938,11.97,0,0,14245.0439453125,14672.460163952635,14645.668781205562,2448137.25,0
2007,GRD,6.5,8,822066708.9,105183,12.44,0,0,14245.0439453125,14672.460163952635,14645.668781205562,1644299.875,0
2008,GRD,6.5,8,829856141.3,105457,12.5,0,0,14245.0439453125,14672.460163952635,14645.668781205562,2209753,0
2009,GRD,6.5,8,774975419.9,105787,12.27,0,0,14245.0439453125,14672.460163952635,14645.668781205562,2790550.25,0
2010,GRD,6.5,8,771013259.3,106227,11.51,0,0,14245.0439453125,14672.460163952635,14645.668781205562,3638388.5,0
2011,GRD,7,8,776911332,106786,11.42,0,0,14245.0439453125,14672.460163952635,14645.668781205562,4059076,0
2012,GRD,7,7,767936889.4,107452,15.87,0,0,14245.0439453125,14672.460163952635,14645.668781205562,13832393,0
2013,GRD,6.5,8,785994301.6,108172,16.18,0,0,14245.0439453125,14672.460163952635,14645.668781205562,5460786,0
2014,GRD,6.5,8,843718324.6,108900,13.04,0,0,14245.0439453125,14672.460163952635,14645.668781205562,10102235,0
2000,MDV,2.5,-4,1619839034,279396,1.97,0,0,5862.359375,5747.519881565094,5663.689862363206,63093788,1
2001,MDV,2.5,-3,1555958505,286309,2.66,0,0,5862.359375,5747.519881565094,5663.689862363206,1079091,1
2002,MDV,2.5,-2,1669051580,294185,3.48,0,0,5862.359375,5747.519881565094,5663.689862363206,1807660.5,1
2003,MDV,2.5,-1,1898547004,302681,4.39,0,0,5862.359375,5747.519881565094,5663.689862363206,1768439.375,1
2004,MDV,2.5,-1,2013100661,311265,5.36,101.9998977,0,5862.359375,5747.519881565094,5663.689862363206,4355927.5,1
2005,MDV,2.5,4,1748799599,319604,6.38,0,0,5862.359375,5747.519881565094,5663.689862363206,8804478,1
2006,MDV,2.5,-1,2205437293,327489,7.39,0,0,5862.359375,5747.519881565094,5663.689862363206,9210855,1
2007,MDV,2.5,-1,2375561799,335172,8.47,0,0,5862.359375,5747.519881565094,5663.689862363206,13641477,1
2008,MDV,4,4,2600891738,343448,9.71,0,0,5862.359375,5747.519881565094,5663.689862363206,18683274,1
2009,MDV,2.5,-2,2412877397,353391,11.7,0,0,5862.359375,5747.519881565094,5663.689862363206,28750718,1
2010,MDV,2.5,-4,2588176055,365730,10.28,0,0,5862.359375,5747.519881565094,5663.689862363206,45175228,1
2011,MDV,3,5,2809898201,380493,8.86,0,0,5862.359375,5747.519881565094,5663.689862363206,66679476,1
2012,MDV,3.5,6,2880634127,397231,7.57,0,0,5862.359375,5747.519881565094,5663.689862363206,53461012,1
2013,MDV,2.5,-2,3090375229,415592,6.37,0,0,5862.359375,5747.519881565094,5663.689862363206,68515368,1
2014,MDV,3.5,4,3316888181,435018,5.21,0,0,5862.359375,5747.519881565094,5663.689862363206,69551656,1
2000,MRT,2.5,-6,3876089575,2630217,9.98,0,0,11903.5888671875,12153.076507095337,12135.831958343657,17322242,0
2001,MRT,3,-6,3845100478,2702405,9.96,0,0,11903.5888671875,12153.076507095337,12135.831958343657,22824280,0
2002,MRT,3,-6,3898219925,2778097,10,25.00000055,0,11903.5888671875,12153.076507095337,12135.831958343657,38160752,0
2003,MRT,2.5,-6,4168299109,2857150,10,8.999999951,0,11903.5888671875,12153.076507095337,12135.831958343657,38055028,0
2004,MRT,2.5,-6,4365574615,2939246,9.94,0,0,11903.5888671875,12153.076507095337,12135.831958343657,38653924,0
2005,MRT,3,-5,4739542277,3024198,9.86,0,0,11903.5888671875,12153.076507095337,12135.831958343657,44953148,0
2006,MRT,3.5,-3,5608451983,3111908,9.7,6.999999978,0,11903.5888671875,12153.076507095337,12135.831958343657,65289640,0
2007,MRT,4,4,5497997853,3202512,9.57,3.000000007,0,11903.5888671875,12153.076507095337,12135.831958343657,75396608,0
2008,MRT,2.5,-5,5479795126,3296237,9.51,0,0,11903.5888671875,12153.076507095337,12135.831958343657,110506144,0
2009,MRT,3.5,-2,5485158523,3393408,9.81,1,0,11903.5888671875,12153.076507095337,12135.831958343657,170774848,0
2010,MRT,3.5,-3,5628882266,3494200,9.86,0,1,11903.5888671875,12153.076507095337,12135.831958343657,202827840,0
2011,MRT,3,-4,5863763325,3598646,9.86,0,1,11903.5888671875,12153.076507095337,12135.831958343657,265368528,0
2012,MRT,4,6,6125874318,3706555,9.87,0,0,11903.5888671875,12153.076507095337,12135.831958343657,318343520,0
2013,MRT,5,8,6380147917,3817497,10.04,8.000000048,0,11903.5888671875,12153.076507095337,12135.831958343657,420169024,0
2014,MRT,4,6,6652887965,3930894,10.12,0,0,11903.5888671875,12153.076507095337,12135.831958343657,505774144,0
2000,SEN,4.5,8,11558897217,9797731,5.64,0,1,12312.8837890625,12601.470322528075,12587.002894980664,25179936,0
2001,SEN,4.5,8,12057184107,10036102,5.62,0,1,12312.8837890625,12601.470322528075,12587.002894980664,29325138,0
2002,SEN,5.5,8,12065466980,10283694,5.65,28.00000001,0,12312.8837890625,12601.470322528075,12587.002894980664,29931088,0
2003,SEN,5.5,8,12740403284,10541470,6.7,7.999999986,1,12312.8837890625,12601.470322528075,12587.002894980664,38579060,0
