year,recipient_iso3,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2005,TZA,-1,0.711,64229267614.3385,38450323,6954885516694.85,1303720000,2.999999999,0,9422.7451171875,9532.64937095108,9488.897416933309,170717677,303581718,0,0.2688152,0.8979592,-935520591.7,Sub-Saharan Africa
2006,TZA,-1,0.725,68424865572.2764,39548666,7839613419837.17,1311020000,0,0,9422.7451171875,9532.64937095108,9488.897416933309,152678108,382773080,0,0.7607132,0.8787879,-403038991.4,Sub-Saharan Africa
2007,TZA,-1,0.726,73056226685.3248,40681416,8955257903305.3,1317885000,0,0,9422.7451171875,9532.64937095108,9488.897416933309,203599842,602968612,0,0.2008009,0.9318182,-581511807,Sub-Saharan Africa
2008,TZA,-1,0.728,77210508276.6666,41853944,9819501089971.55,1324655000,72.99999941,0,9422.7451171875,9532.64937095108,9488.897416933309,131588471,950438907,0,0.2305102,0.8793103,-1383260000,Sub-Saharan Africa
2009,TZA,-1,0.725,81278811220.217,43073830,10742409055886.5,1331260000,28.99999993,0,9422.7451171875,9532.64937095108,9488.897416933309,195968354,914052483,0,0.2570822,0.9294872,-952630000,Sub-Saharan Africa
2010,TZA,-1,0.724,86429062134.7592,44346532,11884957832311.2,1337705000,9.000000005,0,9422.7451171875,9532.64937095108,9488.897416933309,406945183,1253126610,0,0.3249396,0.9320988,-1813200000,Sub-Saharan Africa
2011,TZA,-1,0.732,93060034122.7453,45673520,13020070209403.8,1345035000,36.99999991,0,9422.7451171875,9532.64937095108,9488.897416933309,489896901,1653631731,0,0.1829128,0.8414634,-1229361018,Sub-Saharan Africa
2012,TZA,-1,0.733,97247878561.0909,47053033,14043934216102.1,1354190000,9.999999998,0,9422.7451171875,9532.64937095108,9488.897416933309,379281002,2089721998,0,0.2317122,0.8882353,-1799646137,Sub-Saharan Africa
2013,TZA,-1,0.729,103842826690.531,48483132,15134607226924.2,1363240000,0,0,9422.7451171875,9532.64937095108,9488.897416933309,552548245,3140702390,0,0.2028656,0.9444444,-2087261310,Sub-Saharan Africa
2014,TZA,-1,0.729,110834005400.461,49960563,16258467389928.8,1371860000,31.00000005,0,9422.7451171875,9532.64937095108,9488.897416933309,435101902,3843566338,0,0.0647414,0.9285714,-1416088065,Sub-Saharan Africa
2015,TZA,3,0.716,117662077028.613,51482638,17403279549482.5,1379860000,58.99999988,0,9422.7451171875,9532.64937095108,9488.897416933309,377844200,4278864540,0,0.6362448,0.8732394,-1506024896,Sub-Saharan Africa
2016,TZA,3,0.667,125742068577.319,53049231,18595188781703.6,1387790000,33.00000007,0,9422.7451171875,9532.64937095108,9488.897416933309,315826807,3566861307,0,0.418704,0.840708,-864040000,Sub-Saharan Africa
2017,TZA,3,0.657,134274523119.768,54660345,19887033884256.7,1396215000,6.999999996,0,9422.7451171875,9532.64937095108,9488.897416933309,335859050,3119554166,0,0.3981748,0.8185841,-937700000,Sub-Saharan Africa
2002,UGA,-4,0.532,34107683508.3046,25167261,5152785033972.09,1280400000,17.00000005,1,9468.47265625,9484.369143152619,9450.69632218501,5602695,28059393,0,0.2080704,0.8762887,-184648059.2,Sub-Saharan Africa
2003,UGA,-4,0.526,36315562088.6365,25980547,5670023166308.18,1288400000,25.00000001,1,9468.47265625,9484.369143152619,9450.69632218501,3503326,51388917,0,0.5649539,0.8402778,-202192593.6,Sub-Saharan Africa
2004,UGA,-4,0.539,38787647140.3036,26821300,6243467841396.09,1296075000,0,1,9468.47265625,9484.369143152619,9450.69632218501,11641231,76427060,0,0.5718229,0.845679,-295416479.8,Sub-Saharan Africa
2005,UGA,-1,0.562,41243900152.5124,27684590,6954885516694.85,1303720000,0,1,9468.47265625,9484.369143152619,9450.69632218501,20001905,79366340,0,0.6834574,0.8103448,-379808340.7,Sub-Saharan Africa
2006,UGA,-1,0.613,45691949358.9006,28571475,7839613419837.17,1311020000,3,1,9468.47265625,9484.369143152619,9450.69632218501,17784982,137801795,0,0.876979,0.8231707,-644262499.9,Sub-Saharan Africa
2007,UGA,-1,0.616,49535750770.8902,29486335,8955257903305.3,1317885000,33.00000004,1,9468.47265625,9484.369143152619,9450.69632218501,19898324,202945426,0,0.0010662,0.9568966,-792305780.9,Sub-Saharan Africa
2008,UGA,-1,0.616,53849696407.9886,30431734,9819501089971.55,1324655000,48.9999995,1,9468.47265625,9484.369143152619,9450.69632218501,17060339,230100406,0,0.0806629,0.9101124,-728860900.7,Sub-Saharan Africa
2009,UGA,-1,0.614,57512292851.0176,31411096,10742409055886.5,1331260000,0,1,9468.47265625,9484.369143152619,9450.69632218501,20103286,231172136,0,0.3300088,0.9354839,-812720321.7,Sub-Saharan Africa
2010,UGA,-1,0.612,60754612566.0975,32428164,11884957832311.2,1337705000,388.0000192,1,9468.47265625,9484.369143152619,9450.69632218501,26567283,257526058,0,0.0586926,0.9651163,-506658423.5,Sub-Saharan Africa
2011,UGA,-1,0.616,66460476474.2973,33476772,13020070209403.8,1345035000,50.00000052,1,9468.47265625,9484.369143152619,9450.69632218501,40249339,359381703,0,0.0536553,0.8855422,-906140427.6,Sub-Saharan Africa
2012,UGA,-1,0.613,69010867754.4785,34558700,14043934216102.1,1354190000,17.99999998,0,9468.47265625,9484.369143152619,9450.69632218501,42874601,495142823,0,0.1842616,0.9,-1159051460,Sub-Saharan Africa
2013,UGA,-1,0.602,71486222590.7661,35694519,15134607226924.2,1363240000,13,1,9468.47265625,9484.369143152619,9450.69632218501,71925435,452212523,0,0.5475404,0.9285714,-1051622922,Sub-Saharan Africa
2014,UGA,-1,0.594,75136528810.8443,36911530,16258467389928.8,1371860000,0,1,9468.47265625,9484.369143152619,9450.69632218501,111569259,486568959,0,0.1085318,0.9214286,-1031546243,Sub-Saharan Africa
2015,UGA,-1,0.589,79034506631.0686,38225447,17403279549482.5,1379860000,0,0,9468.47265625,9484.369143152619,9450.69632218501,85583492,553400101,0,0.7710686,0.859375,-737369521.1,Sub-Saharan Africa
2016,UGA,-1,0.571,82813146623.4566,39649173,18595188781703.6,1387790000,19.00000004,0,9468.47265625,9484.369143152619,9450.69632218501,37617419,823682295,0,0.7114471,0.8010204,-625558964.2,Sub-Saharan Africa
2017,UGA,-1,0.581,85406362066.3514,41166588,19887033884256.7,1396215000,16.99999998,0,9468.47265625,9484.369143152619,9450.69632218501,33412539,777367201,0,0.7419678,0.8275862,-802400008.8,Sub-Saharan Africa
2002,VNM,-7,0.299,329245526227.64,81534406,5152785033972.09,1280400000,147.0000014,0,2330.799072265625,2664.699430728531,2345.9543518905402,1115891744,2148380455,0,0.8565645,0.9642857,-1400000000,East Asia & Pacific
2003,VNM,-7,0.296,351960384125.791,82301650,5670023166308.18,1288400000,128,0,2330.799072265625,2664.699430728531,2345.9543518905402,1456708094,3182739191,1,0.5654579,0.9814815,-1450000000,East Asia & Pacific
2004,VNM,-7,0.296,378485563864.469,83062819,6243467841396.09,1296075000,133.0000005,0,2330.799072265625,2664.699430728531,2345.9543518905402,2481988662,4260028135,1,0.6928979,0.9864865,-1610000000,East Asia & Pacific
2005,VNM,-7,0.297,407050806981.101,83832662,6954885516694.85,1303720000,232.9999982,0,2330.799072265625,2664.699430728531,2345.9543518905402,2552837945,5643899032,1,0.6641612,0.9675325,-1889000000,East Asia & Pacific
2006,VNM,-7,0.298,435454628353.447,84617545,7839613419837.17,1311020000,561.9999925,0,2330.799072265625,2664.699430728531,2345.9543518905402,2486076300,7463355015,1,0.5578883,0.9793814,-2315000000,East Asia & Pacific
2007,VNM,-7,0.299,466500385607.536,85419588,8955257903305.3,1317885000,326.0000041,0,2330.799072265625,2664.699430728531,2345.9543518905402,3226280825,11894983627,1,0.6153616,0.9602273,-6516000000,East Asia & Pacific
2008,VNM,-7,0.301,492912570125.181,86243424,9819501089971.55,1324655000,198.4999988,0,2330.799072265625,2664.699430728531,2345.9543518905402,4336317470,15122132632,1,0.6516396,0.9625,-9279000000,East Asia & Pacific
2009,VNM,-7,0.301,519519485635.97,87092250,10742409055886.5,1331260000,360.5000016,0,2330.799072265625,2664.699430728531,2345.9543518905402,4746739792,16300914499,1,0.6545805,0.9662162,-6900000000,East Asia & Pacific
2010,VNM,-7,0.301,552889459783.001,87967655,11884957832311.2,1337705000,211.0000001,0,2330.799072265625,2664.699430728531,2345.9543518905402,6984262461,23101555926,1,0.4440467,0.939759,-7100000000,East Asia & Pacific
2011,VNM,-7,0.417,588329674155.091,88871384,13020070209403.8,1345035000,138.000001,0,2330.799072265625,2664.699430728531,2345.9543518905402,11116531136,29091568152,1,0.4817864,0.9294118,-6480000000,East Asia & Pacific
2012,VNM,-7,0.42,620687806233.621,89801926,14043934216102.1,1354190000,44.99999999,0,2330.799072265625,2664.699430728531,2345.9543518905402,16229125413,34212586980,1,0.274795,0.9096386,-7168000000,East Asia & Pacific
2013,VNM,-7,0.422,655135979479.597,90752593,15134607226924.2,1363240000,219.999999,0,2330.799072265625,2664.699430728531,2345.9543518905402,16891892668,48586298201,1,0.5899344,0.9354839,-6944000000,East Asia & Pacific
2014,VNM,-7,0.422,697195709362.168,91713850,16258467389928.8,1371860000,11,0,2330.799072265625,2664.699430728531,2345.9543518905402,19906397835,63730014143,1,0.2538292,0.9342105,-8050000000,East Asia & Pacific
2015,VNM,-7,0.422,745929689446.586,92677082,17403279549482.5,1379860000,41.00000002,0,2330.799072265625,2664.699430728531,2345.9543518905402,29831745312,66017019778,1,0.8290326,0.8913043,-10700000000,East Asia & Pacific
2016,VNM,-7,0.429,795832385670.58,93640435,18595188781703.6,1387790000,143.0000003,0,2330.799072265625,2664.699430728531,2345.9543518905402,37171603826,61094096781,1,0.6480351,0.81,-11600000000,East Asia & Pacific
2017,VNM,-7,0.434,851063153236.112,94600643,19887033884256.7,1396215000,196.9999987,0,2330.799072265625,2664.699430728531,2345.9543518905402,50374616976,71617248156,0,0.6035306,0.8135593,-13620000000,East Asia & Pacific
2002,VUT,NA,0.818,519645945.118535,193927,5152785033972.09,1280400000,0,0,8369.765625,7975.082192580414,7950.646829796174,264251,1406408,0,0.9255762,0.695122,-13594329.04,East Asia & Pacific
2003,VUT,NA,0.819,541930104.666884,198960,5670023166308.18,1288400000,0,0,8369.765625,7975.082192580414,7950.646829796174,196326,2885211,0,0.8504212,0.8888889,-17337620.92,East Asia & Pacific
2004,VUT,NA,0.819,563538986.653162,204123,6243467841396.09,1296075000,0,0,8369.765625,7975.082192580414,7950.646829796174,264427,7227980,0,1.167289,0.7704918,-19079988.5,East Asia & Pacific
2005,VUT,NA,0.819,593436569.69545,209282,6954885516694.85,1303720000,0,0,8369.765625,7975.082192580414,7950.646829796174,474730,7798112,0,1.023255,0.7923077,-12482591.3,East Asia & Pacific
2006,VUT,NA,0.819,643671924.018941,214379,7839613419837.17,1311020000,0,0,8369.765625,7975.082192580414,7950.646829796174,1051630,18323867,0,1.246275,0.7606383,-42715316.3,East Asia & Pacific
2007,VUT,NA,0.819,662155992.188576,219464,8955257903305.3,1317885000,0,0,8369.765625,7975.082192580414,7950.646829796174,402248,21289047,0,0.9652694,0.7,-33521395.03,East Asia & Pacific
2008,VUT,NA,0.835,699256535.892956,224700,9819501089971.55,1324655000,0,0,8369.765625,7975.082192580414,7950.646829796174,432984,34643261,0,0.8445689,0.7769231,-37208624.3,East Asia & Pacific
2009,VUT,NA,0.868,720494677.25692,230244,10742409055886.5,1331260000,0,0,8369.765625,7975.082192580414,7950.646829796174,1367271,47441992,0,1.069195,0.6428571,-32090449.59,East Asia & Pacific
2010,VUT,NA,0.868,729577822.503603,236216,11884957832311.2,1337705000,0,0,8369.765625,7975.082192580414,7950.646829796174,659913,22604039,0,0.6857616,0.8416667,-62140006.93,East Asia & Pacific
2011,VUT,NA,0.868,752471055.931467,242658,13020070209403.8,1345035000,0,0,8369.765625,7975.082192580414,7950.646829796174,2394045,133859903,0,0.8164597,0.8066667,-60321226.79,East Asia & Pacific
2012,VUT,NA,0.868,760071238.688896,249505,14043934216102.1,1354190000,0,0,8369.765625,7975.082192580414,7950.646829796174,2417519,133612288,0,0.977035,0.8012821,-59999936.56,East Asia & Pacific
2013,VUT,NA,0.868,763632996.810408,256637,15134607226924.2,1363240000,0,0,8369.765625,7975.082192580414,7950.646829796174,2244127,380482794,0,0.6851182,0.75,-58996716.62,East Asia & Pacific
2014,VUT,NA,0.868,787506044.740101,263888,16258467389928.8,1371860000,11.99999992,0,8369.765625,7975.082192580414,7950.646829796174,6915377,180236368,0,0.9590191,0.7826087,-12815752.37,East Asia & Pacific
2015,VUT,NA,0.87,790432247.509076,271128,17403279549482.5,1379860000,10.99999991,0,8369.765625,7975.082192580414,7950.646829796174,12006714,70308779,0,0.1166929,0.795082,-29505200.99,East Asia & Pacific
2016,VUT,NA,0.89,827493069.003923,278326,18595188781703.6,1387790000,0,0,8369.765625,7975.082192580414,7950.646829796174,5012488,63713672,0,0.4356715,0.7142857,-48102817.6,East Asia & Pacific
2017,VUT,NA,0.9,879754256.013628,285499,19887033884256.7,1396215000,0,0,8369.765625,7975.082192580414,7950.646829796174,14239002,65585242,0,0.2716949,0.6862745,-37157670.7,East Asia & Pacific
2002,ZAF,9,0.896,528419568909.918,46150913,5152785033972.09,1280400000,40.99999996,0,12967.76953125,11875.30255079193,11820.340006111177,1268765741,1310634541,0,0.2466794,0.8712871,-1882067010,Sub-Saharan Africa
2003,ZAF,9,0.896,544003060782.332,46719203,5670023166308.18,1288400000,4.000000003,0,12967.76953125,11875.30255079193,11820.340006111177,1839993225,2029363726,0,0.591257,0.9431818,-230592460,Sub-Saharan Africa
2004,ZAF,9,0.904,568780006082.761,47291610,6243467841396.09,1296075000,3,0,12967.76953125,11875.30255079193,11820.340006111177,2960203427,2951903935,0,0.3388365,0.9464286,604002318.6,Sub-Saharan Africa
2005,ZAF,9,0.908,598794822615.523,47880595,6954885516694.85,1303720000,2,0,12967.76953125,11875.30255079193,11820.340006111177,3443051908,3825965079,0,0.2983956,0.9132653,-5612683803,Sub-Saharan Africa
2006,ZAF,9,0.908,632350125561.164,48489464,7839613419837.17,1311020000,11.99999998,0,12967.76953125,11875.30255079193,11820.340006111177,4085358057,5767709102,0,0.3454586,0.9259259,5305504771,Sub-Saharan Africa
2007,ZAF,9,0.908,666247089971.937,49119766,8955257903305.3,1317885000,0,0,12967.76953125,11875.30255079193,11820.340006111177,6618094263,7444900447,0,0.0329769,0.9293478,-3604679769,Sub-Saharan Africa
2008,ZAF,9,0.905,687507327004.33,49779472,9819501089971.55,1324655000,16.99999264,0,12967.76953125,11875.30255079193,11820.340006111177,9234972954,8617621625,0,0.0432984,0.9247312,-12004584138,Sub-Saharan Africa
2009,ZAF,9,0.902,676932851503.589,50477013,10742409055886.5,1331260000,34.99999997,0,12967.76953125,11875.30255079193,11820.340006111177,8693253033,7365588491,0,0.1031792,0.9352941,-6313190334,Sub-Saharan Africa
2010,ZAF,9,0.902,697509801974.927,51216967,11884957832311.2,1337705000,20,0,12967.76953125,11875.30255079193,11820.340006111177,14896422261,10799862041,0,0.3573588,0.9127907,-3854564952,Sub-Saharan Africa
2011,ZAF,9,0.901,719610792599.171,52003759,13020070209403.8,1345035000,65.99999997,0,12967.76953125,11875.30255079193,11820.340006111177,32095190401,13362300051,0,0.0324844,0.8804348,-4292687424,Sub-Saharan Africa
2012,ZAF,9,0.903,736854339454.923,52832659,14043934216102.1,1354190000,15.99999985,0,12967.76953125,11875.30255079193,11820.340006111177,44653737210,15323311517,0,0.4387556,0.8823529,-1727159492,Sub-Saharan Africa
2013,ZAF,9,0.897,755168618329.594,53687125,15134607226924.2,1363240000,4.567075114,0,12967.76953125,11875.30255079193,11820.340006111177,48388425446,16830776066,0,0.0645601,0.9193548,-1712645458,Sub-Saharan Africa
2014,ZAF,9,0.888,765845392014.537,54544184,16258467389928.8,1371860000,34.00000002,0,12967.76953125,11875.30255079193,11820.340006111177,44568129974,15699145579,0,0.3331713,0.9102564,1900417869,Sub-Saharan Africa
2015,ZAF,9,0.889,775968813043.715,55386369,17403279549482.5,1379860000,0,0,12967.76953125,11875.30255079193,11820.340006111177,30151410452,15857921952,0,0.5834092,0.875,3993788901,Sub-Saharan Africa
2016,ZAF,9,0.888,781125531699.056,56207649,18595188781703.6,1387790000,13,0,12967.76953125,11875.30255079193,11820.340006111177,22228893549,12849507644,0,0.1109032,0.8571429,2275171115,Sub-Saharan Africa
2017,ZAF,9,0.881,790170550983.232,57009751,19887033884256.7,1396215000,14.00000001,0,12967.76953125,11875.30255079193,11820.340006111177,24388596208,14808766628,0,0.0753627,0.7931034,5390643573,Sub-Saharan Africa
2002,ZMB,5,0.748,22823291376.9763,10971704,5152785033972.09,1280400000,0,0,10960.7880859375,10809.686701146698,10772.937134817552,46092258,37190958,0,0.0753008,0.8737374,-298390000,Sub-Saharan Africa
2003,ZMB,5,0.748,24408363024.9918,11256740,5670023166308.18,1288400000,3.999999999,0,10960.7880859375,10809.686701146698,10772.937134817552,47881549,34875032,0,0.2279651,0.9450549,-347000000,Sub-Saharan Africa
2004,ZMB,5,0.748,26124855554.05,11550641,6243467841396.09,1296075000,1.999999999,0,10960.7880859375,10809.686701146698,10772.937134817552,171104891,51042489,0,0.1557366,0.9404762,-389040000,Sub-Saharan Africa
2005,ZMB,5,0.757,28015145342.9829,11856244,6954885516694.85,1303720000,0,0,10960.7880859375,10809.686701146698,10772.937134817552,252062365,48495054,0,0.2628591,0.9081633,-356940000,Sub-Saharan Africa
2006,ZMB,5,0.759,30229376829.1591,12173518,7839613419837.17,1311020000,0,0,10960.7880859375,10809.686701146698,10772.937134817552,270356333,102525357,0,0.2049148,0.9305556,-615790000,Sub-Saharan Africa
2007,ZMB,5,0.754,32754266255.9164,12502958,8955257903305.3,1317885000,9.000000009,0,10960.7880859375,10809.686701146698,10772.937134817552,394862193,198265136,0,0.0175439,0.9285714,-1323900000,Sub-Saharan Africa
2008,ZMB,7,0.756,35300548789.7578,12848531,9819501089971.55,1324655000,9.000000029,0,10960.7880859375,10809.686701146698,10772.937134817552,522497956,264347745,0,0.0989393,0.9095745,-938620000,Sub-Saharan Africa
2009,ZMB,7,0.772,38555382377.3563,13215142,10742409055886.5,1331260000,31.00000021,0,10960.7880859375,10809.686701146698,10772.937134817552,1272464335,152029661,0,0.1222991,0.9512195,-425242000,Sub-Saharan Africa
2010,ZMB,7,0.761,42525901758.0453,13605986,11884957832311.2,1337705000,8.99999999,0,10960.7880859375,10809.686701146698,10772.937134817552,2578407330,301675540,0,0.3039467,0.9285714,-633900000,Sub-Saharan Africa
2011,ZMB,7,0.756,44892299080.9795,14023199,13020070209403.8,1345035000,0,0,10960.7880859375,10809.686701146698,10772.937134817552,2775940166,617335086,0,0.0687299,0.8882979,-1109900000,Sub-Saharan Africa
2012,ZMB,7,0.761,48303033348.0076,14465148,14043934216102.1,1354190000,0,0,10960.7880859375,10809.686701146698,10772.937134817552,2686560295,697306484,0,0.5047403,0.8928571,-2433397000,Sub-Saharan Africa
2013,ZMB,7,0.735,50745829681.768,14926551,15134607226924.2,1363240000,0,0,10960.7880859375,10809.686701146698,10772.937134817552,3047866233,729692436,0,0.0607812,0.9354839,-1690332000,Sub-Saharan Africa
2014,ZMB,7,0.734,53129864884.5198,15399793,16258467389928.8,1371860000,0,0,10960.7880859375,10809.686701146698,10772.937134817552,3060748531,725665688,0,0.0896351,0.9191176,-2483800000,Sub-Saharan Africa
