year,recipient_iso3,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2002,SYC,NA,0.608,1550481759.99916,83723,5152785033972.09,1280400000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,13521,1462749,0,0.0760406,0.9473684,-38986033.45,Sub-Saharan Africa
2003,SYC,NA,0.638,1459202921.49669,82781,5670023166308.18,1288400000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,33083,1786526,0,0.2832356,0.96,-50278473.82,Sub-Saharan Africa
2004,SYC,NA,0.669,1417609018.42859,82475,6243467841396.09,1296075000,2.999999799,0,7945.28564453125,7827.9711011032105,7774.526389938565,27784,1782397,0,0.1744618,0.9622642,-30414852.1,Sub-Saharan Africa
2005,SYC,NA,0.673,1545275504.61411,82858,6954885516694.85,1303720000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,9776,3402626,0,0.0997599,1,-78189693.64,Sub-Saharan Africa
2006,SYC,NA,0.679,1690626094.66917,84600,7839613419837.17,1311020000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,597996,5302608,0,0.073239,1,-137884911.2,Sub-Saharan Africa
2007,SYC,NA,0.694,1866813612.99626,85033,8955257903305.3,1317885000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,4460195,7528877,0,0.2530637,0.75,-158096720.5,Sub-Saharan Africa
2008,SYC,NA,0.695,1826735128.64945,86956,9819501089971.55,1324655000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,3684019,14129921,0,0.2709655,1,-166865444.2,Sub-Saharan Africa
2009,SYC,NA,0.698,1806545215.48225,87298,10742409055886.5,1331260000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,31238,15248278,0,0.1622189,0.9444444,-162916307.8,Sub-Saharan Africa
2010,SYC,NA,0.698,1914124305.04476,89770,11884957832311.2,1337705000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,11281,14856002,0,0.1984471,0.9186047,-153643867.5,Sub-Saharan Africa
2011,SYC,NA,0.698,2065096640.81732,87441,13020070209403.8,1345035000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,321691,35009605,0,0.418975,0.8474576,-135322126.6,Sub-Saharan Africa
2012,SYC,NA,0.698,2091133974.71653,88303,14043934216102.1,1354190000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,262715,33167167,0,0.6630418,0.7857143,-425567660,Sub-Saharan Africa
2013,SYC,NA,0.716,2216980023.82093,89949,15134607226924.2,1363240000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,401846,38669859,0,0.0749256,0.9074074,-125293914.8,Sub-Saharan Africa
2014,SYC,NA,0.716,2316850212.79161,91359,16258467389928.8,1371860000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,196653,45581781,0,0.4218476,0.8958333,-185227665.9,Sub-Saharan Africa
2015,SYC,NA,0.72,2447458345.49406,93419,17403279549482.5,1379860000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,99638,57626174,0,0.3219498,0.7647059,-192959276.4,Sub-Saharan Africa
2016,SYC,NA,0.76,2578472540.98998,94677,18595188781703.6,1387790000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,74900,55600853,0,0.2127081,0.8362069,-119285029.9,Sub-Saharan Africa
2017,SYC,NA,0.775,2694789883.12193,95843,19887033884256.7,1396215000,0,0,7945.28564453125,7827.9711011032105,7774.526389938565,1473781,48824200,0,0.0346086,0.9,-188937738.5,Sub-Saharan Africa
2002,TGO,-2,0.552,8765682854.97992,5197040,5152785033972.09,1280400000,0,0,11656.857421875,11793.172435073851,11776.10806854348,5349724,138472186,0,0.3946355,0.91,-50888463.2,Sub-Saharan Africa
2003,TGO,-2,0.556,9354751769.23215,5330629,5670023166308.18,1288400000,0,0,11656.857421875,11793.172435073851,11776.10806854348,22113599,262540288,0,0.0494293,0.9444444,-40158826.28,Sub-Saharan Africa
2004,TGO,-2,0.555,9263200056.45464,5467770,6243467841396.09,1296075000,0,0,11656.857421875,11793.172435073851,11776.10806854348,46471917,398654101,0,0.0592229,0.9512195,-71250313.27,Sub-Saharan Africa
2005,TGO,-4,0.616,8830951409.42805,5611643,6954885516694.85,1303720000,0,0,11656.857421875,11793.172435073851,11776.10806854348,31873717,538094710,0,0.0451661,0.9588235,-91900296.77,Sub-Saharan Africa
2006,TGO,-4,0.641,9064983287.42332,5762881,7839613419837.17,1311020000,0,0,11656.857421875,11793.172435073851,11776.10806854348,21598694,704014682,0,0.088457,0.9540816,-91819768.62,Sub-Saharan Africa
2007,TGO,-4,0.653,8958458820.37638,5920360,8955257903305.3,1317885000,41.0000006,0,11656.857421875,11793.172435073851,11776.10806854348,26104612,1376504344,0,0.1459877,0.956044,-49931709.94,Sub-Saharan Africa
2008,TGO,-4,0.72,9322374067.08218,6083417,9819501089971.55,1324655000,5.999999994,0,11656.857421875,11793.172435073851,11776.10806854348,30899652,1218236519,0,0.031307,0.9055556,-39982059.07,Sub-Saharan Africa
2009,TGO,-4,0.72,9838638843.48762,6250840,10742409055886.5,1331260000,0,0,11656.857421875,11793.172435073851,11776.10806854348,36372517,1129801167,0,0.1003895,0.9375,-11158565.57,Sub-Saharan Africa
2010,TGO,-2,0.697,10438722924.6315,6421674,11884957832311.2,1337705000,22.00000004,0,11656.857421875,11793.172435073851,11776.10806854348,61619158,1333109917,0,0.3755552,0.9036145,-48688923.54,Sub-Saharan Africa
2011,TGO,-2,0.701,11106613195.9474,6595939,13020070209403.8,1345035000,0,0,11656.857421875,11793.172435073851,11776.10806854348,76598624,1831410255,0,0.2808379,0.9147727,536858860,Sub-Saharan Africa
2012,TGO,-2,0.7,11833375211.1376,6773807,14043934216102.1,1354190000,0,0,11656.857421875,11793.172435073851,11776.10806854348,84811310,3383142225,0,0.8681422,0.8430233,298794841.1,Sub-Saharan Africa
2013,TGO,-2,0.712,12556671701.5894,6954721,15134607226924.2,1363240000,0,0,11656.857421875,11793.172435073851,11776.10806854348,117943633,2443222437,0,0.4473181,0.8984375,-204279159.4,Sub-Saharan Africa
2014,TGO,-2,0.741,13300100571.5317,7137997,16258467389928.8,1371860000,0,0,11656.857421875,11793.172435073851,11776.10806854348,166441462,2491912045,0,0.6648527,0.86184210000000006,304949943.8,Sub-Saharan Africa
2015,TGO,-2,0.74,14063907851.4537,7323162,17403279549482.5,1379860000,0,0,11656.857421875,11793.172435073851,11776.10806854348,214712907,2180165797,0,0.0878267,0.7826087,90793247.47,Sub-Saharan Africa
2016,TGO,-2,0.736,14845731642.3475,7509952,18595188781703.6,1387790000,0,0,11656.857421875,11793.172435073851,11776.10806854348,105331515,1919246636,0,0.4708511,0.7767857,303274601.8,Sub-Saharan Africa
2017,TGO,-2,0.704,15491186678.2794,7698476,19887033884256.7,1396215000,0,0,11656.857421875,11793.172435073851,11776.10806854348,73186663,1886345956,0,0.402287,0.7142857,-121134497.1,Sub-Saharan Africa
2002,THA,9,0.778,678092023109.768,64069093,5152785033972.09,1280400000,190.0000011,0,3303.890869140625,2986.2218229854584,2796.870046804459,5599596771,2957344767,1,0.1634506,0.8564356,-3170876705,East Asia & Pacific
2003,THA,9,0.775,726841708472.143,64549867,5670023166308.18,1288400000,9.000000002,1,3303.890869140625,2986.2218229854584,2796.870046804459,8826841967,3827905496,1,0.683038,0.9175824,-4609377096,East Asia & Pacific
2004,THA,9,0.773,772555270354.95,64995303,6243467841396.09,1296075000,8362.999582,1,3303.890869140625,2986.2218229854584,2796.870046804459,11540504973,5801575463,1,0.6981092,0.9176471,-5783594587,East Asia & Pacific
2005,THA,9,0.755,804907091740.389,65416189,6954885516694.85,1303720000,48.49999992,1,3303.890869140625,2986.2218229854584,2796.870046804459,13991887187,7819296435,1,0.436999,0.9090909,-7664201699,East Asia & Pacific
2006,THA,-5,0.462,844893353918.06,65812540,7839613419837.17,1311020000,307.4999962,1,3303.890869140625,2986.2218229854584,2796.870046804459,17962428351,9764064739,1,0.5615378,0.912844,-7876711486,East Asia & Pacific
2007,THA,-1,0.363,890814589326.528,66182064,8955257903305.3,1317885000,52.9999999,1,3303.890869140625,2986.2218229854584,2796.870046804459,22665748373,12032909569,1,0.3615778,0.9184783,-7086888457,East Asia & Pacific
2008,THA,4,0.661,906187366438.26,66530980,9819501089971.55,1324655000,39.00000003,1,3303.890869140625,2986.2218229854584,2796.870046804459,25656736974,15636354387,1,0.3626293,0.8870968,-6221859991,East Asia & Pacific
2009,THA,4,0.674,899929071266.833,66866834,10742409055886.5,1331260000,18.00000001,1,3303.890869140625,2986.2218229854584,2796.870046804459,24896941868,13307098106,1,0.1164402,0.9411765,-415179561.5,East Asia & Pacific
2010,THA,4,0.669,967544256907.657,67195032,11884957832311.2,1337705000,297.0000002,1,3303.890869140625,2986.2218229854584,2796.870046804459,33193365016,19741222106,1,0.2788084,0.9310345,-6615343922,East Asia & Pacific
2011,THA,7,0.704,975672906627.678,67518379,13020070209403.8,1345035000,796.0000067,1,3303.890869140625,2986.2218229854584,2796.870046804459,39039795886,25694603599,1,0.2899795,0.9052632,4702082850,East Asia & Pacific
2012,THA,7,0.742,1046338906857.69,67835969,14043934216102.1,1354190000,409.4999992,1,3303.890869140625,2986.2218229854584,2796.870046804459,38551206040,31196768378,1,0.396272,0.8823529,1361534446,East Asia & Pacific
2013,THA,7,0.661,1074459218555.59,68144519,15134607226924.2,1363240000,84.99999984,1,3303.890869140625,2986.2218229854584,2796.870046804459,38522680528,32717903843,1,0.0978103,0.9140625,-3814466006,East Asia & Pacific
2014,THA,-3,0.319,1085036935014.56,68438748,16258467389928.8,1371860000,33.00000003,1,3303.890869140625,2986.2218229854584,2796.870046804459,38331928398,34289227963,1,0.4104663,0.9038462,766299562.5,East Asia & Pacific
2015,THA,-3,0.295,1119042505228.28,68714519,17403279549482.5,1379860000,1.999999997,0,3303.890869140625,2986.2218229854584,2796.870046804459,37168745238,38290804015,1,0.219694,0.8472222,-3936528344,East Asia & Pacific
2016,THA,-3,0.299,1157483380202.26,68971313,18595188781703.6,1387790000,31.99999996,0,3303.890869140625,2986.2218229854584,2796.870046804459,38532342814,37182731174,1,0.0286962,0.7948718,9906454565,East Asia & Pacific
2017,THA,-3,0.29,1205839343826.68,69209817,19887033884256.7,1396215000,76.99999996,0,3303.890869140625,2986.2218229854584,2796.870046804459,41596082905,38541726588,0,0.17997,0.7768595,5931879643,East Asia & Pacific
2002,TJK,-1,0.471,9998136561.45629,6426861,5152785033972.09,1280400000,35.00000014,0,4052.91796875,4250.45474997139,4197.500913933998,5885712,6500732,0,0.6004711,0.862069,-36066400,Europe & Central Asia
2003,TJK,-3,0.478,11097931491.0394,6541550,5670023166308.18,1288400000,6.000000002,0,4052.91796875,4250.45474997139,4197.500913933998,18007538,20808052,0,1.017411,0.8947368,-31649700,Europe & Central Asia
2004,TJK,-3,0.474,12241018317.0906,6662391,6243467841396.09,1296075000,0,0,4052.91796875,4250.45474997139,4197.500913933998,15366330,53560697,0,0.7182486,0.9104478,-272025100,Europe & Central Asia
2005,TJK,-3,0.451,13061166362.7468,6789318,6954885516694.85,1303720000,23.99999986,0,4052.91796875,4250.45474997139,4197.500913933998,14197225,143738114,0,0.4520482,0.9480519,-54479300,Europe & Central Asia
2006,TJK,-3,0.449,13975448427.5449,6922590,7839613419837.17,1311020000,23.9999999,0,4052.91796875,4250.45474997139,4197.500913933998,18002123,305777847,0,0.5530682,0.9545455,-338627400,Europe & Central Asia
2007,TJK,-3,0.447,15065533421.4853,7062667,8955257903305.3,1317885000,48.99999995,0,4052.91796875,4250.45474997139,4197.500913933998,10284973,513765566,0,0.2952665,0.9520548,-359967400,Europe & Central Asia
2008,TJK,-3,0.453,16255710301.3823,7209924,9819501089971.55,1324655000,0,0,4052.91796875,4250.45474997139,4197.500913933998,20243530,1479682759,0,0.2182398,0.9470588,-486614340,Europe & Central Asia
2009,TJK,-3,0.451,16889683189.7949,7364752,10742409055886.5,1331260000,21.00000009,0,4052.91796875,4250.45474997139,4197.500913933998,184984833,1217574287,0,0.206082,0.9577465,-149060550,Europe & Central Asia
2010,TJK,-3,0.44,17987512442.7349,7527397,11884957832311.2,1337705000,75.00000014,1,4052.91796875,4250.45474997139,4197.500913933998,56048418,1376501471,0,0.5304023,0.9259259,-93940670,Europe & Central Asia
2011,TJK,-3,0.439,19318588471.3445,7697507,13020070209403.8,1345035000,0,1,4052.91796875,4250.45474997139,4197.500913933998,72227602,1996777606,0,0.4076394,0.922619,-145883670,Europe & Central Asia
2012,TJK,-3,0.437,20767482502.9961,7874838,14043934216102.1,1354190000,2,0,4052.91796875,4250.45474997139,4197.500913933998,108828584,1747870228,0,0.4658842,0.9155844,-241736370,Europe & Central Asia
2013,TJK,-3,0.42,22304276155.6768,8059782,15134607226924.2,1363240000,0,0,4052.91796875,4250.45474997139,4197.500913933998,88751269,1869363600,0,0.0219022,0.9482759,-283140730,Europe & Central Asia
2014,TJK,-3,0.397,23798662812.0429,8252828,16258467389928.8,1371860000,19.99999995,0,4052.91796875,4250.45474997139,4197.500913933998,47698839,2468236340,0,0.050553,0.9246575,-326593810,Europe & Central Asia
2015,TJK,-3,0.369,25231176512.2593,8454019,17403279549482.5,1379860000,2,0,4052.91796875,4250.45474997139,4197.500913933998,52034554,1795387872,0,0.4299328,0.875,-454012320,Europe & Central Asia
2016,TJK,-3,0.348,26971941032.979,8663575,18595188781703.6,1387790000,0,0,4052.91796875,4250.45474997139,4197.500913933998,31244886,1725083792,0,0.1807796,0.8586957,-206522955.4,Europe & Central Asia
2017,TJK,-3,0.342,28886920271.4198,8880270,19887033884256.7,1396215000,12.99999999,0,4052.91796875,4250.45474997139,4197.500913933998,46736549,1301374985,0,0.3215606,0.8679245,-63102921.46,Europe & Central Asia
2002,TKM,-9,0.141,21836644676.4873,4610018,5152785033972.09,1280400000,1.023476144,0,4939.9873046875,5075.705016542053,5023.575844700218,735304,86779681,0,0.6117485,0.8448276,NA,Europe & Central Asia
2003,TKM,-9,0.14,22550447154.1205,4655752,5670023166308.18,1288400000,1.056534928,0,4939.9873046875,5075.705016542053,5023.575844700218,4095784,78827825,0,0.1013431,0.9647887,NA,Europe & Central Asia
2004,TKM,-9,0.141,23678061390.8425,4703396,6243467841396.09,1296075000,0.920180111,0,4939.9873046875,5075.705016542053,5023.575844700218,13889179,84549106,0,0.4159619,0.9765625,NA,Europe & Central Asia
2005,TKM,-9,0.159,26764268169.0701,4754652,6954885516694.85,1303720000,0.707793755,0,4939.9873046875,5075.705016542053,5023.575844700218,19084205,90875938,0,0.5564182,0.9736842,NA,Europe & Central Asia
2006,TKM,-9,0.159,29701193836.2995,4810114,7839613419837.17,1311020000,0.750369169,0,4939.9873046875,5075.705016542053,5023.575844700218,16011532,162571335,0,0.1486277,0.9615385,NA,Europe & Central Asia
2007,TKM,-9,0.157,32985937808.9547,4870142,8955257903305.3,1317885000,0.737727853,0,4939.9873046875,5075.705016542053,5023.575844700218,50140820,302537574,0,0.3285087,0.9454545,NA,Europe & Central Asia
2008,TKM,-9,0.189,37834870666.871,4935765,9819501089971.55,1324655000,0.894653883,0,4939.9873046875,5075.705016542053,5023.575844700218,28440391,801935714,0,0.2012491,0.9375,NA,Europe & Central Asia
2009,TKM,-9,0.286,40142797821.0059,5007953,10742409055886.5,1331260000,0.920821467,0,4939.9873046875,5075.705016542053,5023.575844700218,38491278,915699494,0,0.2555264,0.9692308,NA,Europe & Central Asia
2010,TKM,-9,0.288,43835935215.7434,5087211,11884957832311.2,1337705000,0.951288028,0,4939.9873046875,5075.705016542053,5023.575844700218,1044518804,525117179,0,0.0518751,0.9236111,NA,Europe & Central Asia
2011,TKM,-9,0.289,50279817660.8398,5174076,13020070209403.8,1345035000,1.06860584,0,4939.9873046875,5075.705016542053,5023.575844700218,4693173232,784359736,0,0.2036146,0.9320988,NA,Europe & Central Asia
2012,TKM,-9,0.291,55860877401.8627,5267906,14043934216102.1,1354190000,0.765209551,0,4939.9873046875,5075.705016542053,5023.575844700218,8673382453,1699117414,0,0.008127,0.90845070000000006,NA,Europe & Central Asia
2013,TKM,-8,0.29,61558686953.4951,5366376,15134607226924.2,1363240000,1.481144905,0,4939.9873046875,5075.705016542053,5023.575844700218,8893256737,1137643740,0,0.3857658,0.9454545,NA,Europe & Central Asia
2014,TKM,-8,0.288,67899231691.5735,5466324,16258467389928.8,1371860000,0.741265667,0,4939.9873046875,5075.705016542053,5023.575844700218,9516158297,954281603,0,0.0174987,0.9166667,NA,Europe & Central Asia
2015,TKM,-8,0.288,72312681690.0883,5565283,17403279549482.5,1379860000,0,0,4939.9873046875,5075.705016542053,5023.575844700218,7827660790,815468646,0,0.6841038,0.9067797,NA,Europe & Central Asia
2016,TKM,-8,0.289,76796067930.5985,5662371,18595188781703.6,1387790000,0,0,4939.9873046875,5075.705016542053,5023.575844700218,5563294660,338478864,0,0.399632,0.9166667,NA,Europe & Central Asia
2017,TKM,-8,0.295,81787812382.0508,5757667,19887033884256.7,1396215000,0,0,4939.9873046875,5075.705016542053,5023.575844700218,6575125628,368116552,0,0.5251664,0.8511905,NA,Europe & Central Asia
2002,TON,NA,NA,536411223.722659,99023,5152785033972.09,1280400000,0,0,9809.154296875,9531.453544361115,9513.128524075397,9871,4825860,1,0.7773135,0.7837838,NA,East Asia & Pacific
2003,TON,NA,NA,548791838.799514,99591,5670023166308.18,1288400000,0,0,9809.154296875,9531.453544361115,9513.128524075397,52586,2043380,1,1.205616,0.8266667,-182273.3306,East Asia & Pacific
2004,TON,NA,NA,535562110.598333,100214,6243467841396.09,1296075000,0,0,9809.154296875,9531.453544361115,9513.128524075397,0,6278494,1,1.118025,0.8306452,-5533664.04,East Asia & Pacific
2005,TON,NA,NA,535996097.429909,100908,6954885516694.85,1303720000,0,0,9809.154296875,9531.453544361115,9513.128524075397,1353,2940911,1,0.7896942,0.8333333,-6005489.532,East Asia & Pacific
2006,TON,NA,NA,535199417.899781,101714,7839613419837.17,1311020000,0,0,9809.154296875,9531.453544361115,9513.128524075397,13491,3740467,1,1.181556,0.7734375,-10315122.66,East Asia & Pacific
2007,TON,NA,NA,536650318.319685,102577,8955257903305.3,1317885000,0,0,9809.154296875,9531.453544361115,9513.128524075397,39238,7678791,1,0.8583326,0.7826087,-15476662.3,East Asia & Pacific
2008,TON,NA,NA,562142118.898355,103384,9819501089971.55,1324655000,0,0,9809.154296875,9531.453544361115,9513.128524075397,17633,7965651,1,0.8811073,0.8055556,-21287380.95,East Asia & Pacific
2009,TON,NA,NA,532915737.193298,103897,10742409055886.5,1331260000,8.999999769,0,9809.154296875,9531.453544361115,9513.128524075397,58917,7995456,1,0.8940307,0.8142857,-724818.4736,East Asia & Pacific
2010,TON,NA,NA,537197662.822771,103981,11884957832311.2,1337705000,0,0,9809.154296875,9531.453544361115,9513.128524075397,5748,9754368,1,1.088365,0.81875,-4661006.003,East Asia & Pacific
2011,TON,NA,NA,573825282.915682,103558,13020070209403.8,1345035000,0,0,9809.154296875,9531.453544361115,9513.128524075397,46968,13277397,1,0.9798605,0.7804878,-7641551.958,East Asia & Pacific
2012,TON,NA,NA,578548454.415731,102736,14043934216102.1,1354190000,0,0,9809.154296875,9531.453544361115,9513.128524075397,370,20159614,1,1.141648,0.8012821,841513.9783,East Asia & Pacific
2013,TON,NA,NA,580355306.997973,101768,15134607226924.2,1363240000,0,0,9809.154296875,9531.453544361115,9513.128524075397,25497,38480081,1,0.7622154,0.7830189,-2893639.864,East Asia & Pacific
2014,TON,NA,NA,592070942.252251,101023,16258467389928.8,1371860000,1.000000001,0,9809.154296875,9531.453544361115,9513.128524075397,35353,23943302,1,1.033858,0.7822581,-12411564.45,East Asia & Pacific
2015,TON,NA,NA,599009352.091078,100780,17403279549482.5,1379860000,0,0,9809.154296875,9531.453544361115,9513.128524075397,23410,27012156,1,0.3587264,0.7586207,-6568362.563,East Asia & Pacific
2016,TON,NA,NA,638370259.618466,101143,18595188781703.6,1387790000,0,0,9809.154296875,9531.453544361115,9513.128524075397,24135,30310622,1,0.581463,0.7941176,-5847498.609,East Asia & Pacific
2017,TON,NA,NA,659579680.877726,102002,19887033884256.7,1396215000,0,0,9809.154296875,9531.453544361115,9513.128524075397,584041,27942465,0,0.4357487,0.8076923,6185445.026,East Asia & Pacific
2002,TTO,9,0.89,24986675832.7639,1277210,5152785033972.09,1280400000,0,0,14403.697265625,14857.620373703003,14831.304835746776,4811220,42343984,0,0.1381677,0.8030303,-901400000,Latin America & Caribbean
2003,TTO,9,0.898,28594999075.9105,1283564,5670023166308.18,1288400000,2.00000056,0,14403.697265625,14857.620373703003,14831.304835746776,10242815,58516516,0,0.3733716,0.9302326,-583100000,Latin America & Caribbean
2004,TTO,9,0.898,30868316231.9295,1290115,6243467841396.09,1296075000,4.000001407,0,14403.697265625,14857.620373703003,14831.304835746776,3675716,75909466,0,0.2642885,0.8950617,-972700000,Latin America & Caribbean
2005,TTO,10,0.898,32784910811.2305,1296497,6954885516694.85,1303720000,1.999999326,0,14403.697265625,14857.620373703003,14831.304835746776,18655764,100432613,0,0.1949315,0.9367816,-598700000,Latin America & Caribbean
2006,TTO,10,0.9,37115161044.8317,1302552,7839613419837.17,1311020000,0,0,14403.697265625,14857.620373703003,14831.304835746776,10210049,164753852,0,0.3815026,0.9182692,-512700000,Latin America & Caribbean
2007,TTO,10,0.898,38879693631.7399,1308450,8955257903305.3,1317885000,0,0,14403.697265625,14857.620373703003,14831.304835746776,20533006,263459640,0,0.1009733,0.9367816,-830000000,Latin America & Caribbean
2008,TTO,10,0.898,40198390616.4891,1314449,9819501089971.55,1324655000,2.000000734,0,14403.697265625,14857.620373703003,14831.304835746776,24125346,349631554,0,0.1002603,0.922619,-2100800000,Latin America & Caribbean
2009,TTO,10,0.898,38432986138.776,1320921,10742409055886.5,1331260000,0,0,14403.697265625,14857.620373703003,14831.304835746776,103310545,244054921,0,0.1466043,0.9337349,-709100000,Latin America & Caribbean
2010,TTO,10,0.904,39710200631.0359,1328144,11884957832311.2,1337705000,4.999999809,0,14403.697265625,14857.620373703003,14831.304835746776,108066638,291064072,0,0.2162795,0.9425287,-549400000,Latin America & Caribbean
2011,TTO,10,0.906,39593311904.6383,1336180,13020070209403.8,1345035000,1.000000564,0,14403.697265625,14857.620373703003,14831.304835746776,340138330,286549802,0,0.0809889,0.9047619,26164347.69,Latin America & Caribbean
2012,TTO,10,0.906,40124926165.3834,1344814,14043934216102.1,1354190000,0,0,14403.697265625,14857.620373703003,14831.304835746776,139662146,312168933,0,0.2709743,0.8941176,2093764923,Latin America & Caribbean
2013,TTO,10,0.89,41035851401.2117,1353708,15134607226924.2,1363240000,0,0,14403.697265625,14857.620373703003,14831.304835746776,119502334,321390076,0,0.0957543,0.9140625,1192470203,Latin America & Caribbean
2014,TTO,10,0.89,40684868211.5067,1362337,16258467389928.8,1371860000,0,0,14403.697265625,14857.620373703003,14831.304835746776,100733415,427977496,0,0.38034,0.9078947,-679121151.9,Latin America & Caribbean
2015,TTO,10,0.892,41410510484.9282,1370332,17403279549482.5,1379860000,0,0,14403.697265625,14857.620373703003,14831.304835746776,39206765,478310040,0,0.4329022,0.8623188,-48490372.1,Latin America & Caribbean
2016,TTO,10,0.892,38794379355.292,1377563,18595188781703.6,1387790000,0,0,14403.697265625,14857.620373703003,14831.304835746776,174936768,346002359,0,0.1324186,0.8258929,-1741016.323,Latin America & Caribbean
2017,TTO,10,0.892,37754220269.4269,1384060,19887033884256.7,1396215000,0,0,14403.697265625,14857.620373703003,14831.304835746776,182331804,429891127,0,0.2800386,0.7678571,458846327.4,Latin America & Caribbean
2002,TUN,-4,0.377,79842779870.5607,9871261,5152785033972.09,1280400000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,38296714,144113413,0,0.6359125,0.935,-790302916.6,Middle East & North Africa
2003,TUN,-4,0.377,83597306378.2103,9945282,5670023166308.18,1288400000,12.00000004,0,8646.5888671875,9033.90905341034,9013.850993331886,17044964,183844350,0,0.3406389,0.95,-539481939,Middle East & North Africa
2004,TUN,-4,0.377,88810259453.374,10022278,6243467841396.09,1296075000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,34131276,245090012,0,0.2995049,0.9702381,-592147521.7,Middle East & North Africa
2005,TUN,-4,0.377,91906669596.1113,10106778,6954885516694.85,1303720000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,44087779,295537058,0,0.0987475,0.9468085,-712714847.3,Middle East & North Africa
2006,TUN,-4,0.377,96726347102.429,10201211,7839613419837.17,1311020000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,50532891,357545310,0,0.1830343,0.9142857,-3239909093,Middle East & North Africa
2007,TUN,-4,0.379,103216221649.169,10304729,8955257903305.3,1317885000,15.99999994,0,8646.5888671875,9033.90905341034,9013.850993331886,30318414,491797511,0,0.0150194,0.9651163,-1515345044,Middle East & North Africa
2008,TUN,-4,0.379,107590299569.441,10414425,9819501089971.55,1324655000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,90308471,696860678,0,0.3248929,0.9069767,-2600674976,Middle East & North Africa
2009,TUN,-4,0.379,110864756674.793,10525691,10742409055886.5,1331260000,16.9999999,0,8646.5888671875,9033.90905341034,9013.850993331886,107523728,711180932,0,0.4877415,0.925,-1525244858,Middle East & North Africa
2010,TUN,-4,0.381,114158695741.631,10635245,11884957832311.2,1337705000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,124900376,994893386,0,0.1575777,0.9695122,-1334497695,Middle East & North Africa
2011,TUN,4,0.474,111822285207.192,10741872,13020070209403.8,1345035000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,219462498,1112727084,0,0.180016,0.8510638,-432666011.6,Middle East & North Africa
2012,TUN,5,0.9,116537469917.392,10846993,14043934216102.1,1354190000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,176976451,1391786110,0,0.1489779,0.9011628,-1554269129,Middle East & North Africa
2013,TUN,6,0.901,119369249928.774,10952949,15134607226924.2,1363240000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,176729459,1263158664,0,0.2348344,0.9126984,-1058622582,Middle East & North Africa
2014,TUN,7,0.889,123058151334.915,11063195,16258467389928.8,1371860000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,211919795,1235778742,0,0.1800953,0.9025974,-1024754444,Middle East & North Africa
2015,TUN,7,0.876,124248989001.39,11179951,17403279549482.5,1379860000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,183799263,1237428731,0,0.388814,0.8472222,-970521888.7,Middle East & North Africa
2016,TUN,7,0.876,125637379334.291,11303942,18595188781703.6,1387790000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,138846826,1295839939,0,0.2670029,0.7678571,-622569482.2,Middle East & North Africa
2017,TUN,7,0.877,128448941192.237,11433438,19887033884256.7,1396215000,0,0,8646.5888671875,9033.90905341034,9013.850993331886,198163138,1327986910,0,0.3668512,0.7913043,-810936482.8,Middle East & North Africa
2002,TZA,-1,0.714,52112589832.0703,35334790,5152785033972.09,1280400000,11,0,9422.7451171875,9532.64937095108,9488.897416933309,6619861,121419167,0,0.1590564,0.8663366,-395567134,Sub-Saharan Africa
2003,TZA,-1,0.714,55589953426.0565,36337778,5670023166308.18,1288400000,0,0,9422.7451171875,9532.64937095108,9488.897416933309,27567111,191471331,0,0.3151806,0.9175824,-318401298.7,Sub-Saharan Africa
2004,TZA,-1,0.714,59761320500.9934,37379766,6243467841396.09,1296075000,10,0,9422.7451171875,9532.64937095108,9488.897416933309,68269085,215972260,0,0.1776614,0.9156627,-442539548.4,Sub-Saharan Africa
