year,recipient_iso3,pmm_fh,pmm_polity,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2004,LKA,5,5,0.535,0.323,0.319,0.296,0.363,39187357999,19387153,8.38,3197740000000,35405.2017,0,5171.4912109375,4914.149336584854,4816.666324575684,247985936,0,South Asia
2005,LKA,5,5,0.477,0.283,0.248,0.267,0.333,41633334151,19544988,7.67,3562110000000,6.000000002,1,5171.4912109375,4914.149336584854,4816.666324575684,346805632,0,South Asia
2006,LKA,4,6,0.408,0.245,0.219,0.225,0.307,44825899741,19695977,6.5,4015240000000,29.00000028,1,5171.4912109375,4914.149336584854,4816.666324575684,423776384,0,South Asia
2007,LKA,4,6,0.401,0.241,0.214,0.219,0.304,47872638203,19842044,5.97,4586650000000,32.99999988,1,5171.4912109375,4914.149336584854,4816.666324575684,461696384,1,South Asia
2008,LKA,4,6,0.401,0.24,0.214,0.215,0.304,50721102373,19983984,5.22,5029290000000,47.99999991,1,5171.4912109375,4914.149336584854,4816.666324575684,606244672,1,South Asia
2009,LKA,4,5,0.399,0.238,0.203,0.275,0.316,52516077579,20123508,5.85,5501980000000,4.000000012,1,5171.4912109375,4914.149336584854,4816.666324575684,660476928,1,South Asia
2010,LKA,4,6,0.472,0.315,0.285,0.319,0.298,56725749222,20261738,4.78,6087160000000,36.99999998,0,5171.4912109375,4914.149336584854,4816.666324575684,802560192,1,South Asia
2011,LKA,4,6,0.416,0.236,0.246,0.261,0.277,61493396998,20398496,4.12,6668540000000,64.99999945,0,5171.4912109375,4914.149336584854,4816.666324575684,1305740416,1,South Asia
2012,LKA,4,6,0.412,0.241,0.214,0.246,0.272,67116705113,20425000,3.88,7192930000000,53.00000008,0,5171.4912109375,4914.149336584854,4816.666324575684,616668800,1,South Asia
2013,LKA,4.5,6,0.442,0.28,0.277,0.283,0.306,69395808982,20585000,4.24,7751550000000,117.0000004,0,5171.4912109375,4914.149336584854,4816.666324575684,1893371008,1,South Asia
2014,LKA,4.5,7,0.549,0.402,0.343,0.406,0.353,72838327289,20778000,4.19,8327160000000,288.5000102,0,5171.4912109375,4914.149336584854,4816.666324575684,2074844800,1,South Asia
2000,LSO,4,4,0.318,0.265,0.169,0.227,0.299,1634886335,2032805,35.27,2232180000000,0,0,11972.859375,11813.464358477782,11776.659311573212,15099785,0,Sub-Saharan Africa
2001,LSO,4,6,0.318,0.265,0.169,0.227,0.299,1693114156,2035738,34.35,2418250000000,1.000000001,0,11972.859375,11813.464358477782,11776.659311573212,11645891,0,Sub-Saharan Africa
2002,LSO,5.5,8,0.505,0.387,0.252,0.325,0.426,1705369525,2029832,33.58,2639120000000,0,0,11972.859375,11813.464358477782,11776.659311573212,16394336,0,Sub-Saharan Africa
2003,LSO,5.5,8,0.626,0.462,0.306,0.402,0.506,1783130569,2018355,32.72,2904040000000,0,0,11972.859375,11813.464358477782,11776.659311573212,15240141,0,Sub-Saharan Africa
2004,LSO,5.5,8,0.626,0.459,0.306,0.402,0.506,1813307811,2005953,31.77,3197740000000,0,0,11972.859375,11813.464358477782,11776.659311573212,25918426,0,Sub-Saharan Africa
2005,LSO,5.5,8,0.626,0.462,0.373,0.402,0.506,1876159280,1996115,30.78,3562110000000,0,0,11972.859375,11813.464358477782,11776.659311573212,30700888,0,Sub-Saharan Africa
2006,LSO,5.5,8,0.626,0.461,0.373,0.402,0.506,1955522598,1989933,29.69,4015240000000,0,0,11972.859375,11813.464358477782,11776.659311573212,35022848,0,Sub-Saharan Africa
2007,LSO,5.5,8,0.577,0.431,0.347,0.371,0.471,2037418210,1986926,28.65,4586650000000,0,0,11972.859375,11813.464358477782,11776.659311573212,29305632,0,Sub-Saharan Africa
2008,LSO,5.5,8,0.57,0.427,0.343,0.366,0.465,2149925019,1987130,27.76,5029290000000,0,0,11972.859375,11813.464358477782,11776.659311573212,43382376,0,Sub-Saharan Africa
2009,LSO,5.5,8,0.61,0.429,0.363,0.373,0.449,2122932396,1990135,27.5,5501980000000,0,0,11972.859375,11813.464358477782,11776.659311573212,32348226,0,Sub-Saharan Africa
2010,LSO,5,7,0.559,0.385,0.341,0.388,0.39,2234731974,1995575,26.81,6087160000000,0,0,11972.859375,11813.464358477782,11776.659311573212,38243360,0,Sub-Saharan Africa
2011,LSO,5.5,7,0.513,0.403,0.337,0.378,0.365,2337848144,2003793,26.04,6668540000000,26.00000036,0,11972.859375,11813.464358477782,11776.659311573212,45630008,0,Sub-Saharan Africa
2012,LSO,5.5,8,0.606,0.429,0.38,0.427,0.473,2485946655,2014988,25.3,7192930000000,0,0,11972.859375,11813.464358477782,11776.659311573212,59807748,0,Sub-Saharan Africa
2013,LSO,6,8,0.625,0.471,0.399,0.481,0.477,2530508031,2028528,24.58,7751550000000,0,0,11972.859375,11813.464358477782,11776.659311573212,57454036,0,Sub-Saharan Africa
2014,LSO,5.5,7,0.65,0.511,0.392,0.514,0.462,2573793484,2043448,24.47,8327160000000,0,0,11972.859375,11813.464358477782,11776.659311573212,53942172,0,Sub-Saharan Africa
2000,MDG,5,7,0.517,0.291,0.331,0.261,0.25,7733390473,15766806,5.8,2232180000000,152.9999981,0,9676.3251953125,9529.575970397185,9476.068391763809,35010228,0,Sub-Saharan Africa
2001,MDG,5,7,0.514,0.291,0.329,0.268,0.249,8195865456,16260933,5.35,2418250000000,0,0,9676.3251953125,9529.575970397185,9476.068391763809,55225352,0,Sub-Saharan Africa
2002,MDG,4.5,7,0.434,0.245,0.286,0.262,0.212,7178924839,16765122,5.2,2639120000000,22.99999991,0,9676.3251953125,9529.575970397185,9476.068391763809,22168950,0,Sub-Saharan Africa
2003,MDG,5,7,0.491,0.262,0.315,0.285,0.241,7881374890,17279139,5.01,2904040000000,105.0000013,0,9676.3251953125,9529.575970397185,9476.068391763809,120065336,0,Sub-Saharan Africa
2004,MDG,5,7,0.491,0.267,0.313,0.285,0.241,8295699053,17802992,3.72,3197740000000,395.0000105,0,9676.3251953125,9529.575970397185,9476.068391763809,158190128,0,Sub-Saharan Africa
2005,MDG,5,7,0.491,0.268,0.312,0.285,0.241,8690229650,18336722,2.62,3562110000000,106.9999996,0,9676.3251953125,9529.575970397185,9476.068391763809,148381744,0,Sub-Saharan Africa
2006,MDG,4.5,7,0.483,0.265,0.305,0.279,0.238,9159372432,18880265,2.84,4015240000000,4.000000002,0,9676.3251953125,9529.575970397185,9476.068391763809,167782592,0,Sub-Saharan Africa
2007,MDG,4.5,7,0.5,0.276,0.322,0.289,0.247,9682424275,19433520,3.06,4586650000000,10.99999999,0,9676.3251953125,9529.575970397185,9476.068391763809,239764128,0,Sub-Saharan Africa
2008,MDG,4.5,7,0.509,0.28,0.326,0.292,0.266,10332370458,19996476,3.34,5029290000000,104.9999997,0,9676.3251953125,9529.575970397185,9476.068391763809,452116800,0,Sub-Saharan Africa
2009,MDG,4.5,9,0.61,0.448,0.353,0.411,0.399,9921275541,20569115,3.88,5501980000000,27.00000005,0,9676.3251953125,9529.575970397185,9476.068391763809,307957440,0,Sub-Saharan Africa
2010,MDG,5,7,0.514,0.39,0.326,0.391,0.348,9982711030,21151640,4.28,6087160000000,0,0,9676.3251953125,9529.575970397185,9476.068391763809,282191392,0,Sub-Saharan Africa
2011,MDG,3.5,-1,0.344,0.252,0.205,0.261,0.235,10140281078,21743970,2.02,6668540000000,35.00000004,0,9676.3251953125,9529.575970397185,9476.068391763809,345588704,0,Sub-Saharan Africa
2012,MDG,4,5,0.49,0.328,0.292,0.348,0.287,10445619788,22346641,0.6,7192930000000,34.99999977,0,9676.3251953125,9529.575970397185,9476.068391763809,377350464,0,Sub-Saharan Africa
2013,MDG,3.5,-3,0.317,0.233,0.219,0.25,0.21,10685909460,22961259,0.94,7751550000000,51.00000008,0,9676.3251953125,9529.575970397185,9476.068391763809,451621792,0,Sub-Saharan Africa
2014,MDG,4.5,6,0.485,0.299,0.316,0.325,0.299,11042733589,23589897,1.33,8327160000000,16.99999998,0,9676.3251953125,9529.575970397185,9476.068391763809,504239008,0,Sub-Saharan Africa
2000,MKD,4.5,6,0.465,0.357,0.286,0.242,0.342,7021546709,2034823,32.2,2232180000000,0,0,7531.091796875,7872.9579314193725,7850.636545718075,9501882,0,Europe & Central Asia
2001,MKD,4,6,0.454,0.347,0.286,0.256,0.339,6806177853,2042844,30.52,2418250000000,0,1,7531.091796875,7872.9579314193725,7850.636545718075,13013667,0,Europe & Central Asia
2002,MKD,5,9,0.522,0.405,0.332,0.344,0.398,6907839381,2048930,31.94,2639120000000,0,0,7531.091796875,7872.9579314193725,7850.636545718075,16327080,0,Europe & Central Asia
2003,MKD,5,9,0.632,0.485,0.397,0.422,0.478,7061373134,2053426,36.69,2904040000000,2.000000001,0,7531.091796875,7872.9579314193725,7850.636545718075,29592258,0,Europe & Central Asia
2004,MKD,5,9,0.637,0.491,0.434,0.405,0.49,7391428039,2057044,37.16,3197740000000,0,0,7531.091796875,7872.9579314193725,7850.636545718075,44797196,0,Europe & Central Asia
2005,MKD,5,9,0.612,0.474,0.417,0.399,0.475,7740605652,2060280,37.25,3562110000000,1,0,7531.091796875,7872.9579314193725,7850.636545718075,63264620,0,Europe & Central Asia
2006,MKD,5,9,0.622,0.48,0.422,0.411,0.481,8138242512,2063132,36.03,4015240000000,0,0,7531.091796875,7872.9579314193725,7850.636545718075,75756104,0,Europe & Central Asia
2007,MKD,5,9,0.619,0.471,0.415,0.362,0.477,8665070571,2065408,34.93,4586650000000,0,0,7531.091796875,7872.9579314193725,7850.636545718075,122767496,0,Europe & Central Asia
2008,MKD,5,9,0.582,0.441,0.391,0.348,0.444,9139223354,2067309,33.76,5029290000000,0,0,7531.091796875,7872.9579314193725,7850.636545718075,171226368,0,Europe & Central Asia
2009,MKD,5.5,9,0.672,0.512,0.342,0.511,0.476,9106448741,2069030,32.18,5501980000000,1.000000016,0,7531.091796875,7872.9579314193725,7850.636545718075,186192464,0,Europe & Central Asia
2010,MKD,5,8,0.603,0.405,0.385,0.378,0.465,9412311666,2070737,32.02,6087160000000,0,0,7531.091796875,7872.9579314193725,7850.636545718075,185972720,0,Europe & Central Asia
2011,MKD,5.5,9,0.623,0.461,0.397,0.444,0.477,9632549033,2072484,31.38,6668540000000,0.999999999,0,7531.091796875,7872.9579314193725,7850.636545718075,63093788,0,Europe & Central Asia
2012,MKD,5.5,9,0.612,0.469,0.4,0.431,0.481,9588606960,2074275,31.02,7192930000000,0,0,7531.091796875,7872.9579314193725,7850.636545718075,61801084,0,Europe & Central Asia
2013,MKD,5,9,0.599,0.448,0.379,0.415,0.435,9869098420,2076065,29,7751550000000,1,0,7531.091796875,7872.9579314193725,7850.636545718075,44666760,0,Europe & Central Asia
2014,MKD,4.5,8,0.529,0.324,0.347,0.362,0.383,10227260192,2077780,28.03,8327160000000,0,0,7531.091796875,7872.9579314193725,7850.636545718075,51241360,0,Europe & Central Asia
2000,MLI,5.5,6,0.513,0.389,0.358,0.434,0.367,6075764625,10946448,5.33,2232180000000,15.00000004,0,11841.599609375,12010.717867402649,11992.161057516334,48736168,0,Sub-Saharan Africa
2001,MLI,5.5,6,0.513,0.389,0.357,0.434,0.367,7009988743,11271603,6.1,2418250000000,1.999999999,0,11841.599609375,12010.717867402649,11992.161057516334,17523576,0,Sub-Saharan Africa
2002,MLI,5.5,7,0.594,0.418,0.407,0.479,0.421,7227740601,11616890,6.97,2639120000000,1.999999999,0,11841.599609375,12010.717867402649,11992.161057516334,15869365,0,Sub-Saharan Africa
2003,MLI,6,7,0.625,0.44,0.425,0.502,0.442,7886841302,11982692,7.86,2904040000000,0,0,11841.599609375,12010.717867402649,11992.161057516334,23716936,0,Sub-Saharan Africa
2004,MLI,6,7,0.625,0.44,0.423,0.502,0.442,8009875921,12369078,8.75,3197740000000,0,0,11841.599609375,12010.717867402649,11992.161057516334,35280444,0,Sub-Saharan Africa
2005,MLI,6,7,0.625,0.44,0.421,0.502,0.442,8533303592,12775509,9.76,3562110000000,0,0,11841.599609375,12010.717867402649,11992.161057516334,39972808,0,Sub-Saharan Africa
2006,MLI,6,7,0.625,0.44,0.419,0.502,0.442,8931142153,13203378,10.72,4015240000000,1,0,11841.599609375,12010.717867402649,11992.161057516334,44797624,0,Sub-Saharan Africa
2007,MLI,5.5,7,0.611,0.429,0.409,0.493,0.432,9243162037,13651455,11.71,4586650000000,18.00000003,1,11841.599609375,12010.717867402649,11992.161057516334,68868584,0,Sub-Saharan Africa
2008,MLI,5.5,7,0.596,0.422,0.398,0.481,0.423,9684351571,14113578,10.23,5029290000000,0,1,11841.599609375,12010.717867402649,11992.161057516334,100229000,0,Sub-Saharan Africa
2009,MLI,5.5,8,0.697,0.548,0.434,0.605,0.514,10149812717,14581427,9.28,5501980000000,24.99999993,1,11841.599609375,12010.717867402649,11992.161057516334,118895600,0,Sub-Saharan Africa
2010,MLI,5.5,5,0.635,0.44,0.398,0.521,0.432,10689167195,15049352,8.07,6087160000000,0,0,11841.599609375,12010.717867402649,11992.161057516334,163442464,0,Sub-Saharan Africa
2011,MLI,5.5,7,0.62,0.466,0.391,0.487,0.432,11032624437,15514593,6.9,6668540000000,1,0,11841.599609375,12010.717867402649,11992.161057516334,204302576,0,Sub-Saharan Africa
2012,MLI,5.5,7,0.617,0.449,0.36,0.457,0.408,10940310648,15979492,6.62,7192930000000,0,1,11841.599609375,12010.717867402649,11992.161057516334,202206592,0,Sub-Saharan Africa
2013,MLI,5.5,5,0.604,0.429,0.355,0.494,0.443,11191398248,16449854,6.35,7751550000000,37.00000023,1,11841.599609375,12010.717867402649,11992.161057516334,193159088,0,Sub-Saharan Africa
2014,MLI,5.5,7,0.611,0.466,0.397,0.501,0.441,11984273436,16934213,6.38,8327160000000,0,1,11841.599609375,12010.717867402649,11992.161057516334,198511952,0,Sub-Saharan Africa
2000,NER,4,5,0.544,0.401,0.282,0.425,0.383,4863999084,11331561,1.48,2232180000000,2,0,11024.166015625,10977.152125023651,10952.09500513278,12364674,0,Sub-Saharan Africa
2001,NER,4,5,0.549,0.404,0.286,0.427,0.387,5217521099,11751364,1.47,2418250000000,4.000000002,0,11024.166015625,10977.152125023651,10952.09500513278,14465635,0,Sub-Saharan Africa
2002,NER,4,5,0.549,0.404,0.286,0.435,0.387,5474143339,12189988,1.86,2639120000000,3.999999998,0,11024.166015625,10977.152125023651,10952.09500513278,25937960,0,Sub-Saharan Africa
2003,NER,4,5,0.549,0.404,0.298,0.435,0.387,5592965663,12647983,2.28,2904040000000,7.000000006,0,11024.166015625,10977.152125023651,10952.09500513278,31762736,0,Sub-Saharan Africa
2004,NER,5,6,0.552,0.406,0.351,0.443,0.389,5613312960,13125914,2.69,3197740000000,0,0,11024.166015625,10977.152125023651,10952.09500513278,16434447,0,Sub-Saharan Africa
2005,NER,5,6,0.57,0.418,0.36,0.457,0.402,6024873704,13624474,3.1,3562110000000,0,0,11024.166015625,10977.152125023651,10952.09500513278,20518500,0,Sub-Saharan Africa
2006,NER,5,6,0.572,0.419,0.361,0.457,0.403,6382211974,14143969,2.33,4015240000000,4.000000001,0,11024.166015625,10977.152125023651,10952.09500513278,42903084,0,Sub-Saharan Africa
2007,NER,4.5,6,0.572,0.419,0.36,0.457,0.41,6582787287,14685404,1.7,4586650000000,6.999999997,1,11024.166015625,10977.152125023651,10952.09500513278,16895992,0,Sub-Saharan Africa
2008,NER,4.5,6,0.573,0.421,0.359,0.454,0.41,7091729840,15250913,1.22,5029290000000,7.000000009,1,11024.166015625,10977.152125023651,10952.09500513278,99768800,0,Sub-Saharan Africa
2009,NER,4.5,6,0.568,0.427,0.353,0.46,0.388,7230912194,15843131,0.91,5501980000000,3,0,11024.166015625,10977.152125023651,10952.09500513278,200563104,0,Sub-Saharan Africa
2010,NER,4.5,6,0.473,0.324,0.295,0.396,0.305,7851191899,16464025,0.58,6087160000000,4.999999999,0,11024.166015625,10977.152125023651,10952.09500513278,195119296,0,Sub-Saharan Africa
2011,NER,4,8,0.513,0.399,0.298,0.362,0.339,8036303921,17114770,0.32,6668540000000,16.00000002,0,11024.166015625,10977.152125023651,10952.09500513278,97586936,0,Sub-Saharan Africa
2012,NER,4.5,6,0.514,0.398,0.31,0.389,0.34,8884049167,17795209,2.18,7192930000000,91.0000018,0,11024.166015625,10977.152125023651,10952.09500513278,111692904,0,Sub-Saharan Africa
2013,NER,4.5,6,0.475,0.324,0.293,0.348,0.305,9356247986,18504287,1.22,7751550000000,32.00000013,0,11024.166015625,10977.152125023651,10952.09500513278,129732856,0,Sub-Saharan Africa
2014,NER,4.5,5,0.487,0.36,0.308,0.358,0.35,9977702763,19240182,0.52,8327160000000,36.00000015,0,11024.166015625,10977.152125023651,10952.09500513278,159828128,0,Sub-Saharan Africa
2000,NGA,4,4,0.474,0.324,0.318,0.378,0.274,168314000000,122283853,3.83,2232180000000,36.00000002,0,11466.0625,11356.994600437927,11329.17625481151,645789824,0,Sub-Saharan Africa
2001,NGA,3.5,4,0.474,0.324,0.318,0.378,0.274,178274000000,125394046,3.82,2418250000000,200.0000006,0,11466.0625,11356.994600437927,11329.17625481151,365937312,0,Sub-Saharan Africa
2002,NGA,3.5,4,0.474,0.324,0.318,0.378,0.274,205602000000,128596079,3.85,2639120000000,0,0,11466.0625,11356.994600437927,11329.17625481151,493248576,0,Sub-Saharan Africa
2003,NGA,4,4,0.432,0.302,0.296,0.353,0.255,220708000000,131900634,3.84,2904040000000,15.99999999,0,11466.0625,11356.994600437927,11329.17625481151,653685248,0,Sub-Saharan Africa
2004,NGA,4,4,0.416,0.293,0.288,0.343,0.247,241125000000,135320420,3.81,3197740000000,93.99999988,1,11466.0625,11356.994600437927,11329.17625481151,1032935616,0,Sub-Saharan Africa
2005,NGA,4,4,0.416,0.293,0.288,0.343,0.247,256649000000,138865014,3.77,3562110000000,60.00000002,0,11466.0625,11356.994600437927,11329.17625481151,1394684928,0,Sub-Saharan Africa
2006,NGA,4,4,0.417,0.294,0.289,0.345,0.249,272201000000,142538305,3.69,4015240000000,39.99999997,0,11466.0625,11356.994600437927,11329.17625481151,1707223168,0,Sub-Saharan Africa
2007,NGA,4,4,0.408,0.298,0.284,0.339,0.245,290142000000,146339971,3.62,4586650000000,90.99999996,0,11466.0625,11356.994600437927,11329.17625481151,2089151872,0,Sub-Saharan Africa
2008,NGA,3.5,4,0.411,0.301,0.284,0.34,0.249,309769000000,150269622,3.59,5029290000000,0,0,11466.0625,11356.994600437927,11329.17625481151,4043816192,0,Sub-Saharan Africa
2009,NGA,4,4,0.417,0.265,0.284,0.324,0.248,334665000000,154324939,3.75,5501980000000,31,1,11466.0625,11356.994600437927,11329.17625481151,3867780352,0,Sub-Saharan Africa
2010,NGA,5,7,0.615,0.441,0.361,0.461,0.391,361457000000,158503203,3.77,6087160000000,40.00000001,0,11466.0625,11356.994600437927,11329.17625481151,4765852160,0,Sub-Saharan Africa
2011,NGA,5,7,0.568,0.405,0.362,0.437,0.335,380642000000,162805080,3.77,6668540000000,185.0000002,1,11466.0625,11356.994600437927,11329.17625481151,6316806144,0,Sub-Saharan Africa
2012,NGA,4,6,0.426,0.3,0.278,0.325,0.243,396744000000,167228803,3.74,7192930000000,377.9999962,1,11466.0625,11356.994600437927,11329.17625481151,6481388544,0,Sub-Saharan Africa
2013,NGA,4.5,7,0.634,0.449,0.393,0.528,0.397,423212000000,171765819,3.7,7751550000000,19,1,11466.0625,11356.994600437927,11329.17625481151,8475380736,0,Sub-Saharan Africa
2014,NGA,5,7,0.634,0.427,0.392,0.493,0.425,449915000000,176404931,4.56,8327160000000,15,1,11466.0625,11356.994600437927,11329.17625481151,10327884800,0,Sub-Saharan Africa
2000,SUR,6.5,9,0.794,0.684,0.515,0.649,0.584,2696863364,470944,12.69,2232180000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,6153268,0,Latin America & Caribbean
2001,SUR,6.5,10,0.793,0.683,0.511,0.65,0.587,2810131626,476574,11.83,2418250000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,5973609.5,0,Latin America & Caribbean
2002,SUR,6.5,10,0.793,0.683,0.508,0.65,0.587,2888815337,482228,11.08,2639120000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,5466998,0,Latin America & Caribbean
2003,SUR,6.5,10,0.793,0.683,0.506,0.65,0.587,3070810677,487938,10.3,2904040000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,5462625.5,0,Latin America & Caribbean
2004,SUR,6.5,10,0.793,0.683,0.504,0.65,0.587,3331829593,493680,9.49,3197740000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,6318101,0,Latin America & Caribbean
2005,SUR,6,10,0.788,0.677,0.498,0.644,0.582,3481761947,499461,9.28,3562110000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,10620516,0,Latin America & Caribbean
2006,SUR,6,10,0.784,0.674,0.497,0.64,0.578,3683479343,505292,9,4015240000000,3.000000073,0,14866.916015625,15231.127102104187,15133.595784122605,9579122,0,Latin America & Caribbean
2007,SUR,6,9,0.782,0.673,0.498,0.638,0.579,3871759941,511181,8.74,4586650000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,11895823,0,Latin America & Caribbean
2008,SUR,6,10,0.784,0.676,0.496,0.639,0.58,4032182695,517122,8.56,5029290000000,1.99999998,0,14866.916015625,15231.127102104187,15133.595784122605,20561914,0,Latin America & Caribbean
2009,SUR,6,10,0.775,0.669,0.492,0.643,0.619,4153700530,523113,8.72,5501980000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,20621712,0,Latin America & Caribbean
2010,SUR,6.5,10,0.784,0.673,0.496,0.651,0.612,4368398048,529126,7.15,6087160000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,23756324,0,Latin America & Caribbean
2011,SUR,6,10,0.775,0.669,0.489,0.65,0.611,4623921716,535177,7.54,6668540000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,20365908,0,Latin America & Caribbean
2012,SUR,6,10,0.769,0.648,0.473,0.644,0.603,4748321396,541247,8.1,7192930000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,21789414,0,Latin America & Caribbean
2013,SUR,6,10,0.776,0.674,0.489,0.643,0.629,4887610614,547295,6.6,7751550000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,22247346,0,Latin America & Caribbean
2014,SUR,6,10,0.773,0.668,0.496,0.642,0.612,4900098613,553278,6.94,8327160000000,0,0,14866.916015625,15231.127102104187,15133.595784122605,118261824,0,Latin America & Caribbean
2000,TGO,3,-2,0.294,0.166,0.123,0.203,0.263,2751022118,4924406,4.46,2232180000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,1012733.688,0,Sub-Saharan Africa
2001,TGO,3,-2,0.294,0.166,0.129,0.2,0.263,2773675100,5062571,4.44,2418250000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,7004970.5,0,Sub-Saharan Africa
2002,TGO,2.5,-2,0.292,0.165,0.128,0.204,0.262,2879813177,5197040,4.48,2639120000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,7795900,0,Sub-Saharan Africa
2003,TGO,2.5,-2,0.296,0.167,0.128,0.204,0.264,3073341559,5330629,4.48,2904040000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,14356589,0,Sub-Saharan Africa
2004,TGO,2.5,-2,0.294,0.166,0.124,0.204,0.263,3043263831,5467770,4.43,3197740000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,25318666,0,Sub-Saharan Africa
2005,TGO,2.5,-4,0.329,0.153,0.145,0.278,0.269,2901256030,5611643,4.36,3562110000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,43139752,0,Sub-Saharan Africa
2006,TGO,2.5,-4,0.343,0.192,0.156,0.313,0.277,2978143147,5762881,4.23,4015240000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,47773812,0,Sub-Saharan Africa
2007,TGO,3,-4,0.363,0.203,0.167,0.335,0.288,2943146380,5920360,3.6,4586650000000,41.0000006,0,11656.857421875,11793.172435073851,11776.10806854348,61832292,0,Sub-Saharan Africa
2008,TGO,3,-4,0.472,0.25,0.211,0.401,0.35,3062704427,6083417,3.08,5029290000000,5.999999994,0,11656.857421875,11793.172435073851,11776.10806854348,76644272,0,Sub-Saharan Africa
2009,TGO,3,-2,0.364,0.176,0.148,0.295,0.248,3232314271,6250840,2.8,5501980000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,131391832,0,Sub-Saharan Africa
2010,TGO,3,-2,0.294,0.195,0.173,0.23,0.212,3429461495,6421674,2.39,6087160000000,22.00000004,0,11656.857421875,11793.172435073851,11776.10806854348,138252976,0,Sub-Saharan Africa
2011,TGO,3.5,-2,0.356,0.238,0.216,0.313,0.266,3648885268,6595939,1.98,6668540000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,189293232,0,Sub-Saharan Africa
2012,TGO,2.5,2,0.415,0.27,0.218,0.334,0.272,3887650332,6773807,2.05,7192930000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,170128832,0,Sub-Saharan Africa
2013,TGO,3.5,2,0.395,0.273,0.244,0.329,0.281,4125276858,6954721,2.12,7751550000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,224618240,0,Sub-Saharan Africa
2014,TGO,5,7,0.596,0.421,0.37,0.466,0.397,4369517529,7137997,2.16,8327160000000,0,0,11656.857421875,11793.172435073851,11776.10806854348,1026395136,0,Sub-Saharan Africa
2000,TON,4,4,0.412,0.291,0.226,0.336,0.305,336741490.1,97962,3.74,2232180000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,0,1,East Asia & Pacific
2001,TON,4,5,0.47,0.347,0.234,0.331,0.316,349365678.3,98482,4.17,2418250000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,894021,1,East Asia & Pacific
2002,TON,4,5,0.502,0.348,0.284,0.388,0.339,366302971.1,99023,4.68,2639120000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,3540552,1,East Asia & Pacific
2003,TON,4,5,0.468,0.313,0.265,0.358,0.308,374757410.4,99591,5.18,2904040000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,1376408.375,1,East Asia & Pacific
2004,TON,4,4,0.468,0.332,0.272,0.349,0.343,365723131.2,100214,3.48,3197740000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,3770526.5,1,East Asia & Pacific
2005,TON,4,5,0.445,0.31,0.223,0.325,0.305,366019490.9,100908,2.12,3562110000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,1778693.5,1,East Asia & Pacific
2006,TON,4,4,0.411,0.299,0.251,0.333,0.295,365475456.6,101714,1.09,4015240000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,2239492.5,1,East Asia & Pacific
2007,TON,4,-1,0.371,0.252,0.214,0.313,0.264,366466243.4,102577,1.19,4586650000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,4024714,1,East Asia & Pacific
2008,TON,4,4,0.418,0.262,0.224,0.327,0.295,383874011.7,103384,1.31,5029290000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,4357875,1,East Asia & Pacific
2009,TON,4.5,5,0.443,0.328,0.234,0.372,0.264,363915983.2,103897,1.56,5501980000000,8.999999769,0,9809.154296875,9531.453544361115,9513.128524075397,5645357,1,East Asia & Pacific
2010,TON,5,5,0.486,0.375,0.261,0.384,0.331,366840012.4,103981,1.75,6087160000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,6939377,1,East Asia & Pacific
2011,TON,4,-1,0.412,0.291,0.227,0.325,0.304,391852177.5,103558,1.92,6668540000000,0,0,9809.154296875,9531.453544361115,9513.128524075397,9115704,1,East Asia & Pacific
