year,recipient_iso3,pmm_fh,pmm_polity,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2010,CPV,7,10,0.79,0.696,0.492,0.692,0.622,1664310770,492644,10.67,6087160000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,20619900,0,Sub-Saharan Africa
2011,CPV,6.5,9,0.769,0.677,0.462,0.669,0.603,1730365372,498858,10.93,6668540000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,34000016,0,Sub-Saharan Africa
2012,CPV,7,10,0.772,0.684,0.492,0.669,0.629,1749086512,505241,11.21,7192930000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,40033576,0,Sub-Saharan Africa
2013,CPV,7,9,0.762,0.657,0.47,0.669,0.583,1763128136,511740,11.49,7751550000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,43039400,0,Sub-Saharan Africa
2014,CPV,7,9,0.762,0.681,0.47,0.681,0.614,1773904599,518276,11.69,8327160000000,0,0,12655.1513671875,12958.151399031067,12943.160401354797,34242848,0,Sub-Saharan Africa
2000,ERI,2,-6,0.122,0.028,0.014,0.042,0.162,1456092119,2292413,6.87,2232180000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,6715841.5,0,Sub-Saharan Africa
2001,ERI,1.5,-7,0.104,0.017,0.012,0.039,0.157,1583579325,2374721,6.85,2418250000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,1967957.625,0,Sub-Saharan Africa
2002,ERI,1.5,-7,0.084,0.012,0.01,0.023,0.146,1631172681,2481059,6.89,2639120000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,4018684,0,Sub-Saharan Africa
2003,ERI,1.5,-7,0.067,0.006,0.008,0.022,0.143,1587856630,2600972,6.89,2904040000000,0,1,7878.10009765625,7953.8232305519105,7919.439387831823,3348384.5,0,Sub-Saharan Africa
2004,ERI,1.5,-7,0.067,0.006,0.008,0.022,0.143,1610908110,2719809,6.84,3197740000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,4100719.5,0,Sub-Saharan Africa
2005,ERI,1.5,-7,0.067,0.006,0.008,0.022,0.143,1652380126,2826653,6.76,3562110000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,4403834,0,Sub-Saharan Africa
2006,ERI,1.5,-7,0.067,0.006,0.008,0.022,0.143,1636364975,2918209,6.62,4015240000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,20622614,0,Sub-Saharan Africa
2007,ERI,1.5,-7,0.067,0.006,0.008,0.022,0.143,1659712994,2996540,6.5,4586650000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,13304931,0,Sub-Saharan Africa
2008,ERI,1.5,-7,0.067,0.006,0.008,0.022,0.143,1497342774,3062782,6.44,5029290000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,15728233,0,Sub-Saharan Africa
2009,ERI,1.5,-7,0.085,0.017,0.018,0.03,0.143,1555387289,3119920,6.72,5501980000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,25341038,0,Sub-Saharan Africa
2010,ERI,1.5,-7,0.07,0.014,0.018,0.022,0.143,1589515447,3170437,6.76,6087160000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,25107568,0,Sub-Saharan Africa
2011,ERI,2.5,-1,0.213,0.094,0.082,0.109,0.143,1727482211,3213969,6.76,6668540000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,92479600,0,Sub-Saharan Africa
2012,ERI,3.5,5,0.355,0.232,0.227,0.27,0.263,160916000000,29468923,6.77,7192930000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,33888336,0,Sub-Saharan Africa
2013,ERI,3,-4,0.211,0.113,0.098,0.138,0.149,177166000000,23356247,6.78,7751550000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,88245072,0,Sub-Saharan Africa
2014,ERI,2.5,-3,0.187,0.106,0.097,0.116,0.143,171522000000,24698821,6.71,8327160000000,0,0,7878.10009765625,7953.8232305519105,7919.439387831823,53030276,0,Sub-Saharan Africa
2000,ETH,3,1,0.244,0.114,0.095,0.146,0.166,13074915712,66224809,3.49,2232180000000,72.99999923,1,8315.98828125,8350.973072312927,8313.525353610197,177049520,0,Sub-Saharan Africa
2001,ETH,3,1,0.247,0.115,0.096,0.146,0.168,14160304516,68159422,3.28,2418250000000,5.000000058,1,8315.98828125,8350.973072312927,8313.525353610197,94448760,0,Sub-Saharan Africa
2002,ETH,3,1,0.247,0.115,0.096,0.147,0.168,14374794289,70142090,3.11,2639120000000,21.99999999,1,8315.98828125,8350.973072312927,8313.525353610197,96648584,0,Sub-Saharan Africa
2003,ETH,3,1,0.247,0.114,0.096,0.147,0.168,14064103275,72170581,2.92,2904040000000,118.999999,1,8315.98828125,8350.973072312927,8313.525353610197,139742832,0,Sub-Saharan Africa
2004,ETH,3,1,0.244,0.113,0.096,0.147,0.167,15972968197,74239508,2.71,3197740000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,158683312,0,Sub-Saharan Africa
2005,ETH,3,1,0.26,0.117,0.104,0.152,0.172,17860775923,76346310,2.5,3562110000000,211.0000025,1,8315.98828125,8350.973072312927,8313.525353610197,282764416,0,Sub-Saharan Africa
2006,ETH,3,1,0.245,0.113,0.092,0.147,0.165,19795942246,78489205,2.39,4015240000000,950.9996327,1,8315.98828125,8350.973072312927,8313.525353610197,345169152,0,Sub-Saharan Africa
2007,ETH,3,1,0.246,0.116,0.092,0.147,0.167,22063798449,80674343,2.29,4586650000000,22,1,8315.98828125,8350.973072312927,8313.525353610197,549759168,0,Sub-Saharan Africa
2008,ETH,3,1,0.246,0.116,0.092,0.147,0.164,24444156129,82916236,2.24,5029290000000,45.00000088,1,8315.98828125,8350.973072312927,8313.525353610197,627774848,0,Sub-Saharan Africa
2009,ETH,3.5,4,0.346,0.233,0.229,0.275,0.243,26595865977,85233923,2.35,5501980000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,884448896,0,Sub-Saharan Africa
2010,ETH,2.5,1,0.228,0.104,0.095,0.142,0.162,29933790334,87639962,2.34,6087160000000,19,1,8315.98828125,8350.973072312927,8313.525353610197,860890496,0,Sub-Saharan Africa
2011,ETH,3,-1,0.23,0.12,0.103,0.155,0.174,33279878090,90139928,2.3,6668540000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,615778112,0,Sub-Saharan Africa
2012,ETH,2.5,-2,0.211,0.111,0.095,0.14,0.149,36157859259,92726982,2.28,7192930000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,1065538368,0,Sub-Saharan Africa
2013,ETH,3.5,-1,0.308,0.214,0.169,0.227,0.215,39984181569,95385793,2.25,7751550000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,1313716608,0,Sub-Saharan Africa
2014,ETH,3,0,0.244,0.113,0.095,0.147,0.168,44085556179,98094264,2.22,8327160000000,0,1,8315.98828125,8350.973072312927,8313.525353610197,1952217088,0,Sub-Saharan Africa
2000,FJI,3.5,5,0.355,0.145,0.205,0.207,0.26,2689258989,811011,3.96,2232180000000,3.999999996,0,9104.001953125,8793.095305480194,8773.240119126749,23962818,0,East Asia & Pacific
2001,FJI,4.5,5,0.26,0.192,0.163,0.165,0.212,2743044173,813923,3.95,2418250000000,2.00000001,0,9104.001953125,8793.095305480194,8773.240119126749,19932848,0,East Asia & Pacific
2002,FJI,4.5,5,0.551,0.384,0.288,0.375,0.356,2830821562,815257,3.98,2639120000000,7.0000002,0,9104.001953125,8793.095305480194,8773.240119126749,22434506,1,East Asia & Pacific
2003,FJI,4.5,5,0.551,0.384,0.288,0.375,0.356,2859129759,816078,3.97,2904040000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,17507268,1,East Asia & Pacific
2004,FJI,4.5,6,0.551,0.384,0.288,0.375,0.356,3010663628,817864,3.94,3197740000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,19587926,1,East Asia & Pacific
2005,FJI,4.5,6,0.551,0.384,0.288,0.375,0.356,3031738285,821606,3.89,3562110000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,26076614,1,East Asia & Pacific
2006,FJI,3,-3,0.466,0.32,0.243,0.278,0.31,3087900748,827869,3.87,4015240000000,4.99999997,0,9104.001953125,8793.095305480194,8773.240119126749,40648644,1,East Asia & Pacific
2007,FJI,3,-4,0.145,0.115,0.086,0.08,0.152,3061633387,836185,3.87,4586650000000,5.999999999,0,9104.001953125,8793.095305480194,8773.240119126749,35010228,1,East Asia & Pacific
2008,FJI,3,-4,0.143,0.115,0.086,0.084,0.15,3093253760,845356,3.91,5029290000000,7.000000001,0,9104.001953125,8793.095305480194,8773.240119126749,53520544,1,East Asia & Pacific
2009,FJI,3.5,3,0.26,0.166,0.169,0.203,0.216,3050380096,853636,4.2,5501980000000,15.00000004,0,9104.001953125,8793.095305480194,8773.240119126749,68176296,1,East Asia & Pacific
2010,FJI,4,6,0.415,0.262,0.242,0.275,0.291,3140508836,859816,4.32,6087160000000,1.999999999,0,9104.001953125,8793.095305480194,8773.240119126749,90893704,1,East Asia & Pacific
2011,FJI,3,3,0.268,0.159,0.149,0.181,0.205,3225464092,863451,4.41,6668540000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,117583168,1,East Asia & Pacific
2012,FJI,4,6,0.513,0.361,0.31,0.388,0.353,3270985530,865065,4.42,7192930000000,2,0,9104.001953125,8793.095305480194,8773.240119126749,149302240,1,East Asia & Pacific
2013,FJI,4,6,0.475,0.364,0.297,0.347,0.343,3425841165,865602,4.44,7751550000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,172009328,1,East Asia & Pacific
2014,FJI,4.5,5,0.436,0.299,0.262,0.285,0.274,3617795881,866447,4.39,8327160000000,0,0,9104.001953125,8793.095305480194,8773.240119126749,192072448,1,East Asia & Pacific
2000,GAB,3.5,-4,0.344,0.2,0.235,0.289,0.256,12492736211,1228359,17.39,2232180000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,5988690,0,Sub-Saharan Africa
2001,GAB,3.5,-4,0.347,0.201,0.241,0.29,0.265,12759485289,1258008,17.29,2418250000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,4500670,0,Sub-Saharan Africa
2002,GAB,3.5,-4,0.351,0.204,0.242,0.294,0.266,12727709939,1288310,17.29,2639120000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,3451744.75,0,Sub-Saharan Africa
2003,GAB,3.5,-4,0.351,0.204,0.242,0.294,0.266,13013743584,1319946,17.22,2904040000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,5988690,0,Sub-Saharan Africa
2004,GAB,3.5,-4,0.351,0.204,0.241,0.294,0.266,13103478950,1353788,17.08,3197740000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,8466227,0,Sub-Saharan Africa
2005,GAB,3,-4,0.351,0.204,0.239,0.294,0.266,13454154690,1390550,16.91,3562110000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,24970678,0,Sub-Saharan Africa
2006,GAB,3,-4,0.354,0.205,0.239,0.294,0.268,13076553297,1430144,17.37,4015240000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,38199912,0,Sub-Saharan Africa
2007,GAB,3,-4,0.356,0.205,0.245,0.295,0.268,13862206745,1472565,17.84,4586650000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,56448248,0,Sub-Saharan Africa
2008,GAB,3,-4,0.356,0.205,0.243,0.295,0.268,13403585248,1518538,18.44,5029290000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,82721456,0,Sub-Saharan Africa
2009,GAB,3.5,6,0.412,0.245,0.224,0.296,0.268,13421054291,1568925,19.59,5501980000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,109271952,0,Sub-Saharan Africa
2010,GAB,3.5,-4,0.351,0.218,0.204,0.277,0.255,14372591916,1624146,20.39,6087160000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,160658944,0,Sub-Saharan Africa
2011,GAB,3.5,-4,0.343,0.201,0.243,0.279,0.249,15391860684,1684629,20.38,6668540000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,185185120,0,Sub-Saharan Africa
2012,GAB,2.5,-5,0.35,0.201,0.216,0.268,0.265,16200099128,1749677,20.4,7192930000000,1.000000002,0,11432.4658203125,11538.466724612426,11516.923232877925,297402304,0,Sub-Saharan Africa
2013,GAB,3,-3,0.356,0.208,0.222,0.294,0.265,17113573956,1817070,20.41,7751550000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,306000416,0,Sub-Saharan Africa
2014,GAB,3.5,-2,0.356,0.218,0.245,0.292,0.255,17852018587,1883801,20.3,8327160000000,0,0,11432.4658203125,11538.466724612426,11516.923232877925,288175232,0,Sub-Saharan Africa
2000,GEO,4,5,0.379,0.21,0.127,0.245,0.296,6660152863,4077131,10.82,2232180000000,0,0,5852.9169921875,6211.790137905121,6181.17076524954,56159600,0,Europe & Central Asia
2001,GEO,4,5,0.387,0.213,0.129,0.25,0.301,6980203397,4014373,11.16,2418250000000,0,0,5852.9169921875,6211.790137905121,6181.17076524954,2661779,0,Europe & Central Asia
2002,GEO,4,5,0.387,0.213,0.125,0.252,0.301,7362288339,3978515,12.59,2639120000000,5.999999998,0,5852.9169921875,6211.790137905121,6181.17076524954,5816456,0,Europe & Central Asia
