year,recipient,recipient_iso3,aid,count,freq,govt_visits,mil_visits,total_visits,pmm_fh,pmm_polity,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2008,Cambodia,KHM,85948168.43218,944,0.29,10,2,12,2.5,2,0.318,0.12,0.188,0.189,0.115,10600425244,13883835,0.83,5029290000000,0,0,3351.08935546875,2975.502792490387,2792.264835637203,507756896,1,East Asia & Pacific
2009,Cambodia,KHM,494806652.026,2958,0.56,14,1,15,NA,NA,NA,NA,NA,NA,NA,10609615491,14093605,0.58,5501980000000,19.00000003,0,3351.08935546875,2975.502792490387,2792.264835637203,565764288,1,East Asia & Pacific
2010,Cambodia,KHM,2335705483.99438,3069,0.51,14,2,16,NA,NA,NA,NA,NA,NA,NA,11242275199,14312205,0.77,6087160000000,7.999999988,0,3351.08935546875,2975.502792490387,2792.264835637203,766835904,1,East Asia & Pacific
2011,Cambodia,KHM,484166818.103135,3712,0.7,11,0,11,NA,NA,NA,NA,NA,NA,NA,12037055708,14541421,0.58,6668540000000,247.0000017,0,3351.08935546875,2975.502792490387,2792.264835637203,1084944256,1,East Asia & Pacific
2012,Cambodia,KHM,444257726.8381,2629,0.59,14,1,15,NA,NA,NA,NA,NA,NA,NA,12917367180,14780454,0.51,7192930000000,13.99999997,0,3351.08935546875,2975.502792490387,2792.264835637203,1368470400,1,East Asia & Pacific
2013,Cambodia,KHM,2306533925.48231,2108,0.58,8,2,10,NA,NA,NA,NA,NA,NA,NA,13867654630,15026330,0.44,7751550000000,200.0000042,0,3351.08935546875,2975.502792490387,2792.264835637203,1920556544,1,East Asia & Pacific
2014,Cambodia,KHM,164521374.355,1407,0.45,10,0,10,NA,NA,NA,NA,NA,NA,NA,14858161722,15274506,0.69,8327160000000,44.99999983,0,3351.08935546875,2975.502792490387,2792.264835637203,2190210048,1,East Asia & Pacific
2000,Lebanon,LBN,1392288.877,1885,0.83,0,0,0,2.5,NA,0.33,0.197,0.114,0.247,0.236,21967850867,3842774,8.31,2232180000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,NA,0,Middle East & North Africa
2001,Lebanon,LBN,0,1181,0.51,0,0,0,2.5,NA,0.363,0.211,0.124,0.261,0.252,22811343688,3990999,8.18,2418250000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,285405280,0,Middle East & North Africa
2002,Lebanon,LBN,0,1187,0.5,0,0,0,2.5,NA,0.357,0.209,0.122,0.259,0.251,23592210160,4182205,8.12,2639120000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,290194624,0,Middle East & North Africa
2003,Lebanon,LBN,13616355.3873,747,0.29,0,0,0,2.5,NA,0.357,0.209,0.122,0.259,0.249,24353553965,4388378,8.01,2904040000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,325021120,0,Middle East & North Africa
2004,Lebanon,LBN,0,650,0.24,0,0,0,2.5,NA,0.364,0.212,0.124,0.261,0.252,25980236115,4569377,7.85,3197740000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,392027808,0,Middle East & North Africa
2005,Lebanon,LBN,0,1230,0.48,0,0,0,3.5,7,0.405,0.235,0.211,0.32,0.271,26678007921,4698761,8.27,3562110000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,403939424,0,Middle East & North Africa
2006,Lebanon,LBN,4598527.482,4287,1.37,0,0,0,3.5,7,0.461,0.266,0.258,0.358,0.299,27091387656,4759760,8.62,4015240000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,408483776,0,Middle East & North Africa
2007,Lebanon,LBN,0,1840,0.62,0,0,0,3.5,7,0.465,0.271,0.256,0.358,0.301,29613764497,4767347,8.98,4586650000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,508757920,0,Middle East & North Africa
2008,Lebanon,LBN,0,1109,0.34,0,0,0,3.5,7,0.47,0.271,0.26,0.335,0.306,32299474785,4764745,7.45,5029290000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,756874240,0,Middle East & North Africa
2009,Lebanon,LBN,0,2151,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,35604407295,4813026,6.36,5501980000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,924164352,0,Middle East & North Africa
2010,Lebanon,LBN,0,2266,0.38,0,0,0,NA,NA,NA,NA,NA,NA,NA,38443907042,4953064,6.4,6087160000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,1060046848,0,Middle East & North Africa
2011,Lebanon,LBN,0,1596,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,38777346378,5202022,6.39,6668540000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,1013648640,0,Middle East & North Africa
2012,Lebanon,LBN,0,1946,0.44,0,0,0,NA,NA,NA,NA,NA,NA,NA,39762501340,5537620,6.4,7192930000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,1121917568,0,Middle East & North Africa
2013,Lebanon,LBN,0,1945,0.54,0,0,0,NA,NA,NA,NA,NA,NA,NA,41277859525,5913016,6.41,7751550000000,0,0,6983.57080078125,7226.938535015869,7200.37374510794,1750317184,0,Middle East & North Africa
2014,Lebanon,LBN,0,1052,0.34,0,0,0,NA,NA,NA,NA,NA,NA,NA,42293856738,6261046,6.35,8327160000000,0,1,6983.57080078125,7226.938535015869,7200.37374510794,1509534336,0,Middle East & North Africa
2000,St. Lucia,LCA,47269066.83,23,0.01,0,0,0,6.5,NA,NA,NA,NA,NA,NA,1229867084,156737,16.49,2232180000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,NA,0,Latin America & Caribbean
2001,St. Lucia,LCA,0,7,0,0,0,0,6.5,NA,NA,NA,NA,NA,NA,1187952427,158184,18.34,2418250000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,2309936.25,0,Latin America & Caribbean
2002,St. Lucia,LCA,0,19,0.01,0,0,0,6.5,NA,NA,NA,NA,NA,NA,1192899661,159392,20.39,2639120000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,1972844.875,0,Latin America & Caribbean
2003,St. Lucia,LCA,0,19,0.01,0,0,0,6.5,NA,NA,NA,NA,NA,NA,1243772197,160530,22.18,2904040000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,1033485.25,0,Latin America & Caribbean
2004,St. Lucia,LCA,0,33,0.01,0,0,0,6.5,NA,NA,NA,NA,NA,NA,1334162207,161821,20.97,3197740000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,1378394.5,0,Latin America & Caribbean
2005,St. Lucia,LCA,0,36,0.01,0,0,0,7,NA,NA,NA,NA,NA,NA,1328688077,163408,18.7,3562110000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,1500999.5,0,Latin America & Caribbean
2006,St. Lucia,LCA,0,10,0,0,0,0,7,NA,NA,NA,NA,NA,NA,1411003722,165378,16,4015240000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,2464278.75,0,Latin America & Caribbean
2007,St. Lucia,LCA,0,25,0.01,0,0,0,7,NA,NA,NA,NA,NA,NA,1434872523,167644,14,4586650000000,0.999999994,0,14025.1533203125,14466.534247927855,14439.672581110004,3760284.5,0,Latin America & Caribbean
2008,St. Lucia,LCA,0,17,0.01,0,0,0,7,NA,NA,NA,NA,NA,NA,1505888983,170011,12.72,5029290000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,3840291.25,0,Latin America & Caribbean
2009,St. Lucia,LCA,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1463288897,172223,15.37,5501980000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,4792375,0,Latin America & Caribbean
2010,St. Lucia,LCA,0,56,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,1486758037,174092,17.11,6087160000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,5772992,0,Latin America & Caribbean
2011,St. Lucia,LCA,0,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1568283096,175538,18.86,6668540000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,6969595,0,Latin America & Caribbean
2012,St. Lucia,LCA,0,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1565148855,176654,19.06,7192930000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,20044674,0,Latin America & Caribbean
2013,St. Lucia,LCA,0,26,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,1515465120,177505,22.21,7751550000000,6.00000037,0,14025.1533203125,14466.534247927855,14439.672581110004,13952286,0,Latin America & Caribbean
2014,St. Lucia,LCA,0,19,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,1542117088,178307,21.41,8327160000000,0,0,14025.1533203125,14466.534247927855,14439.672581110004,19989758,0,Latin America & Caribbean
2000,Morocco,MAR,0,611,0.27,0,0,0,3.5,-6,0.246,0.225,0.138,0.221,0.178,57519650790,28793672,13.58,2232180000000,5.999999999,0,9951.10546875,10347.962383141326,10326.552637582407,NA,0,Middle East & North Africa
2001,Morocco,MAR,0,527,0.23,0,0,0,3,-6,0.248,0.23,0.14,0.221,0.178,61730070508,29126323,12.46,2418250000000,14.99999999,0,9951.10546875,10347.962383141326,10326.552637582407,193357232,0,Middle East & North Africa
2002,Morocco,MAR,2946683.4599,625,0.26,0,0,0,3,-6,0.252,0.232,0.14,0.222,0.189,63656943581,29454765,11.59,2639120000000,79.99999971,0,9951.10546875,10347.962383141326,10326.552637582407,227228800,0,Middle East & North Africa
2003,Morocco,MAR,0,585,0.23,0,0,0,3,-6,0.262,0.232,0.142,0.227,0.193,67451637211,29782884,11.92,2904040000000,35.00000021,0,9951.10546875,10347.962383141326,10326.552637582407,297829184,0,Middle East & North Africa
2004,Morocco,MAR,32424691.484,696,0.26,0,0,0,3.5,-6,0.262,0.232,0.141,0.227,0.193,70687304633,30115196,10.83,3197740000000,628.000063,0,9951.10546875,10347.962383141326,10326.552637582407,406615168,0,Middle East & North Africa
2005,Morocco,MAR,0,475,0.19,0,0,0,3.5,-6,0.273,0.24,0.15,0.231,0.199,73014076005,30455563,11.01,3562110000000,3.00000001,0,9951.10546875,10347.962383141326,10326.552637582407,576760896,0,Middle East & North Africa
2006,Morocco,MAR,4600836.614,460,0.15,0,0,0,3.5,-6,0.271,0.238,0.148,0.23,0.198,78544623311,30804689,9.67,4015240000000,16.99999998,0,9951.10546875,10347.962383141326,10326.552637582407,675038080,0,Middle East & North Africa
2007,Morocco,MAR,0,683,0.23,0,0,0,3.5,-6,0.274,0.24,0.148,0.231,0.198,81318500634,31163670,9.56,4586650000000,0,0,9951.10546875,10347.962383141326,10326.552637582407,916981696,0,Middle East & North Africa
2008,Morocco,MAR,0,494,0.15,0,0,0,3.5,-6,0.276,0.245,0.153,0.232,0.199,86135221236,31536807,9.57,5029290000000,38.99999997,0,9951.10546875,10347.962383141326,10326.552637582407,1288057088,0,Middle East & North Africa
2009,Morocco,MAR,1852786.569,689,0.13,0,0,0,NA,NA,NA,NA,NA,NA,NA,89790590993,31929087,8.96,5501980000000,30.00000013,0,9951.10546875,10347.962383141326,10326.552637582407,1641868416,0,Middle East & North Africa
2010,Morocco,MAR,0,729,0.12,0,0,0,NA,NA,NA,NA,NA,NA,NA,93216746662,32343384,9.09,6087160000000,41.99999994,0,9951.10546875,10347.962383141326,10326.552637582407,1814851840,0,Middle East & North Africa
2011,Morocco,MAR,275276856.8,782,0.15,0,0,0,NA,NA,NA,NA,NA,NA,NA,98106615022,32781860,8.91,6668540000000,0,0,9951.10546875,10347.962383141326,10326.552637582407,1781123584,0,Middle East & North Africa
2012,Morocco,MAR,0,846,0.19,0,0,0,NA,NA,NA,NA,NA,NA,NA,101060000000,33241898,8.99,7192930000000,0,0,9951.10546875,10347.962383141326,10326.552637582407,1865057792,0,Middle East & North Africa
2013,Morocco,MAR,308186093.76600003,600,0.17,0,0,0,NA,NA,NA,NA,NA,NA,NA,105643000000,33715705,9.23,7751550000000,0,0,9951.10546875,10347.962383141326,10326.552637582407,1986774272,0,Middle East & North Africa
2014,Morocco,MAR,400000000,517,0.17,0,0,0,NA,NA,NA,NA,NA,NA,NA,108463000000,34192358,9.7,8327160000000,59.99999987,0,9951.10546875,10347.962383141326,10326.552637582407,2115465472,0,Middle East & North Africa
2000,Moldova,MDA,0,179,0.08,0,0,0,5,7,0.594,0.453,0.369,0.391,0.432,4229636600,2923783,8.46,2232180000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,NA,0,Europe & Central Asia
2001,Moldova,MDA,2728188.671,179,0.08,0,0,0,5,8,0.529,0.374,0.31,0.292,0.393,4487644450,2917252,7.29,2418250000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,5842048.5,0,Europe & Central Asia
2002,Moldova,MDA,0,89,0.04,0,0,0,4.5,8,0.513,0.394,0.298,0.253,0.383,4837680701,2910504,6.8,2639120000000,1,0,6742.6064453125,7088.328879702759,7063.512715442044,7901121,0,Europe & Central Asia
2003,Moldova,MDA,3525270.0029999996,115,0.05,0,0,0,4.5,8,0.513,0.394,0.298,0.25,0.375,5156967630,2902320,7.95,2904040000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,13151856,0,Europe & Central Asia
2004,Moldova,MDA,0,96,0.04,0,0,0,4.5,8,0.523,0.399,0.301,0.264,0.384,5538583218,2895147,8.17,3197740000000,1.000000104,0,6742.6064453125,7088.328879702759,7063.512715442044,20590932,0,Europe & Central Asia
2005,Moldova,MDA,2356952.616,164,0.06,0,0,0,4.5,8,0.473,0.368,0.273,0.264,0.353,5953976967,2888111,7.29,3562110000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,40638252,0,Europe & Central Asia
2006,Moldova,MDA,0,192,0.06,0,0,0,4.5,8,0.461,0.361,0.265,0.261,0.348,6239767853,2880095,7.38,4015240000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,63514068,0,Europe & Central Asia
2007,Moldova,MDA,3255063.785,168,0.06,0,0,0,4.5,8,0.46,0.36,0.267,0.26,0.349,6426960903,2873429,5.07,4586650000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,101407240,0,Europe & Central Asia
2008,Moldova,MDA,0,178,0.06,0,0,0,4,8,0.462,0.361,0.268,0.259,0.351,6928263863,2867964,3.98,5029290000000,2.999999998,0,6742.6064453125,7088.328879702759,7063.512715442044,177049520,0,Europe & Central Asia
2009,Moldova,MDA,4125580.3145,448,0.08,0,0,0,NA,NA,NA,NA,NA,NA,NA,6512568011,2864346,6.4,5501980000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,158249088,0,Europe & Central Asia
2010,Moldova,MDA,3715356.31,322,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,6974960345,2861487,7.45,6087160000000,1,0,6742.6064453125,7088.328879702759,7063.512715442044,207217648,0,Europe & Central Asia
2011,Moldova,MDA,0,172,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,7380775145,2859833,6.68,6668540000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,249505360,0,Europe & Central Asia
2012,Moldova,MDA,66083811.13,186,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,7337248195,2859458,5.58,7192930000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,263186736,0,Europe & Central Asia
2013,Moldova,MDA,0,200,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,8000819052,2858692,5.1,7751550000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,306322784,0,Europe & Central Asia
2014,Moldova,MDA,0,203,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,8400830055,2856950,3.86,8327160000000,0,0,6742.6064453125,7088.328879702759,7063.512715442044,292419616,0,Europe & Central Asia
2000,Myanmar (Burma),MMR,321260251.85940003,1067,0.47,22,2,24,1,-7,0.09,0.018,0.047,0.035,0.072,16622791715,46719698,0.82,2232180000000,0,1,3234.0791015625,2887.055048995018,2698.9125203541125,NA,0,East Asia & Pacific
2001,Myanmar (Burma),MMR,0,1076,0.46,14,2,16,1,-7,0.09,0.018,0.047,0.035,0.072,18508480721,47225119,0.82,2418250000000,50.99999996,1,3234.0791015625,2887.055048995018,2698.9125203541125,380154816,0,East Asia & Pacific
2002,Myanmar (Burma),MMR,162732688,1479,0.62,0,0,0,1,-7,0.09,0.018,0.047,0.035,0.072,20734220556,47702163,0.83,2639120000000,21.00000002,1,3234.0791015625,2887.055048995018,2698.9125203541125,532000224,0,East Asia & Pacific
2003,Myanmar (Burma),MMR,455325835.03202,1377,0.54,9,0,9,1,-7,0.09,0.018,0.047,0.038,0.072,23604665405,48148907,0.83,2904040000000,0,1,3234.0791015625,2887.055048995018,2698.9125203541125,611705216,1,East Asia & Pacific
2004,Myanmar (Burma),MMR,422865150.988,1398,0.52,8,0,8,1,-8,0.09,0.018,0.047,0.038,0.072,26806558393,48564489,0.82,3197740000000,306.9999995,1,3234.0791015625,2887.055048995018,2698.9125203541125,563876224,1,East Asia & Pacific
2005,Myanmar (Burma),MMR,3091751.8983,1438,0.56,14,0,14,1,-8,0.09,0.018,0.047,0.038,0.072,30443926904,48949931,0.79,3562110000000,17.00000001,1,3234.0791015625,2887.055048995018,2698.9125203541125,565617920,1,East Asia & Pacific
2006,Myanmar (Burma),MMR,417845468.70030004,1411,0.45,16,1,17,1,-8,0.09,0.018,0.047,0.038,0.073,34424805650,49301049,0.75,4015240000000,58.99999988,1,3234.0791015625,2887.055048995018,2698.9125203541125,721723584,1,East Asia & Pacific
2007,Myanmar (Burma),MMR,0,1821,0.61,5,0,5,1,-8,0.091,0.018,0.047,0.039,0.073,38552833926,49621479,0.72,4586650000000,5,1,3234.0791015625,2887.055048995018,2698.9125203541125,930135680,1,East Asia & Pacific
2008,Myanmar (Burma),MMR,8021664.602200001,1319,0.41,6,1,7,1,-8,0.09,0.018,0.052,0.039,0.072,42506544782,49929642,0.71,5029290000000,138366.4963,1,3234.0791015625,2887.055048995018,2698.9125203541125,1184268416,1,East Asia & Pacific
2009,Myanmar (Burma),MMR,11139639.49666,3686,0.69,5,0,5,NA,NA,NA,NA,NA,NA,NA,46990989123,50250366,0.78,5501980000000,23.99999997,1,3234.0791015625,2887.055048995018,2698.9125203541125,1609310208,1,East Asia & Pacific
2010,Myanmar (Burma),MMR,0,3711,0.62,3,0,3,NA,NA,NA,NA,NA,NA,NA,51518307518,50600827,0.79,6087160000000,45.00000004,1,3234.0791015625,2887.055048995018,2698.9125203541125,2477918976,1,East Asia & Pacific
2011,Myanmar (Burma),MMR,554993.6629,3591,0.68,4,0,4,NA,NA,NA,NA,NA,NA,NA,54398944605,50990612,0.79,6668540000000,224.9999979,1,3234.0791015625,2887.055048995018,2698.9125203541125,3312603392,1,East Asia & Pacific
2012,Myanmar (Burma),MMR,11768638.34835,3744,0.85,6,0,6,NA,NA,NA,NA,NA,NA,NA,58387839939,51413703,0.79,7192930000000,39.99999992,1,3234.0791015625,2887.055048995018,2698.9125203541125,3951783168,1,East Asia & Pacific
2013,Myanmar (Burma),MMR,203196674.07902,2459,0.68,4,0,4,NA,NA,NA,NA,NA,NA,NA,63307599931,51852464,0.8,7751550000000,23.00000002,1,3234.0791015625,2887.055048995018,2698.9125203541125,5171019264,1,East Asia & Pacific
2014,Myanmar (Burma),MMR,121908.3846,1694,0.54,15,0,15,NA,NA,NA,NA,NA,NA,NA,68366456808,52280816,0.78,8327160000000,0,1,3234.0791015625,2887.055048995018,2698.9125203541125,6267154432,1,East Asia & Pacific
2000,Mongolia,MNG,0,342,0.15,7,4,11,5.5,10,0.683,0.549,0.4,0.594,0.548,3837047132,2397417,6.18,2232180000000,23.00000024,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,NA,1,East Asia & Pacific
2001,Mongolia,MNG,12360303.31,333,0.14,8,3,11,5.5,10,0.674,0.541,0.397,0.593,0.541,3950344027,2419594,6.16,2418250000000,16.0000001,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,94580056,1,East Asia & Pacific
2002,Mongolia,MNG,26919062.251000002,320,0.13,4,0,4,6,10,0.683,0.548,0.4,0.599,0.547,4137312960,2443261,6.2,2639120000000,1.5,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,111643080,1,East Asia & Pacific
2003,Mongolia,MNG,1330967.737,237,0.09,2,0,2,6,10,0.681,0.549,0.4,0.597,0.546,4427116614,2468765,6.8,2904040000000,16.49999995,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,114248080,1,East Asia & Pacific
2004,Mongolia,MNG,0,207,0.08,3,0,3,6,10,0.679,0.547,0.399,0.6,0.531,4897515726,2496394,6.96,3197740000000,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,139475248,1,East Asia & Pacific
2005,Mongolia,MNG,0,354,0.14,5,0,5,6,10,0.679,0.548,0.399,0.611,0.532,5252765132,2526429,7.09,3562110000000,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,166785792,1,East Asia & Pacific
2006,Mongolia,MNG,1384153.924,480,0.15,8,0,8,6,10,0.696,0.559,0.408,0.624,0.544,5702204050,2558854,7.14,4015240000000,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,198367328,1,East Asia & Pacific
2007,Mongolia,MNG,11114371.876,320,0.11,8,1,9,6,10,0.693,0.557,0.407,0.62,0.542,6286566854,2593819,7.2,4586650000000,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,284339808,1,East Asia & Pacific
2008,Mongolia,MNG,31750906.46,601,0.19,8,1,9,6,10,0.67,0.536,0.397,0.6,0.527,6846094436,2631899,5.57,5029290000000,52.0000004,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,488879680,1,East Asia & Pacific
2009,Mongolia,MNG,0,694,0.13,9,2,11,NA,NA,NA,NA,NA,NA,NA,6759244954,2673794,5.86,5501980000000,25.9999998,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,341288448,1,East Asia & Pacific
2010,Mongolia,MNG,1983447.9638,1029,0.17,9,2,11,NA,NA,NA,NA,NA,NA,NA,7189481824,2719902,6.55,6087160000000,11.00000024,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,1031700416,1,East Asia & Pacific
2011,Mongolia,MNG,555148270.1231999,752,0.14,7,0,7,NA,NA,NA,NA,NA,NA,NA,8432599136,2770357,4.77,6668540000000,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,1876648320,1,East Asia & Pacific
2012,Mongolia,MNG,211807087,677,0.15,5,0,5,NA,NA,NA,NA,NA,NA,NA,9471480158,2824698,3.91,7192930000000,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,1847123456,1,East Asia & Pacific
2013,Mongolia,MNG,0,367,0.1,8,0,8,NA,NA,NA,NA,NA,NA,NA,10574804943,2881783,4.23,7751550000000,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,1723118848,1,East Asia & Pacific
2014,Mongolia,MNG,459000000,364,0.12,8,0,8,NA,NA,NA,NA,NA,NA,NA,11408652157,2940111,4.8,8327160000000,0,0,1172.0472412109375,1783.0820525332451,1635.5865050143009,1481098752,1,East Asia & Pacific
2000,Mozambique,MOZ,464096.2925,728,0.32,0,0,0,4.5,6,0.436,0.314,0.27,0.309,0.292,5131979555,17711925,2.85,2232180000000,832.0000315,0,11347.111328125,10668.881508901977,10602.692703675963,NA,0,Sub-Saharan Africa
2001,Mozambique,MOZ,50357815.8838,709,0.3,0,0,0,4.5,6,0.436,0.314,0.28,0.317,0.292,5752275478,18221884,2.88,2418250000000,78.99999904,0,11347.111328125,10668.881508901977,10602.692703675963,15098118,0,Sub-Saharan Africa
2002,Mozambique,MOZ,271221.1467,752,0.32,0,0,0,4.5,6,0.436,0.313,0.28,0.321,0.292,6286722378,18764147,2.95,2639120000000,2.999999999,0,11347.111328125,10668.881508901977,10602.692703675963,11046077,0,Sub-Saharan Africa
2003,Mozambique,MOZ,11897786.26,863,0.34,0,0,0,4.5,6,0.438,0.315,0.282,0.327,0.293,6719156643,19331097,3,2904040000000,48.99999986,0,11347.111328125,10668.881508901977,10602.692703675963,24888412,0,Sub-Saharan Africa
2004,Mozambique,MOZ,40185485.212,653,0.24,0,0,0,4.5,6,0.442,0.315,0.282,0.329,0.295,7251072486,19910549,3.01,3197740000000,0,0,11347.111328125,10668.881508901977,10602.692703675963,22016516,0,Sub-Saharan Africa
2005,Mozambique,MOZ,93057449.79900001,478,0.19,0,0,0,4.5,6,0.487,0.337,0.293,0.354,0.314,7732972113,20493927,3.01,3562110000000,7.999999982,0,11347.111328125,10668.881508901977,10602.692703675963,34218676,0,Sub-Saharan Africa
2006,Mozambique,MOZ,128795557.71986,460,0.15,0,0,0,4.5,6,0.488,0.34,0.294,0.354,0.316,8482635358,21080108,2.97,4015240000000,12,0,11347.111328125,10668.881508901977,10602.692703675963,41588712,0,Sub-Saharan Africa
2007,Mozambique,MOZ,434762068.07,724,0.24,0,0,0,5,6,0.488,0.339,0.294,0.35,0.316,9138321546,21673319,2.94,4586650000000,53.99999937,0,11347.111328125,10668.881508901977,10602.692703675963,53536576,0,Sub-Saharan Africa
2008,Mozambique,MOZ,28957174.96,207,0.06,0,0,0,5,6,0.485,0.336,0.292,0.349,0.312,9807041557,22276596,2.95,5029290000000,31.50000013,0,11347.111328125,10668.881508901977,10602.692703675963,84909832,0,Sub-Saharan Africa
2009,Mozambique,MOZ,77015356.196,896,0.17,0,0,0,NA,NA,NA,NA,NA,NA,NA,10426669785,22894718,3.17,5501980000000,12.50000002,0,11347.111328125,10668.881508901977,10602.692703675963,111129656,0,Sub-Saharan Africa
2010,Mozambique,MOZ,134924090.10271,649,0.11,0,0,0,NA,NA,NA,NA,NA,NA,NA,11104648673,23531567,3.25,6087160000000,5.000000004,0,11347.111328125,10668.881508901977,10602.692703675963,84160456,0,Sub-Saharan Africa
2011,Mozambique,MOZ,792086955.7299999,795,0.15,0,0,0,NA,NA,NA,NA,NA,NA,NA,11928323142,24187500,3.3,6668540000000,23.00000006,0,11347.111328125,10668.881508901977,10602.692703675963,479533120,0,Sub-Saharan Africa
2012,Mozambique,MOZ,344927841.07699996,619,0.14,0,0,0,NA,NA,NA,NA,NA,NA,NA,12794133231,24862673,3.35,7192930000000,32.99999987,0,11347.111328125,10668.881508901977,10602.692703675963,655805056,0,Sub-Saharan Africa
2013,Mozambique,MOZ,474925496.314,493,0.14,0,0,0,NA,NA,NA,NA,NA,NA,NA,13685066406,25560752,3.41,7751550000000,127.500001,1,11347.111328125,10668.881508901977,10602.692703675963,842356800,0,Sub-Saharan Africa
2014,Mozambique,MOZ,253000000,424,0.14,0,0,0,NA,NA,NA,NA,NA,NA,NA,14697557795,26286192,3.41,8327160000000,13.5,0,11347.111328125,10668.881508901977,10602.692703675963,1316883968,0,Sub-Saharan Africa
2000,Mauritius,MUS,79560703.06,193,0.09,0,0,0,6.5,10,0.808,0.709,0.519,0.769,0.658,6721484096,1186873,9.24,2232180000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,NA,0,Sub-Saharan Africa
2001,Mauritius,MUS,5493468.14,187,0.08,0,0,0,6.5,10,0.807,0.709,0.52,0.768,0.659,6946488513,1196287,9.14,2418250000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,99046688,0,Sub-Saharan Africa
2002,Mauritius,MUS,32768217.877,233,0.1,0,0,0,6.5,10,0.812,0.714,0.523,0.773,0.662,7058668651,1204621,8.21,2639120000000,3.000000006,0,9054.787109375,8840.745537609862,8786.624215691925,121882952,0,Sub-Saharan Africa
2003,Mauritius,MUS,41411756.787,199,0.08,0,0,0,6.5,10,0.812,0.714,0.523,0.773,0.662,7476926214,1213370,8.3,2904040000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,122270232,0,Sub-Saharan Africa
