recipient_iso3,year,frequencies_by_year,counts_by_year,relevant
SEN,2013,0.39,30,1
SEN,2014,0.33,22,1
SEN,2015,0.29,15,1
SEN,2016,0.34,18,1
SEN,2017,0.26,14,1
SYC,2000,0.12,6,1
SYC,2001,0.13,6,1
SYC,2002,0.26,12,1
SYC,2003,0.11,6,1
SYC,2004,0.26,13,1
SYC,2005,0.18,9,1
SYC,2006,0.15,8,1
SYC,2007,0.15,7,1
SYC,2008,0.09,4,1
SYC,2009,0.1,10,1
SYC,2010,0.16,18,1
SYC,2011,0.06,6,1
SYC,2012,0.09,8,1
SYC,2013,0.01,1,1
SYC,2014,0.06,4,1
SYC,2015,0.1,5,1
SYC,2016,0.04,2,1
SYC,2017,0.09,5,1
SLE,2000,0.53,26,1
SLE,2001,0.56,27,1
SLE,2002,0.63,29,1
SLE,2003,0.23,12,1
SLE,2004,0.32,16,1
SLE,2005,0.14,7,1
SLE,2006,0.1,5,1
SLE,2007,0.19,9,1
SLE,2008,0.07,3,1
SLE,2009,0.17,17,1
SLE,2010,0.31,36,1
SLE,2011,0.09,10,1
SLE,2012,0.1,9,1
SLE,2013,0.25,19,1
SLE,2014,1.48,99,1
SLE,2015,0.69,36,1
SLE,2016,0.25,13,1
SLE,2017,0.24,13,1
ZAF,2000,3.43,168,1
ZAF,2001,3.62,173,1
ZAF,2002,4.68,214,1
ZAF,2003,2.7,143,1
ZAF,2004,2.4,121,1
ZAF,2005,2.67,134,1
ZAF,2006,2.69,139,1
ZAF,2007,2.79,134,1
ZAF,2008,1.37,61,1
ZAF,2009,2.01,196,1
ZAF,2010,1.52,175,1
ZAF,2011,2.29,248,1
ZAF,2012,2.48,232,1
ZAF,2013,3.62,278,1
ZAF,2014,1.81,121,1
ZAF,2015,2.73,143,1
ZAF,2016,2.77,146,1
ZAF,2017,2.73,146,1
SUR,2000,0.04,2,1
SUR,2001,0.02,1,1
SUR,2002,0.02,1,1
SUR,2003,0,0,1
SUR,2004,0.02,1,1
SUR,2005,0.02,1,1
SUR,2006,0.04,2,1
SUR,2007,0.02,1,1
SUR,2008,0.07,3,1
SUR,2009,0.01,1,1
SUR,2010,0.03,4,1
SUR,2011,0.03,3,1
SUR,2012,0.04,4,1
SUR,2013,0.03,2,1
SUR,2014,0.04,3,1
SUR,2015,0,0,1
SUR,2016,0.06,3,1
SUR,2017,0.02,1,1
TJK,2000,0.14,7,1
TJK,2001,0.4,19,1
TJK,2002,0.35,16,1
TJK,2003,0.09,5,1
TJK,2004,0.12,6,1
TJK,2005,0.22,11,1
TJK,2006,0.29,15,1
TJK,2007,0.25,12,1
TJK,2008,0.43,19,1
TJK,2009,0.29,28,1
TJK,2010,0.14,16,1
TJK,2011,0.28,30,1
TJK,2012,0.19,18,1
TJK,2013,0.27,21,1
TJK,2014,0.48,32,1
TJK,2015,0.3,16,1
TJK,2016,0.27,14,1
TJK,2017,0.36,19,1
MHL,2000,0.06,3,1
MHL,2001,0,0,1
MHL,2002,0,0,1
MHL,2003,0,0,1
MHL,2004,0.06,3,1
MHL,2005,0.04,2,1
MHL,2006,0.06,3,1
MHL,2007,0.06,3,1
MHL,2008,0.09,4,1
MHL,2009,0.06,6,1
MHL,2010,0.03,3,1
MHL,2011,0.06,6,1
MHL,2012,0.06,6,1
MHL,2013,0.18,14,1
MHL,2014,0.01,1,1
MHL,2015,0.17,9,1
MHL,2016,0,0,1
MHL,2017,0.02,1,1
PHL,2000,1.29,63,1
PHL,2001,1.27,61,1
PHL,2002,2.1,96,1
PHL,2003,2.42,128,1
PHL,2004,2.26,114,1
PHL,2005,2.04,102,1
PHL,2006,1.66,86,1
PHL,2007,1.58,76,1
PHL,2008,1.21,54,1
PHL,2009,2.33,227,1
PHL,2010,2.88,183,1
PHL,2011,2.05,221,1
PHL,2012,1.88,176,1
PHL,2013,3.27,251,1
PHL,2014,1.48,99,1
PHL,2015,1.47,77,1
PHL,2016,1.23,65,1
PHL,2017,1.05,56,1
SSD,2000,0.61,30,1
SSD,2001,0.71,34,1
SSD,2002,0.88,40,1
SSD,2003,0.72,38,1
SSD,2004,2.6,131,1
SSD,2005,1.98,99,1
SSD,2006,2.61,135,1
SSD,2007,2.33,112,1
SSD,2008,1.01,45,1
SSD,2009,1.33,129,1
SSD,2010,1.24,142,1
SSD,2011,0.87,94,1
SSD,2012,0.56,52,1
SSD,2013,0.87,67,1
SSD,2014,0.91,61,1
SSD,2015,0.78,41,1
SSD,2016,1.33,70,1
SSD,2017,2.54,136,1
TUN,2000,0.37,18,1
TUN,2001,0.33,16,1
TUN,2002,0.22,10,1
TUN,2003,0.15,8,1
TUN,2004,0.63,32,1
TUN,2005,0.32,16,1
TUN,2006,0.25,13,1
TUN,2007,0.08,4,1
TUN,2008,0.34,15,1
TUN,2009,0.29,28,1
TUN,2010,0.35,40,1
TUN,2011,1.87,202,1
TUN,2012,0.6,56,1
TUN,2013,0.23,18,1
TUN,2014,0.13,9,1
TUN,2015,0.38,20,1
TUN,2016,0.36,19,1
TUN,2017,0.77,41,1
UGA,2000,2.71,133,1
UGA,2001,3.13,150,1
UGA,2002,2.75,126,1
UGA,2003,3.94,209,1
UGA,2004,3.88,197,1
UGA,2005,3.09,155,1
UGA,2006,2.19,113,1
UGA,2007,2.1,101,1
UGA,2008,0.67,30,1
UGA,2009,0.93,91,1
UGA,2010,0.71,81,1
UGA,2011,0.68,74,1
UGA,2012,0.52,49,1
UGA,2013,0.78,60,1
UGA,2014,1.11,74,1
UGA,2015,0.86,45,1
UGA,2016,1.04,55,1
UGA,2017,1.46,78,1
UZB,2000,0.14,7,1
UZB,2001,0.29,14,1
UZB,2002,0.28,13,1
UZB,2003,0.23,12,1
UZB,2004,0.16,8,1
UZB,2005,0.22,11,1
UZB,2006,0.27,14,1
UZB,2007,0.25,12,1
UZB,2008,0.4,18,1
UZB,2009,0.37,36,1
UZB,2010,0.39,45,1
UZB,2011,0.31,33,1
UZB,2012,0.33,31,1
UZB,2013,0.26,20,1
UZB,2014,0.25,17,1
UZB,2015,0.23,12,1
UZB,2016,0.34,18,1
UZB,2017,0.19,10,1
VUT,2000,0.04,2,1
VUT,2001,0.02,1,1
VUT,2002,0.04,2,1
VUT,2003,0.02,1,1
VUT,2004,0.1,5,1
VUT,2005,0.1,5,1
VUT,2006,0.15,8,1
VUT,2007,0.06,3,1
VUT,2008,0.09,4,1
VUT,2009,0.16,16,1
VUT,2010,0.11,13,1
VUT,2011,0.16,17,1
VUT,2012,0.09,8,1
VUT,2013,0.16,12,1
VUT,2014,0.06,4,1
VUT,2015,0.23,12,1
VUT,2016,0.08,4,1
VUT,2017,0.06,3,1
VNM,2000,0,0,1
VNM,2001,0,0,1
VNM,2002,0,0,1
VNM,2003,0,0,1
VNM,2004,0,0,1
VNM,2005,0,0,1
VNM,2006,0,0,1
VNM,2007,0,0,1
VNM,2008,0,0,1
VNM,2009,0,0,1
VNM,2010,0,0,1
VNM,2011,0,0,1
VNM,2012,0,0,1
VNM,2013,0,0,1
VNM,2014,0,0,1
VNM,2015,0,0,1
VNM,2016,0.02,1,1
VNM,2017,0,0,1
YEM,2000,0.27,13,1
YEM,2001,0.1,5,1
YEM,2002,0.2,9,1
YEM,2003,0.04,2,1
YEM,2004,0.16,8,1
YEM,2005,0.08,4,1
YEM,2006,0.12,6,1
YEM,2007,0.08,4,1
YEM,2008,0.22,10,1
YEM,2009,0.4,39,1
YEM,2010,0.54,62,1
YEM,2011,0.75,81,1
YEM,2012,0.89,83,1
YEM,2013,0.44,34,1
YEM,2014,0.18,12,1
YEM,2015,1.62,85,1
YEM,2016,0.57,30,1
YEM,2017,0.79,42,1
ZMB,2000,2.06,101,1
ZMB,2001,1.61,77,1
ZMB,2002,2.63,120,1
ZMB,2003,2.3,122,1
ZMB,2004,2.2,111,1
ZMB,2005,1.6,80,1
ZMB,2006,3.02,156,1
ZMB,2007,3.39,163,1
ZMB,2008,0.31,14,1
ZMB,2009,1.56,152,1
ZMB,2010,0.67,77,1
ZMB,2011,0.77,83,1
ZMB,2012,0.59,55,1
ZMB,2013,0.62,48,1
ZMB,2014,0.51,34,1
ZMB,2015,0.78,41,1
ZMB,2016,1.04,55,1
ZMB,2017,1.03,55,1
ZWE,2000,2,98,1
ZWE,2001,2.15,103,1
ZWE,2002,2.87,131,1
ZWE,2003,1.92,102,1
ZWE,2004,1.69,85,1
ZWE,2005,1.28,64,1
ZWE,2006,1.9,98,1
ZWE,2007,1.98,95,1
ZWE,2008,1.08,48,1
ZWE,2009,1.64,160,1
ZWE,2010,0.68,78,1
ZWE,2011,0.53,57,1
ZWE,2012,0.66,62,1
ZWE,2013,0.51,39,1
ZWE,2014,0.7,47,1
ZWE,2015,0.9,47,1
ZWE,2016,0.62,33,1
ZWE,2017,0.86,46,1
ROU,2000,0.51,25,1
ROU,2001,0.46,22,1
ROU,2002,0.26,12,1
ROU,2003,0.28,15,1
ROU,2004,0.1,5,1
ROU,2005,0.26,13,1
ROU,2006,0.68,35,1
ROU,2007,0.83,40,1
ROU,2008,0.99,44,1
ROU,2009,0.68,66,1
ROU,2010,0.3,35,1
ROU,2011,0.44,48,1
ROU,2012,0.21,20,1
ROU,2013,0.69,53,1
ROU,2014,0.6,40,1
ROU,2015,0.53,28,1
ROU,2016,0.44,23,1
ROU,2017,0.58,31,1
RUS,2000,2.37,116,1
RUS,2001,3.15,151,1
RUS,2002,2.8,128,1
RUS,2003,3.28,174,1
RUS,2004,2.93,148,1
RUS,2005,2.87,144,1
RUS,2006,3.89,201,1
RUS,2007,3.31,159,1
RUS,2008,5.01,223,1
RUS,2009,3.03,295,1
RUS,2010,4.79,550,1
RUS,2011,4.14,448,1
RUS,2012,4.79,448,1
RUS,2013,5.98,459,1
RUS,2014,6.55,438,1
RUS,2015,5.01,263,1
RUS,2016,4.15,219,1
RUS,2017,4.26,228,1
SRB,2000,0.16,9,1
SRB,2001,0.19,9,1
SRB,2002,0.04,2,1
SRB,2003,0.08,4,1
SRB,2004,0.12,6,1
SRB,2005,0.28,14,1
SRB,2006,0.29,15,1
SRB,2007,0.48,23,1
SRB,2008,0.49,22,1
SRB,2009,0.39,38,1
SRB,2010,0.36,41,1
SRB,2011,0.31,33,1
SRB,2012,0.27,25,1
SRB,2013,0.31,24,1
SRB,2014,0.93,62,1
SRB,2015,0.71,37,1
SRB,2016,0.64,34,1
SRB,2017,0.8,43,1
SXM,2000,0,0,1
SXM,2001,0,0,1
SXM,2002,0,0,1
SXM,2003,0,0,1
SXM,2004,0,0,1
SXM,2005,0,0,1
SXM,2006,0,0,1
SXM,2007,0,0,1
SXM,2008,0.02,1,1
SXM,2009,0,0,1
SXM,2010,0,0,1
SXM,2011,0,0,1
SXM,2012,0,0,1
SXM,2013,0,0,1
SXM,2014,0,0,1
SXM,2015,0,0,1
SXM,2016,0,0,1
SXM,2017,0.02,1,1
VNM,2000,1.8,88,1
VNM,2001,2.55,122,1
VNM,2002,3.65,167,1
VNM,2003,2.83,150,1
VNM,2004,2.89,146,1
VNM,2005,3.01,151,1
VNM,2006,2.94,152,1
VNM,2007,3.2,154,1
VNM,2008,1.89,84,1
VNM,2009,2.69,262,1
VNM,2010,2.62,301,1
VNM,2011,3.22,348,1
VNM,2012,2.79,261,1
VNM,2013,2.94,226,1
VNM,2014,2.83,189,1
VNM,2015,1.81,95,1
VNM,2016,2.12,112,1
VNM,2017,1.79,96,1
SOM,2000,0.8,39,1
SOM,2001,0.4,19,1
SOM,2002,0.44,20,1
SOM,2003,0.36,19,1
SOM,2004,0.63,32,1
SOM,2005,1.02,51,1
SOM,2006,1.2,62,1
SOM,2007,1.6,77,1
SOM,2008,0.99,44,1
SOM,2009,1.86,181,1
SOM,2010,1,115,1
SOM,2011,2.22,240,1
SOM,2012,1.14,107,1
SOM,2013,1.05,81,1
SOM,2014,0.79,53,1
SOM,2015,0.88,46,1
SOM,2016,1,53,1
SOM,2017,1.85,99,1
SSD,2000,0,0,1
SSD,2001,0,0,1
SSD,2002,0,0,1
SSD,2003,0,0,1
SSD,2004,0,0,1
SSD,2005,0,0,1
SSD,2006,0.04,2,1
SSD,2007,0.12,6,1
SSD,2008,0,0,1
SSD,2009,0.02,2,1
SSD,2010,0.09,10,1
SSD,2011,0.35,38,1
SSD,2012,0.47,44,1
SSD,2013,0.65,50,1
SSD,2014,1.99,133,1
SSD,2015,0.32,17,1
SSD,2016,0.53,28,1
SSD,2017,1.76,94,1
ZWE,2000,0,0,1
ZWE,2001,0.02,1,1
ZWE,2002,0,0,1
ZWE,2003,0,0,1
ZWE,2004,0,0,1
ZWE,2005,0,0,1
ZWE,2006,0,0,1
ZWE,2007,0,0,1
ZWE,2008,0,0,1
ZWE,2009,0,0,1
ZWE,2010,0,0,1
ZWE,2011,0,0,1
ZWE,2012,0,0,1
ZWE,2013,0,0,1
ZWE,2014,0,0,1
ZWE,2015,0,0,1
ZWE,2016,0,0,1
ZWE,2017,0,0,1
ERI,2000,0.69,34,1
ERI,2001,0.4,19,1
ERI,2002,0.48,22,1
ERI,2003,0.28,15,1
ERI,2004,0.28,14,1
ERI,2005,0.22,11,1
ERI,2006,0.39,20,1
ERI,2007,0.1,5,1
ERI,2008,0.11,5,1
ERI,2009,0.16,16,1
ERI,2010,0.1,12,1
ERI,2011,0.17,18,1
ERI,2012,0,0,1
ERI,2013,0.16,12,1
ERI,2014,0.1,7,1
ERI,2015,0.1,5,1
ERI,2016,0.04,2,1
ERI,2017,0.17,9,1
ISR,2000,2.92,143,1
ISR,2001,3.3,158,1
ISR,2002,3.61,165,1
ISR,2003,2.24,119,1
ISR,2004,2.91,147,1
ISR,2005,2.35,118,1
ISR,2006,5.88,304,1
ISR,2007,2.79,134,1
ISR,2008,3.21,143,1
ISR,2009,3.37,328,1
ISR,2010,5.6,643,1
ISR,2011,3.18,344,1
ISR,2012,2.43,227,1
ISR,2013,2.32,178,1
ISR,2014,1.94,130,1
ISR,2015,1.28,67,1
ISR,2016,1.23,65,1
ISR,2017,1.44,77,1
OMN,2000,0.27,13,1
OMN,2001,0.21,10,1
OMN,2002,0.2,9,1
OMN,2003,0.21,11,1
OMN,2004,0.59,30,1
OMN,2005,0.08,4,1
OMN,2006,0.06,3,1
OMN,2007,0.12,6,1
OMN,2008,0.22,10,1
OMN,2009,0.25,24,1
OMN,2010,0.24,27,1
OMN,2011,0.13,14,1
OMN,2012,0.24,22,1
OMN,2013,0.16,12,1
OMN,2014,0.1,7,1
OMN,2015,0.48,25,1
OMN,2016,0.09,5,1
OMN,2017,0.17,9,1
SYR,2000,0.82,40,1
SYR,2001,0.56,27,1
SYR,2002,0.39,18,1
SYR,2003,0.72,38,1
SYR,2004,0.97,49,1
SYR,2005,0.98,49,1
SYR,2006,1.57,81,1
SYR,2007,1.58,76,1
SYR,2008,0.72,32,1
SYR,2009,0.73,71,1
SYR,2010,0.88,101,1
SYR,2011,1.07,116,1
SYR,2012,4.41,412,1
SYR,2013,4.79,368,1
SYR,2014,4.47,299,1
SYR,2015,0,0,1
SYR,2016,0,0,1
SYR,2017,0,0,1
TGO,2000,0.08,4,1
TGO,2001,0.13,6,1
TGO,2002,0.09,4,1
TGO,2003,0.08,4,1
TGO,2004,0.14,7,1
TGO,2005,0.1,5,1
TGO,2006,0.15,8,1
TGO,2007,0.58,28,1
TGO,2008,0.11,5,1
TGO,2009,0.21,20,1
TGO,2010,0.13,15,1
TGO,2011,0.06,6,1
TGO,2012,0.16,15,1
TGO,2013,0.09,7,1
TGO,2014,0.15,10,1
TGO,2015,0,0,1
TGO,2016,0,0,1
TGO,2017,0,0,1
TUR,2000,0.06,3,1
TUR,2001,0,0,1
TUR,2002,0.07,3,1
TUR,2003,0.1,5,1
TUR,2004,0.14,7,1
TUR,2005,0.1,5,1
TUR,2006,0.1,5,1
TUR,2007,0.12,6,1
TUR,2008,0.02,1,1
TUR,2009,0.06,6,1
TUR,2010,0.23,26,1
TUR,2011,0.19,20,1
TUR,2012,0.06,6,1
TUR,2013,0.13,10,1
TUR,2014,0.07,5,1
TUR,2015,0.04,2,1
TUR,2016,0.17,9,1
TUR,2017,0.09,5,1
TKM,2000,0.1,5,1
TKM,2001,0.17,8,1
TKM,2002,0.11,5,1
TKM,2003,0.02,1,1
TKM,2004,0.04,2,1
TKM,2005,0.1,5,1
TKM,2006,0,0,1
TKM,2007,0.12,6,1
TKM,2008,0.29,13,1
TKM,2009,0.21,20,1
TKM,2010,0.07,8,1
TKM,2011,0.11,12,1
TKM,2012,0.09,8,1
TKM,2013,0.26,20,1
TKM,2014,0.18,12,1
TKM,2015,0.08,4,1
TKM,2016,0.09,5,1
TKM,2017,0.04,2,1
UKR,2000,0.53,26,1
UKR,2001,0.42,20,1
UKR,2002,0.31,14,1
UKR,2003,0.19,10,1
UKR,2004,0.2,10,1
UKR,2005,0.34,17,1
UKR,2006,0.39,20,1
UKR,2007,0.37,18,1
UKR,2008,0.58,26,1
UKR,2009,0.39,38,1
UKR,2010,0.71,81,1
UKR,2011,0.75,81,1
UKR,2012,0.98,92,1
UKR,2013,1.25,96,1
UKR,2014,5.41,362,1
UKR,2015,1.94,102,1
UKR,2016,1.4,74,1
UKR,2017,1.59,85,1
COM,2000,0.02,1,1
COM,2001,0.02,1,1
COM,2002,0.02,1,1
COM,2003,0,0,1
COM,2004,0.16,8,1
COM,2005,0.04,2,1
COM,2006,0.1,5,1
COM,2007,0.04,2,1
COM,2008,0.02,1,1
COM,2009,0.04,4,1
COM,2010,0.07,8,1
COM,2011,0.04,4,1
COM,2012,0.02,2,1
COM,2013,0,0,1
COM,2014,0.09,6,1
COM,2015,0.02,1,1
COM,2016,0.11,6,1
COM,2017,0.04,2,1
TZA,2000,2.41,118,1
TZA,2001,3.3,158,1
TZA,2002,1.88,86,1
TZA,2003,1.81,96,1
TZA,2004,1.98,100,1
TZA,2005,1.52,76,1
TZA,2006,1.51,78,1
TZA,2007,1.48,71,1
TZA,2008,0.49,22,1
TZA,2009,1.06,103,1
TZA,2010,0.66,76,1
TZA,2011,0.52,56,1
TZA,2012,0.5,47,1
TZA,2013,0.61,47,1
TZA,2014,0.55,37,1
TZA,2015,0.97,51,1
TZA,2016,1.23,65,1
TZA,2017,1.42,76,1
