,country_mentioned,country_matched,recipient_iso,year,frequncies_by_year,counts_by_year,relevant
22666,"Federal Republic of Nigeria, Nigeria",Niger,NER,2003,2.3,122,1
22667,"Federal Republic of Nigeria, Nigeria",Niger,NER,2004,2.89,146,1
22668,"Federal Republic of Nigeria, Nigeria",Niger,NER,2005,2.21,111,1
22669,"Federal Republic of Nigeria, Nigeria",Niger,NER,2006,2.28,118,1
22670,"Federal Republic of Nigeria, Nigeria",Niger,NER,2007,2.37,114,1
22671,"Federal Republic of Nigeria, Nigeria",Niger,NER,2008,0.79,35,1
22672,"Federal Republic of Nigeria, Nigeria",Niger,NER,2009,1.51,147,1
22673,"Federal Republic of Nigeria, Nigeria",Niger,NER,2010,1.09,125,1
22674,"Federal Republic of Nigeria, Nigeria",Niger,NER,2011,1.12,121,1
22675,"Federal Republic of Nigeria, Nigeria",Niger,NER,2012,0.83,78,1
22676,"Federal Republic of Nigeria, Nigeria",Niger,NER,2013,1.02,78,1
22677,"Federal Republic of Nigeria, Nigeria",Niger,NER,2014,1.82,122,1
22678,"Federal Republic of Nigeria, Nigeria",Niger,NER,2015,1.37,72,1
22679,"Federal Republic of Nigeria, Nigeria",Niger,NER,2016,1.46,77,1
22680,"Federal Republic of Nigeria, Nigeria",Niger,NER,2017,1.18,63,1
22789,"Federative Republic of Brazil, Brazil",Brazil,BRA,2000,1.16,57,1
22790,"Federative Republic of Brazil, Brazil",Brazil,BRA,2001,1.34,64,1
22791,"Federative Republic of Brazil, Brazil",Brazil,BRA,2002,1.58,72,1
22792,"Federative Republic of Brazil, Brazil",Brazil,BRA,2003,1.21,64,1
22793,"Federative Republic of Brazil, Brazil",Brazil,BRA,2004,1.03,52,1
22794,"Federative Republic of Brazil, Brazil",Brazil,BRA,2005,1.46,73,1
22795,"Federative Republic of Brazil, Brazil",Brazil,BRA,2006,1.63,84,1
22796,"Federative Republic of Brazil, Brazil",Brazil,BRA,2007,2.27,109,1
22797,"Federative Republic of Brazil, Brazil",Brazil,BRA,2008,3.1,138,1
22798,"Federative Republic of Brazil, Brazil",Brazil,BRA,2009,2.66,259,1
22799,"Federative Republic of Brazil, Brazil",Brazil,BRA,2010,3.53,405,1
22800,"Federative Republic of Brazil, Brazil",Brazil,BRA,2011,3.08,333,1
22801,"Federative Republic of Brazil, Brazil",Brazil,BRA,2012,3.19,298,1
22802,"Federative Republic of Brazil, Brazil",Brazil,BRA,2013,3.42,263,1
22803,"Federative Republic of Brazil, Brazil",Brazil,BRA,2014,1.97,132,1
22804,"Federative Republic of Brazil, Brazil",Brazil,BRA,2015,2.46,129,1
22805,"Federative Republic of Brazil, Brazil",Brazil,BRA,2016,2.5,132,1
22806,"Federative Republic of Brazil, Brazil",Brazil,BRA,2017,2.09,112,1
23887,French Polynesia,French Polynesia,PYF,2000,NA,NA,1
23888,French Polynesia,French Polynesia,PYF,2001,NA,NA,1
23889,French Polynesia,French Polynesia,PYF,2002,NA,NA,1
23890,French Polynesia,French Polynesia,PYF,2003,NA,NA,1
23891,French Polynesia,French Polynesia,PYF,2004,NA,NA,1
23892,French Polynesia,French Polynesia,PYF,2005,NA,NA,1
23893,French Polynesia,French Polynesia,PYF,2006,NA,NA,1
23894,French Polynesia,French Polynesia,PYF,2007,NA,NA,1
23895,French Polynesia,French Polynesia,PYF,2008,NA,NA,1
23896,French Polynesia,French Polynesia,PYF,2009,NA,NA,1
23897,French Polynesia,French Polynesia,PYF,2010,NA,NA,1
23898,French Polynesia,French Polynesia,PYF,2011,NA,NA,1
23899,French Polynesia,French Polynesia,PYF,2012,NA,NA,1
23900,French Polynesia,French Polynesia,PYF,2013,NA,NA,1
23901,French Polynesia,French Polynesia,PYF,2014,NA,NA,1
23902,French Polynesia,French Polynesia,PYF,2015,NA,NA,1
23903,French Polynesia,French Polynesia,PYF,2016,0.02,1,1
23904,French Polynesia,French Polynesia,PYF,2017,NA,NA,1
24337,"Gabonese Republic, Gabon",Gabon,GAB,2000,0.14,7,1
24338,"Gabonese Republic, Gabon",Gabon,GAB,2001,0.15,7,1
24339,"Gabonese Republic, Gabon",Gabon,GAB,2002,0.11,5,1
24340,"Gabonese Republic, Gabon",Gabon,GAB,2003,0.13,7,1
24341,"Gabonese Republic, Gabon",Gabon,GAB,2004,0.28,14,1
24342,"Gabonese Republic, Gabon",Gabon,GAB,2005,0.16,8,1
24343,"Gabonese Republic, Gabon",Gabon,GAB,2006,0.23,12,1
24344,"Gabonese Republic, Gabon",Gabon,GAB,2007,0.1,5,1
24345,"Gabonese Republic, Gabon",Gabon,GAB,2008,0.11,5,1
24346,"Gabonese Republic, Gabon",Gabon,GAB,2009,0.21,20,1
24347,"Gabonese Republic, Gabon",Gabon,GAB,2010,0.09,10,1
24348,"Gabonese Republic, Gabon",Gabon,GAB,2011,0.11,12,1
24349,"Gabonese Republic, Gabon",Gabon,GAB,2012,0.15,14,1
24350,"Gabonese Republic, Gabon",Gabon,GAB,2013,0.16,12,1
24351,"Gabonese Republic, Gabon",Gabon,GAB,2014,0.03,2,1
24352,"Gabonese Republic, Gabon",Gabon,GAB,2015,NA,NA,1
24353,"Gabonese Republic, Gabon",Gabon,GAB,2016,NA,NA,1
24354,"Gabonese Republic, Gabon",Gabon,GAB,2017,NA,NA,1
24445,Gambia,Gambia,GMB,2000,0.08,4,1
24446,Gambia,Gambia,GMB,2001,0.04,2,1
24447,Gambia,Gambia,GMB,2002,NA,NA,1
24448,Gambia,Gambia,GMB,2003,0.04,2,1
24449,Gambia,Gambia,GMB,2004,0.02,1,1
24450,Gambia,Gambia,GMB,2005,0.04,2,1
24451,Gambia,Gambia,GMB,2006,0.02,1,1
24452,Gambia,Gambia,GMB,2007,0.08,4,1
24453,Gambia,Gambia,GMB,2008,NA,NA,1
24454,Gambia,Gambia,GMB,2009,NA,NA,1
24455,Gambia,Gambia,GMB,2010,0.09,10,1
24456,Gambia,Gambia,GMB,2011,0.05,5,1
24457,Gambia,Gambia,GMB,2012,0.05,5,1
24458,Gambia,Gambia,GMB,2013,0.14,11,1
24459,Gambia,Gambia,GMB,2014,0.07,5,1
24460,Gambia,Gambia,GMB,2015,0.04,2,1
24461,Gambia,Gambia,GMB,2016,0.02,1,1
24462,Gambia,Gambia,GMB,2017,0.22,12,1
24985,Georgia,Georgia,GEO,2000,0.27,13,1
24986,Georgia,Georgia,GEO,2001,0.31,15,1
24987,Georgia,Georgia,GEO,2002,0.09,4,1
24988,Georgia,Georgia,GEO,2003,0.36,19,1
24989,Georgia,Georgia,GEO,2004,0.38,19,1
24990,Georgia,Georgia,GEO,2005,0.22,11,1
24991,Georgia,Georgia,GEO,2006,0.12,6,1
24992,Georgia,Georgia,GEO,2007,0.19,9,1
24993,Georgia,Georgia,GEO,2008,1.05,47,1
24994,Georgia,Georgia,GEO,2009,0.39,38,1
24995,Georgia,Georgia,GEO,2010,0.26,30,1
24996,Georgia,Georgia,GEO,2011,0.45,49,1
24997,Georgia,Georgia,GEO,2012,0.59,55,1
24998,Georgia,Georgia,GEO,2013,0.27,21,1
24999,Georgia,Georgia,GEO,2014,0.27,18,1
25000,Georgia,Georgia,GEO,2015,0.32,17,1
25001,Georgia,Georgia,GEO,2016,0.21,11,1
25002,Georgia,Georgia,GEO,2017,0.47,25,1
26263,Grenada,Grenada,GRD,2000,NA,NA,1
26264,Grenada,Grenada,GRD,2001,0.02,1,1
26265,Grenada,Grenada,GRD,2002,NA,NA,1
26266,Grenada,Grenada,GRD,2003,NA,NA,1
26267,Grenada,Grenada,GRD,2004,0.24,12,1
26268,Grenada,Grenada,GRD,2005,0.06,3,1
26269,Grenada,Grenada,GRD,2006,0.02,1,1
26270,Grenada,Grenada,GRD,2007,0.02,1,1
26271,Grenada,Grenada,GRD,2008,0.04,2,1
26272,Grenada,Grenada,GRD,2009,0.02,2,1
26273,Grenada,Grenada,GRD,2010,0.02,2,1
26274,Grenada,Grenada,GRD,2011,0.02,2,1
26275,Grenada,Grenada,GRD,2012,0.02,2,1
26276,Grenada,Grenada,GRD,2013,NA,NA,1
26277,Grenada,Grenada,GRD,2014,0.04,3,1
26278,Grenada,Grenada,GRD,2015,NA,NA,1
26279,Grenada,Grenada,GRD,2016,NA,NA,1
26280,Grenada,Grenada,GRD,2017,NA,NA,1
26443,Guam,Guam,GUM,2000,NA,NA,1
26444,Guam,Guam,GUM,2001,NA,NA,1
26445,Guam,Guam,GUM,2002,NA,NA,1
26446,Guam,Guam,GUM,2003,0.02,1,1
26447,Guam,Guam,GUM,2004,NA,NA,1
26448,Guam,Guam,GUM,2005,NA,NA,1
26449,Guam,Guam,GUM,2006,NA,NA,1
26450,Guam,Guam,GUM,2007,NA,NA,1
26451,Guam,Guam,GUM,2008,NA,NA,1
26452,Guam,Guam,GUM,2009,0.02,2,1
26453,Guam,Guam,GUM,2010,0.03,4,1
26454,Guam,Guam,GUM,2011,0.04,4,1
26455,Guam,Guam,GUM,2012,NA,NA,1
26456,Guam,Guam,GUM,2013,0.05,4,1
26457,Guam,Guam,GUM,2014,NA,NA,1
26458,Guam,Guam,GUM,2015,0.02,1,1
26459,Guam,Guam,GUM,2016,NA,NA,1
26460,Guam,Guam,GUM,2017,0.06,3,1
26965,Gulf of Guinea,Guinea,GIN,2000,NA,NA,1
26966,Gulf of Guinea,Guinea,GIN,2001,NA,NA,1
26967,Gulf of Guinea,Guinea,GIN,2002,NA,NA,1
26968,Gulf of Guinea,Guinea,GIN,2003,NA,NA,1
26969,Gulf of Guinea,Guinea,GIN,2004,NA,NA,1
26970,Gulf of Guinea,Guinea,GIN,2005,NA,NA,1
26971,Gulf of Guinea,Guinea,GIN,2006,NA,NA,1
26972,Gulf of Guinea,Guinea,GIN,2007,NA,NA,1
26973,Gulf of Guinea,Guinea,GIN,2008,NA,NA,1
26974,Gulf of Guinea,Guinea,GIN,2009,NA,NA,1
26975,Gulf of Guinea,Guinea,GIN,2010,NA,NA,1
26976,Gulf of Guinea,Guinea,GIN,2011,0.02,2,1
26977,Gulf of Guinea,Guinea,GIN,2012,NA,NA,1
26978,Gulf of Guinea,Guinea,GIN,2013,NA,NA,1
26979,Gulf of Guinea,Guinea,GIN,2014,NA,NA,1
26980,Gulf of Guinea,Guinea,GIN,2015,NA,NA,1
26981,Gulf of Guinea,Guinea,GIN,2016,NA,NA,1
26982,Gulf of Guinea,Guinea,GIN,2017,NA,NA,1
28387,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2000,0.94,46,1
28388,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2001,1.23,59,1
28389,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2002,0.85,39,1
28390,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2003,1.42,75,1
28391,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2004,1.7,86,1
28392,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2005,0.9,45,1
28393,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2006,1.28,66,1
28394,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2007,1.31,63,1
28395,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2008,1.36,61,1
28396,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2009,0.82,80,1
28397,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2010,0.92,106,1
28398,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2011,0.45,49,1
28399,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2012,1.24,116,1
28400,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2013,1.57,121,1
28401,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2014,1.3,87,1
28402,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2015,1.54,81,1
28403,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2016,1.1,58,1
28404,"Hashemite Kingdom of Jordan, Jordan",Jordan,JOR,2017,1.2,64,1
31465,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2000,0.12,6,1
31466,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2001,0.08,4,1
31467,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2002,0.31,14,1
31468,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2003,0.23,12,1
31469,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2004,0.28,14,1
31470,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2005,0.36,18,1
31471,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2006,0.45,23,1
31472,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2007,0.35,17,1
31473,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2008,0.36,16,1
31474,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2009,0.16,16,1
31475,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2010,0.3,34,1
31476,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2011,0.55,59,1
31477,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2012,0.25,23,1
31478,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2013,0.38,29,1
31479,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2014,0.16,11,1
31480,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2015,0.36,19,1
31481,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2016,0.17,9,1
31482,"Independent State of Papua New Guinea, Papua New Guinea",Papua New Guinea,PNG,2017,0.09,5,1
31501,"Independent State of Samoa, Samoa",Samoa,WSM,2000,0.04,2,1
31502,"Independent State of Samoa, Samoa",Samoa,WSM,2001,0.02,1,1
31503,"Independent State of Samoa, Samoa",Samoa,WSM,2002,NA,NA,1
31504,"Independent State of Samoa, Samoa",Samoa,WSM,2003,0.02,1,1
31505,"Independent State of Samoa, Samoa",Samoa,WSM,2004,0.14,7,1
31506,"Independent State of Samoa, Samoa",Samoa,WSM,2005,0.1,5,1
31507,"Independent State of Samoa, Samoa",Samoa,WSM,2006,0.12,6,1
31508,"Independent State of Samoa, Samoa",Samoa,WSM,2007,0.06,3,1
31509,"Independent State of Samoa, Samoa",Samoa,WSM,2008,NA,NA,1
31510,"Independent State of Samoa, Samoa",Samoa,WSM,2009,0.24,23,1
31511,"Independent State of Samoa, Samoa",Samoa,WSM,2010,0.03,4,1
31512,"Independent State of Samoa, Samoa",Samoa,WSM,2011,0.22,24,1
31513,"Independent State of Samoa, Samoa",Samoa,WSM,2012,0.19,18,1
31514,"Independent State of Samoa, Samoa",Samoa,WSM,2013,0.22,17,1
31515,"Independent State of Samoa, Samoa",Samoa,WSM,2014,0.18,12,1
31516,"Independent State of Samoa, Samoa",Samoa,WSM,2015,0.1,5,1
31517,"Independent State of Samoa, Samoa",Samoa,WSM,2016,0.08,4,1
31518,"Independent State of Samoa, Samoa",Samoa,WSM,2017,0.04,2,1
31843,Inner Mongolia,Mongolia,MNG,2000,0.02,1,1
31844,Inner Mongolia,Mongolia,MNG,2001,0.04,2,1
31845,Inner Mongolia,Mongolia,MNG,2002,0.02,1,1
31846,Inner Mongolia,Mongolia,MNG,2003,NA,NA,1
31847,Inner Mongolia,Mongolia,MNG,2004,0.02,1,1
31848,Inner Mongolia,Mongolia,MNG,2005,0.08,4,1
31849,Inner Mongolia,Mongolia,MNG,2006,NA,NA,1
31850,Inner Mongolia,Mongolia,MNG,2007,NA,NA,1
31851,Inner Mongolia,Mongolia,MNG,2008,NA,NA,1
31852,Inner Mongolia,Mongolia,MNG,2009,0.02,2,1
31853,Inner Mongolia,Mongolia,MNG,2010,NA,NA,1
31854,Inner Mongolia,Mongolia,MNG,2011,0.04,4,1
31855,Inner Mongolia,Mongolia,MNG,2012,NA,NA,1
31856,Inner Mongolia,Mongolia,MNG,2013,NA,NA,1
31857,Inner Mongolia,Mongolia,MNG,2014,0.03,2,1
31858,Inner Mongolia,Mongolia,MNG,2015,NA,NA,1
31859,Inner Mongolia,Mongolia,MNG,2016,NA,NA,1
31860,Inner Mongolia,Mongolia,MNG,2017,0.02,1,1
32635,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2000,0.24,12,1
32636,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2001,4.83,231,1
32637,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2002,4.68,214,1
32638,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2003,2.75,146,1
32639,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2004,2.34,118,1
32640,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2005,1.92,96,1
32641,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2006,1.92,99,1
32642,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2007,2.16,104,1
32643,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2008,1.91,85,1
32644,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2009,2.89,281,1
32645,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2010,2.18,250,1
32646,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2011,1.34,145,1
32647,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2012,1.36,127,1
32648,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2013,1.72,132,1
32649,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2014,1.54,103,1
32650,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2015,1.43,75,1
32651,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2016,1.16,61,1
32652,"Islamic Republic of Afghanistan, Afghanistan",Afghanistan,AFG,2017,1.07,57,1
32671,"Islamic Republic of Iran, Iran",Iran,IRN,2000,1.22,60,1
32672,"Islamic Republic of Iran, Iran",Iran,IRN,2001,1.44,69,1
32673,"Islamic Republic of Iran, Iran",Iran,IRN,2002,1.53,70,1
32674,"Islamic Republic of Iran, Iran",Iran,IRN,2003,1.79,95,1
32675,"Islamic Republic of Iran, Iran",Iran,IRN,2004,1.39,70,1
32676,"Islamic Republic of Iran, Iran",Iran,IRN,2005,1.14,57,1
32677,"Islamic Republic of Iran, Iran",Iran,IRN,2006,2.19,113,1
32678,"Islamic Republic of Iran, Iran",Iran,IRN,2007,1.73,83,1
32679,"Islamic Republic of Iran, Iran",Iran,IRN,2008,1.1,49,1
32680,"Islamic Republic of Iran, Iran",Iran,IRN,2009,1.3,127,1
32681,"Islamic Republic of Iran, Iran",Iran,IRN,2010,1.31,150,1
32682,"Islamic Republic of Iran, Iran",Iran,IRN,2011,1.23,133,1
32683,"Islamic Republic of Iran, Iran",Iran,IRN,2012,2.13,199,1
32684,"Islamic Republic of Iran, Iran",Iran,IRN,2013,1.37,105,1
32685,"Islamic Republic of Iran, Iran",Iran,IRN,2014,1.27,85,1
32686,"Islamic Republic of Iran, Iran",Iran,IRN,2015,1.79,94,1
32687,"Islamic Republic of Iran, Iran",Iran,IRN,2016,1.95,103,1
32688,"Islamic Republic of Iran, Iran",Iran,IRN,2017,2.04,109,1
32707,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2000,0.16,8,1
32708,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2001,0.04,2,1
32709,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2002,0.04,2,1
32710,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2003,0.08,4,1
32711,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2004,0.14,7,1
32712,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2005,0.12,6,1
32713,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2006,0.23,12,1
32714,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2007,0.25,12,1
32715,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2008,0.04,2,1
32716,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2009,0.22,21,1
32717,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2010,0.23,26,1
32718,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2011,0.15,16,1
32719,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2012,0.29,27,1
32720,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2013,0.25,19,1
32721,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2014,0.12,8,1
32722,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2015,0.11,6,1
32723,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2016,0.09,5,1
32724,"Islamic Republic of Mauritania, Mauritania",Mauritius,MUS,2017,0.15,8,1
32743,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2000,1.33,65,1
32744,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2001,2.55,122,1
32745,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2002,2.19,100,1
32746,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2003,1.83,97,1
32747,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2004,1.29,65,1
32748,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2005,3.33,167,1
32749,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2006,1.95,101,1
32750,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2007,1.66,80,1
32751,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2008,1.39,62,1
32752,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2009,2.49,242,1
32753,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2010,3.3,379,1
32754,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2011,1.93,209,1
32755,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2012,1.02,95,1
32756,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2013,1.24,95,1
32757,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2014,1.63,109,1
32758,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2015,1.56,82,1
32759,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2016,1.17,62,1
32760,"Islamic Republic of Pakistan, Pakistan",Pakistan,PAK,2017,1.23,66,1
33355,Jamaica,Jamaica,JAM,2000,0.06,3,1
33356,Jamaica,Jamaica,JAM,2001,0.1,5,1
33357,Jamaica,Jamaica,JAM,2002,0.02,1,1
33358,Jamaica,Jamaica,JAM,2003,0.06,3,1
33359,Jamaica,Jamaica,JAM,2004,0.24,12,1
33360,Jamaica,Jamaica,JAM,2005,0.1,5,1
33361,Jamaica,Jamaica,JAM,2006,0.08,4,1
33362,Jamaica,Jamaica,JAM,2007,0.06,3,1
33363,Jamaica,Jamaica,JAM,2008,0.16,7,1
33364,Jamaica,Jamaica,JAM,2009,0.13,13,1
33365,Jamaica,Jamaica,JAM,2010,0.03,4,1
33366,Jamaica,Jamaica,JAM,2011,0.04,4,1
33367,Jamaica,Jamaica,JAM,2012,0.09,8,1
33368,Jamaica,Jamaica,JAM,2013,0.29,22,1
33369,Jamaica,Jamaica,JAM,2014,0.1,7,1
33370,Jamaica,Jamaica,JAM,2015,0.06,3,1
33371,Jamaica,Jamaica,JAM,2016,0.09,5,1
33372,Jamaica,Jamaica,JAM,2017,0.07,4,1
36577,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2000,1.47,72,1
36578,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2001,1.57,75,1
36579,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2002,1.95,89,1
36580,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2003,1.23,65,1
36581,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2004,1.23,62,1
36582,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2005,1.54,77,1
36583,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2006,1.63,84,1
36584,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2007,2.02,97,1
36585,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2008,0.81,36,1
36586,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2009,1.78,173,1
36587,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2010,1.58,182,1
36588,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2011,2.31,250,1
36589,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2012,2.17,203,1
36590,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2013,1.93,148,1
36591,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2014,1.87,125,1
36592,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2015,1.7,89,1
36593,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2016,1.44,76,1
36594,"Kingdom of Cambodia, Cambodia",Cambodia,KHM,2017,1.1,59,1
36649,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2000,0.18,9,1
36650,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2001,0.21,10,1
36651,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2002,0.9,41,1
36652,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2003,0.42,22,1
36653,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2004,0.36,18,1
36654,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2005,0.28,14,1
36655,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2006,0.23,12,1
36656,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2007,0.33,16,1
36657,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2008,0.11,5,1
36658,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2009,0.16,16,1
36659,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2010,0.03,4,1
36660,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2011,0.13,14,1
36661,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2012,0.01,1,1
36662,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2013,0.03,2,1
36663,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2014,0.06,4,1
36664,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2015,0.1,5,1
36665,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2016,0.15,8,1
36666,"Kingdom of Lesotho, Lesotho",Lesotho,LSO,2017,0.06,3,1
36685,"Kingdom of Morocco, Morocco",Morocco,MAR,2000,0.43,21,1
36686,"Kingdom of Morocco, Morocco",Morocco,MAR,2001,0.31,15,1
36687,"Kingdom of Morocco, Morocco",Morocco,MAR,2002,0.26,12,1
36688,"Kingdom of Morocco, Morocco",Morocco,MAR,2003,0.26,14,1
36689,"Kingdom of Morocco, Morocco",Morocco,MAR,2004,0.54,27,1
36690,"Kingdom of Morocco, Morocco",Morocco,MAR,2005,0.22,11,1
36691,"Kingdom of Morocco, Morocco",Morocco,MAR,2006,0.48,25,1
36692,"Kingdom of Morocco, Morocco",Morocco,MAR,2007,0.48,23,1
36693,"Kingdom of Morocco, Morocco",Morocco,MAR,2008,0.25,11,1
36694,"Kingdom of Morocco, Morocco",Morocco,MAR,2009,0.1,10,1
36695,"Kingdom of Morocco, Morocco",Morocco,MAR,2010,0.19,22,1
