,country_mentioned,country_matched,recipient_iso,year,frequncies_by_year,counts_by_year,relevant
61928,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2007,1.98,95,1
61929,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2008,1.08,48,1
61930,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2009,1.64,160,1
61931,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2010,0.68,78,1
61932,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2011,0.53,57,1
61933,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2012,0.66,62,1
61934,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2013,0.51,39,1
61935,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2014,0.7,47,1
61936,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2015,0.9,47,1
61937,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2016,0.62,33,1
61938,"Republic of Zimbabwe, Zimbabwe",Zimbabwe,ZWE,2017,0.86,46,1
62749,Romania,Romania,ROU,2000,0.51,25,1
62750,Romania,Romania,ROU,2001,0.46,22,1
62751,Romania,Romania,ROU,2002,0.26,12,1
62752,Romania,Romania,ROU,2003,0.28,15,1
62753,Romania,Romania,ROU,2004,0.1,5,1
62754,Romania,Romania,ROU,2005,0.26,13,1
62755,Romania,Romania,ROU,2006,0.68,35,1
62756,Romania,Romania,ROU,2007,0.83,40,1
62757,Romania,Romania,ROU,2008,0.99,44,1
62758,Romania,Romania,ROU,2009,0.68,66,1
62759,Romania,Romania,ROU,2010,0.3,35,1
62760,Romania,Romania,ROU,2011,0.44,48,1
62761,Romania,Romania,ROU,2012,0.21,20,1
62762,Romania,Romania,ROU,2013,0.69,53,1
62763,Romania,Romania,ROU,2014,0.6,40,1
62764,Romania,Romania,ROU,2015,0.53,28,1
62765,Romania,Romania,ROU,2016,0.44,23,1
62766,Romania,Romania,ROU,2017,0.58,31,1
63271,"Russian Federation, Russia",Russia,RUS,2000,2.37,116,1
63272,"Russian Federation, Russia",Russia,RUS,2001,3.15,151,1
63273,"Russian Federation, Russia",Russia,RUS,2002,2.8,128,1
63274,"Russian Federation, Russia",Russia,RUS,2003,3.28,174,1
63275,"Russian Federation, Russia",Russia,RUS,2004,2.93,148,1
63276,"Russian Federation, Russia",Russia,RUS,2005,2.87,144,1
63277,"Russian Federation, Russia",Russia,RUS,2006,3.89,201,1
63278,"Russian Federation, Russia",Russia,RUS,2007,3.31,159,1
63279,"Russian Federation, Russia",Russia,RUS,2008,5.01,223,1
63280,"Russian Federation, Russia",Russia,RUS,2009,3.03,295,1
63281,"Russian Federation, Russia",Russia,RUS,2010,4.79,550,1
63282,"Russian Federation, Russia",Russia,RUS,2011,4.14,448,1
63283,"Russian Federation, Russia",Russia,RUS,2012,4.79,448,1
63284,"Russian Federation, Russia",Russia,RUS,2013,5.98,459,1
63285,"Russian Federation, Russia",Russia,RUS,2014,6.55,438,1
63286,"Russian Federation, Russia",Russia,RUS,2015,5.01,263,1
63287,"Russian Federation, Russia",Russia,RUS,2016,4.15,219,1
63288,"Russian Federation, Russia",Russia,RUS,2017,4.26,228,1
65755,Serbia,Serbia,SRB,2000,0.16,9,1
65756,Serbia,Serbia,SRB,2001,0.19,9,1
65757,Serbia,Serbia,SRB,2002,0.04,2,1
65758,Serbia,Serbia,SRB,2003,0.08,4,1
65759,Serbia,Serbia,SRB,2004,0.12,6,1
65760,Serbia,Serbia,SRB,2005,0.28,14,1
65761,Serbia,Serbia,SRB,2006,0.29,15,1
65762,Serbia,Serbia,SRB,2007,0.48,23,1
65763,Serbia,Serbia,SRB,2008,0.49,22,1
65764,Serbia,Serbia,SRB,2009,0.39,38,1
65765,Serbia,Serbia,SRB,2010,0.36,41,1
65766,Serbia,Serbia,SRB,2011,0.31,33,1
65767,Serbia,Serbia,SRB,2012,0.27,25,1
65768,Serbia,Serbia,SRB,2013,0.31,24,1
65769,Serbia,Serbia,SRB,2014,0.93,62,1
65770,Serbia,Serbia,SRB,2015,0.71,37,1
65771,Serbia,Serbia,SRB,2016,0.64,34,1
65772,Serbia,Serbia,SRB,2017,0.8,43,1
67177,Sint Maarten,Sint Maarten,SXM,2000,NA,NA,1
67178,Sint Maarten,Sint Maarten,SXM,2001,NA,NA,1
67179,Sint Maarten,Sint Maarten,SXM,2002,NA,NA,1
67180,Sint Maarten,Sint Maarten,SXM,2003,NA,NA,1
67181,Sint Maarten,Sint Maarten,SXM,2004,NA,NA,1
67182,Sint Maarten,Sint Maarten,SXM,2005,NA,NA,1
67183,Sint Maarten,Sint Maarten,SXM,2006,NA,NA,1
67184,Sint Maarten,Sint Maarten,SXM,2007,NA,NA,1
67185,Sint Maarten,Sint Maarten,SXM,2008,0.02,1,1
67186,Sint Maarten,Sint Maarten,SXM,2009,NA,NA,1
67187,Sint Maarten,Sint Maarten,SXM,2010,NA,NA,1
67188,Sint Maarten,Sint Maarten,SXM,2011,NA,NA,1
67189,Sint Maarten,Sint Maarten,SXM,2012,NA,NA,1
67190,Sint Maarten,Sint Maarten,SXM,2013,NA,NA,1
67191,Sint Maarten,Sint Maarten,SXM,2014,NA,NA,1
67192,Sint Maarten,Sint Maarten,SXM,2015,NA,NA,1
67193,Sint Maarten,Sint Maarten,SXM,2016,NA,NA,1
67194,Sint Maarten,Sint Maarten,SXM,2017,0.02,1,1
67735,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2000,1.8,88,1
67736,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2001,2.55,122,1
67737,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2002,3.65,167,1
67738,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2003,2.83,150,1
67739,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2004,2.89,146,1
67740,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2005,3.01,151,1
67741,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2006,2.94,152,1
67742,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2007,3.2,154,1
67743,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2008,1.89,84,1
67744,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2009,2.69,262,1
67745,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2010,2.62,301,1
67746,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2011,3.22,348,1
67747,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2012,2.79,261,1
67748,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2013,2.94,226,1
67749,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2014,2.83,189,1
67750,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2015,1.81,95,1
67751,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2016,2.12,112,1
67752,"Socialist Republic of Vietnam, Vietnam",Vietnam,VNM,2017,1.79,96,1
67987,Somalia,Somalia,SOM,2000,0.8,39,1
67988,Somalia,Somalia,SOM,2001,0.4,19,1
67989,Somalia,Somalia,SOM,2002,0.44,20,1
67990,Somalia,Somalia,SOM,2003,0.36,19,1
67991,Somalia,Somalia,SOM,2004,0.63,32,1
67992,Somalia,Somalia,SOM,2005,1.02,51,1
67993,Somalia,Somalia,SOM,2006,1.2,62,1
67994,Somalia,Somalia,SOM,2007,1.6,77,1
67995,Somalia,Somalia,SOM,2008,0.99,44,1
67996,Somalia,Somalia,SOM,2009,1.86,181,1
67997,Somalia,Somalia,SOM,2010,1,115,1
67998,Somalia,Somalia,SOM,2011,2.22,240,1
67999,Somalia,Somalia,SOM,2012,1.14,107,1
68000,Somalia,Somalia,SOM,2013,1.05,81,1
68001,Somalia,Somalia,SOM,2014,0.79,53,1
68002,Somalia,Somalia,SOM,2015,0.88,46,1
68003,Somalia,Somalia,SOM,2016,1,53,1
68004,Somalia,Somalia,SOM,2017,1.85,99,1
68761,South Sudan,South Sudan,SSD,2000,NA,NA,1
68762,South Sudan,South Sudan,SSD,2001,NA,NA,1
68763,South Sudan,South Sudan,SSD,2002,NA,NA,1
68764,South Sudan,South Sudan,SSD,2003,NA,NA,1
68765,South Sudan,South Sudan,SSD,2004,NA,NA,1
68766,South Sudan,South Sudan,SSD,2005,NA,NA,1
68767,South Sudan,South Sudan,SSD,2006,0.04,2,1
68768,South Sudan,South Sudan,SSD,2007,0.12,6,1
68769,South Sudan,South Sudan,SSD,2008,NA,NA,1
68770,South Sudan,South Sudan,SSD,2009,0.02,2,1
68771,South Sudan,South Sudan,SSD,2010,0.09,10,1
68772,South Sudan,South Sudan,SSD,2011,0.35,38,1
68773,South Sudan,South Sudan,SSD,2012,0.47,44,1
68774,South Sudan,South Sudan,SSD,2013,0.65,50,1
68775,South Sudan,South Sudan,SSD,2014,1.99,133,1
68776,South Sudan,South Sudan,SSD,2015,0.32,17,1
68777,South Sudan,South Sudan,SSD,2016,0.53,28,1
68778,South Sudan,South Sudan,SSD,2017,1.76,94,1
69157,Southern Zimbabwe,Zimbabwe,ZWE,2000,NA,NA,1
69158,Southern Zimbabwe,Zimbabwe,ZWE,2001,0.02,1,1
69159,Southern Zimbabwe,Zimbabwe,ZWE,2002,NA,NA,1
69160,Southern Zimbabwe,Zimbabwe,ZWE,2003,NA,NA,1
69161,Southern Zimbabwe,Zimbabwe,ZWE,2004,NA,NA,1
69162,Southern Zimbabwe,Zimbabwe,ZWE,2005,NA,NA,1
69163,Southern Zimbabwe,Zimbabwe,ZWE,2006,NA,NA,1
69164,Southern Zimbabwe,Zimbabwe,ZWE,2007,NA,NA,1
69165,Southern Zimbabwe,Zimbabwe,ZWE,2008,NA,NA,1
69166,Southern Zimbabwe,Zimbabwe,ZWE,2009,NA,NA,1
69167,Southern Zimbabwe,Zimbabwe,ZWE,2010,NA,NA,1
69168,Southern Zimbabwe,Zimbabwe,ZWE,2011,NA,NA,1
69169,Southern Zimbabwe,Zimbabwe,ZWE,2012,NA,NA,1
69170,Southern Zimbabwe,Zimbabwe,ZWE,2013,NA,NA,1
69171,Southern Zimbabwe,Zimbabwe,ZWE,2014,NA,NA,1
69172,Southern Zimbabwe,Zimbabwe,ZWE,2015,NA,NA,1
69173,Southern Zimbabwe,Zimbabwe,ZWE,2016,NA,NA,1
69174,Southern Zimbabwe,Zimbabwe,ZWE,2017,NA,NA,1
69895,"State of Eritrea, Eritrea",Eritrea,ERI,2000,0.69,34,1
69896,"State of Eritrea, Eritrea",Eritrea,ERI,2001,0.4,19,1
69897,"State of Eritrea, Eritrea",Eritrea,ERI,2002,0.48,22,1
69898,"State of Eritrea, Eritrea",Eritrea,ERI,2003,0.28,15,1
69899,"State of Eritrea, Eritrea",Eritrea,ERI,2004,0.28,14,1
69900,"State of Eritrea, Eritrea",Eritrea,ERI,2005,0.22,11,1
69901,"State of Eritrea, Eritrea",Eritrea,ERI,2006,0.39,20,1
69902,"State of Eritrea, Eritrea",Eritrea,ERI,2007,0.1,5,1
69903,"State of Eritrea, Eritrea",Eritrea,ERI,2008,0.11,5,1
69904,"State of Eritrea, Eritrea",Eritrea,ERI,2009,0.16,16,1
69905,"State of Eritrea, Eritrea",Eritrea,ERI,2010,0.1,12,1
69906,"State of Eritrea, Eritrea",Eritrea,ERI,2011,0.17,18,1
69907,"State of Eritrea, Eritrea",Eritrea,ERI,2012,NA,NA,1
69908,"State of Eritrea, Eritrea",Eritrea,ERI,2013,0.16,12,1
69909,"State of Eritrea, Eritrea",Eritrea,ERI,2014,0.1,7,1
69910,"State of Eritrea, Eritrea",Eritrea,ERI,2015,0.1,5,1
69911,"State of Eritrea, Eritrea",Eritrea,ERI,2016,0.04,2,1
69912,"State of Eritrea, Eritrea",Eritrea,ERI,2017,0.17,9,1
69931,"State of Israel, Israel",Israel,ISR,2000,2.92,143,1
69932,"State of Israel, Israel",Israel,ISR,2001,3.3,158,1
69933,"State of Israel, Israel",Israel,ISR,2002,3.61,165,1
69934,"State of Israel, Israel",Israel,ISR,2003,2.24,119,1
69935,"State of Israel, Israel",Israel,ISR,2004,2.91,147,1
69936,"State of Israel, Israel",Israel,ISR,2005,2.35,118,1
69937,"State of Israel, Israel",Israel,ISR,2006,5.88,304,1
69938,"State of Israel, Israel",Israel,ISR,2007,2.79,134,1
69939,"State of Israel, Israel",Israel,ISR,2008,3.21,143,1
69940,"State of Israel, Israel",Israel,ISR,2009,3.37,328,1
69941,"State of Israel, Israel",Israel,ISR,2010,5.6,643,1
69942,"State of Israel, Israel",Israel,ISR,2011,3.18,344,1
69943,"State of Israel, Israel",Israel,ISR,2012,2.43,227,1
69944,"State of Israel, Israel",Israel,ISR,2013,2.32,178,1
69945,"State of Israel, Israel",Israel,ISR,2014,1.94,130,1
69946,"State of Israel, Israel",Israel,ISR,2015,1.28,67,1
69947,"State of Israel, Israel",Israel,ISR,2016,1.23,65,1
69948,"State of Israel, Israel",Israel,ISR,2017,1.44,77,1
70489,"Sultanate of Oman, Oman",Oman,OMN,2000,0.27,13,1
70490,"Sultanate of Oman, Oman",Oman,OMN,2001,0.21,10,1
70491,"Sultanate of Oman, Oman",Oman,OMN,2002,0.2,9,1
70492,"Sultanate of Oman, Oman",Oman,OMN,2003,0.21,11,1
70493,"Sultanate of Oman, Oman",Oman,OMN,2004,0.59,30,1
70494,"Sultanate of Oman, Oman",Oman,OMN,2005,0.08,4,1
70495,"Sultanate of Oman, Oman",Oman,OMN,2006,0.06,3,1
70496,"Sultanate of Oman, Oman",Oman,OMN,2007,0.12,6,1
70497,"Sultanate of Oman, Oman",Oman,OMN,2008,0.22,10,1
70498,"Sultanate of Oman, Oman",Oman,OMN,2009,0.25,24,1
70499,"Sultanate of Oman, Oman",Oman,OMN,2010,0.24,27,1
70500,"Sultanate of Oman, Oman",Oman,OMN,2011,0.13,14,1
70501,"Sultanate of Oman, Oman",Oman,OMN,2012,0.24,22,1
70502,"Sultanate of Oman, Oman",Oman,OMN,2013,0.16,12,1
70503,"Sultanate of Oman, Oman",Oman,OMN,2014,0.1,7,1
70504,"Sultanate of Oman, Oman",Oman,OMN,2015,0.48,25,1
70505,"Sultanate of Oman, Oman",Oman,OMN,2016,0.09,5,1
70506,"Sultanate of Oman, Oman",Oman,OMN,2017,0.17,9,1
71083,"Syrian Arab Republic, Syria",Syria,SYR,2000,0.82,40,1
71084,"Syrian Arab Republic, Syria",Syria,SYR,2001,0.56,27,1
71085,"Syrian Arab Republic, Syria",Syria,SYR,2002,0.39,18,1
71086,"Syrian Arab Republic, Syria",Syria,SYR,2003,0.72,38,1
71087,"Syrian Arab Republic, Syria",Syria,SYR,2004,0.97,49,1
71088,"Syrian Arab Republic, Syria",Syria,SYR,2005,0.98,49,1
71089,"Syrian Arab Republic, Syria",Syria,SYR,2006,1.57,81,1
71090,"Syrian Arab Republic, Syria",Syria,SYR,2007,1.58,76,1
71091,"Syrian Arab Republic, Syria",Syria,SYR,2008,0.72,32,1
71092,"Syrian Arab Republic, Syria",Syria,SYR,2009,0.73,71,1
71093,"Syrian Arab Republic, Syria",Syria,SYR,2010,0.88,101,1
71094,"Syrian Arab Republic, Syria",Syria,SYR,2011,1.07,116,1
71095,"Syrian Arab Republic, Syria",Syria,SYR,2012,4.41,412,1
71096,"Syrian Arab Republic, Syria",Syria,SYR,2013,4.79,368,1
71097,"Syrian Arab Republic, Syria",Syria,SYR,2014,4.47,299,1
71098,"Syrian Arab Republic, Syria",Syria,SYR,2015,NA,NA,1
71099,"Syrian Arab Republic, Syria",Syria,SYR,2016,NA,NA,1
71100,"Syrian Arab Republic, Syria",Syria,SYR,2017,NA,NA,1
74197,"Togolese Republic, Togo",Togo,TGO,2000,0.08,4,1
74198,"Togolese Republic, Togo",Togo,TGO,2001,0.13,6,1
74199,"Togolese Republic, Togo",Togo,TGO,2002,0.09,4,1
74200,"Togolese Republic, Togo",Togo,TGO,2003,0.08,4,1
74201,"Togolese Republic, Togo",Togo,TGO,2004,0.14,7,1
74202,"Togolese Republic, Togo",Togo,TGO,2005,0.1,5,1
74203,"Togolese Republic, Togo",Togo,TGO,2006,0.15,8,1
74204,"Togolese Republic, Togo",Togo,TGO,2007,0.58,28,1
74205,"Togolese Republic, Togo",Togo,TGO,2008,0.11,5,1
74206,"Togolese Republic, Togo",Togo,TGO,2009,0.21,20,1
74207,"Togolese Republic, Togo",Togo,TGO,2010,0.13,15,1
74208,"Togolese Republic, Togo",Togo,TGO,2011,0.06,6,1
74209,"Togolese Republic, Togo",Togo,TGO,2012,0.16,15,1
74210,"Togolese Republic, Togo",Togo,TGO,2013,0.09,7,1
74211,"Togolese Republic, Togo",Togo,TGO,2014,0.15,10,1
74212,"Togolese Republic, Togo",Togo,TGO,2015,NA,NA,1
74213,"Togolese Republic, Togo",Togo,TGO,2016,NA,NA,1
74214,"Togolese Republic, Togo",Togo,TGO,2017,NA,NA,1
74989,Turkey,Turkey,TUR,2000,0.06,3,1
74990,Turkey,Turkey,TUR,2001,NA,NA,1
74991,Turkey,Turkey,TUR,2002,0.07,3,1
74992,Turkey,Turkey,TUR,2003,0.1,5,1
74993,Turkey,Turkey,TUR,2004,0.14,7,1
74994,Turkey,Turkey,TUR,2005,0.1,5,1
74995,Turkey,Turkey,TUR,2006,0.1,5,1
74996,Turkey,Turkey,TUR,2007,0.12,6,1
74997,Turkey,Turkey,TUR,2008,0.02,1,1
74998,Turkey,Turkey,TUR,2009,0.06,6,1
74999,Turkey,Turkey,TUR,2010,0.23,26,1
75000,Turkey,Turkey,TUR,2011,0.19,20,1
75001,Turkey,Turkey,TUR,2012,0.06,6,1
75002,Turkey,Turkey,TUR,2013,0.13,10,1
75003,Turkey,Turkey,TUR,2014,0.07,5,1
75004,Turkey,Turkey,TUR,2015,0.04,2,1
75005,Turkey,Turkey,TUR,2016,0.17,9,1
75006,Turkey,Turkey,TUR,2017,0.09,5,1
75061,Turkmenistan,Turkmenistan,TKM,2000,0.1,5,1
75062,Turkmenistan,Turkmenistan,TKM,2001,0.17,8,1
75063,Turkmenistan,Turkmenistan,TKM,2002,0.11,5,1
75064,Turkmenistan,Turkmenistan,TKM,2003,0.02,1,1
75065,Turkmenistan,Turkmenistan,TKM,2004,0.04,2,1
75066,Turkmenistan,Turkmenistan,TKM,2005,0.1,5,1
75067,Turkmenistan,Turkmenistan,TKM,2006,NA,NA,1
75068,Turkmenistan,Turkmenistan,TKM,2007,0.12,6,1
75069,Turkmenistan,Turkmenistan,TKM,2008,0.29,13,1
75070,Turkmenistan,Turkmenistan,TKM,2009,0.21,20,1
75071,Turkmenistan,Turkmenistan,TKM,2010,0.07,8,1
75072,Turkmenistan,Turkmenistan,TKM,2011,0.11,12,1
75073,Turkmenistan,Turkmenistan,TKM,2012,0.09,8,1
75074,Turkmenistan,Turkmenistan,TKM,2013,0.26,20,1
75075,Turkmenistan,Turkmenistan,TKM,2014,0.18,12,1
75076,Turkmenistan,Turkmenistan,TKM,2015,0.08,4,1
75077,Turkmenistan,Turkmenistan,TKM,2016,0.09,5,1
75078,Turkmenistan,Turkmenistan,TKM,2017,0.04,2,1
75691,Ukraine,Ukraine,UKR,2000,0.53,26,1
75692,Ukraine,Ukraine,UKR,2001,0.42,20,1
75693,Ukraine,Ukraine,UKR,2002,0.31,14,1
75694,Ukraine,Ukraine,UKR,2003,0.19,10,1
75695,Ukraine,Ukraine,UKR,2004,0.2,10,1
75696,Ukraine,Ukraine,UKR,2005,0.34,17,1
75697,Ukraine,Ukraine,UKR,2006,0.39,20,1
75698,Ukraine,Ukraine,UKR,2007,0.37,18,1
75699,Ukraine,Ukraine,UKR,2008,0.58,26,1
75700,Ukraine,Ukraine,UKR,2009,0.39,38,1
75701,Ukraine,Ukraine,UKR,2010,0.71,81,1
75702,Ukraine,Ukraine,UKR,2011,0.75,81,1
75703,Ukraine,Ukraine,UKR,2012,0.98,92,1
75704,Ukraine,Ukraine,UKR,2013,1.25,96,1
75705,Ukraine,Ukraine,UKR,2014,5.41,362,1
75706,Ukraine,Ukraine,UKR,2015,1.94,102,1
75707,Ukraine,Ukraine,UKR,2016,1.4,74,1
75708,Ukraine,Ukraine,UKR,2017,1.59,85,1
76555,"Union of the Comoros, Comoros",Comoros,COM,2000,0.02,1,1
76556,"Union of the Comoros, Comoros",Comoros,COM,2001,0.02,1,1
76557,"Union of the Comoros, Comoros",Comoros,COM,2002,0.02,1,1
76558,"Union of the Comoros, Comoros",Comoros,COM,2003,NA,NA,1
76559,"Union of the Comoros, Comoros",Comoros,COM,2004,0.16,8,1
76560,"Union of the Comoros, Comoros",Comoros,COM,2005,0.04,2,1
76561,"Union of the Comoros, Comoros",Comoros,COM,2006,0.1,5,1
76562,"Union of the Comoros, Comoros",Comoros,COM,2007,0.04,2,1
76563,"Union of the Comoros, Comoros",Comoros,COM,2008,0.02,1,1
76564,"Union of the Comoros, Comoros",Comoros,COM,2009,0.04,4,1
76565,"Union of the Comoros, Comoros",Comoros,COM,2010,0.07,8,1
76566,"Union of the Comoros, Comoros",Comoros,COM,2011,0.04,4,1
76567,"Union of the Comoros, Comoros",Comoros,COM,2012,0.02,2,1
76568,"Union of the Comoros, Comoros",Comoros,COM,2013,NA,NA,1
76569,"Union of the Comoros, Comoros",Comoros,COM,2014,0.09,6,1
76570,"Union of the Comoros, Comoros",Comoros,COM,2015,0.02,1,1
76571,"Union of the Comoros, Comoros",Comoros,COM,2016,0.11,6,1
76572,"Union of the Comoros, Comoros",Comoros,COM,2017,0.04,2,1
76897,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2000,2.41,118,1
76898,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2001,3.3,158,1
76899,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2002,1.88,86,1
76900,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2003,1.81,96,1
76901,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2004,1.98,100,1
76902,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2005,1.52,76,1
76903,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2006,1.51,78,1
76904,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2007,1.48,71,1
76905,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2008,0.49,22,1
76906,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2009,1.06,103,1
76907,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2010,0.66,76,1
76908,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2011,0.52,56,1
76909,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2012,0.5,47,1
76910,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2013,0.61,47,1
76911,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2014,0.55,37,1
76912,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2015,0.97,51,1
76913,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2016,1.23,65,1
76914,"United Republic of Tanzania, Tanzania",Tanzania,TZA,2017,1.42,76,1
